"행정구역","2010년12월_전체세대","2010년12월_1인세대","2010년12월_2인세대","2010년12월_3인세대","2010년12월_4인세대","2010년12월_5인세대","2010년12월_6인세대","2010년12월_7인세대","2010년12월_8인세대","2010년12월_9인세대","2010년12월_10인세대"
"경상남도 창원시 (4812000000)","400,054","112,058","70,207","79,423","103,308","27,726","5,640","1,203","321","93","75"
"경상남도 진주시 (4817000000)","127,321","38,903","25,106","23,952","27,142","9,267","2,236","539","102","51","23"
"경상남도 통영시 (4822000000)","57,291","19,971","12,292","10,555","10,026","3,286","874","209","43","16","19"
"경상남도 사천시 (4824000000)","47,419","17,219","10,508","8,114","7,971","2,644","743","155","36","18","11"
"경상남도 김해시 (4825000000)","178,354","45,692","30,359","35,691","49,092","13,568","2,929","707","199","76","41"
"경상남도 밀양시 (4827000000)","46,904","17,719","11,149","7,420","6,917","2,614","807","194","52","17","15"
"경상남도 거제시 (4831000000)","86,467","27,530","14,861","15,860","20,578","5,812","1,355","317","100","34","20"
"경상남도 양산시 (4833000000)","96,584","27,274","18,067","19,448","23,592","6,321","1,389","353","84","23","33"
"경상남도 의령군 (4872000000)","14,300","6,554","3,708","1,785","1,268","619","241","88","21","8","8"
"경상남도 함안군 (4873000000)","28,311","10,761","6,310","4,470","4,469","1,657","459","123","39","9","14"
"경상남도 창녕군 (4874000000)","28,341","11,956","7,203","4,094","3,190","1,297","454","112","20","6","9"
"경상남도 고성군 (4882000000)","25,599","10,763","6,150","3,707","3,067","1,289","453","120","29","9","12"
"경상남도 남해군 (4884000000)","22,438","9,103","6,304","3,138","2,252","1,116","358","121","22","10","14"
"경상남도 하동군 (4885000000)","22,602","9,107","5,834","3,215","2,461","1,254","474","163","49","21","24"
"경상남도 산청군 (4886000000)","17,057","7,802","4,390","2,155","1,601","723","259","85","29","4","9"
"경상남도 함양군 (4887000000)","18,810","8,080","4,832","2,454","1,984","974","337","95","26","17","11"
"경상남도 거창군 (4888000000)","26,983","10,221","6,544","4,070","3,821","1,656","483","136","38","7","7"
"경상남도 합천군 (4889000000)","23,896","10,428","6,558","3,032","2,252","1,055","391","129","29","8","14"
"제주특별자치도  (5000000000)","224,713","82,272","40,040","36,968","40,232","18,012","5,046","1,525","391","133","94"
"제주특별자치도 제주시 (5011000000)","162,824","58,785","27,871","27,342","30,641","13,291","3,500","990","246","89","69"
"제주특별자치도 서귀포시 (5013000000)","61,889","23,487","12,169","9,626","9,591","4,721","1,546","535","145","44","25"
