"행정구역","2008년12월_전체세대","2008년12월_1인세대","2008년12월_2인세대","2008년12월_3인세대","2008년12월_4인세대","2008년12월_5인세대","2008년12월_6인세대","2008년12월_7인세대","2008년12월_8인세대","2008년12월_9인세대","2008년12월_10인세대"
"부산광역시 연제구 (2647000000)","77,326","19,528","15,174","16,676","19,164","5,190","1,238","266","61","17","12"
"부산광역시 수영구 (2650000000)","65,932","17,378","13,910","14,342","14,796","4,195","1,004","224","58","13","12"
"부산광역시 사상구 (2653000000)","93,480","23,692","16,705","19,658","24,985","6,561","1,445","321","76","24","13"
"부산광역시 기장군 (2671000000)","31,769","10,251","6,563","6,031","6,228","1,983","516","140","43","8","6"
"대구광역시  (2700000000)","894,969","227,858","164,990","187,024","231,201","64,663","15,007","3,169","743","182","132"
"대구광역시 중구 (2711000000)","34,130","13,711","6,865","6,052","5,394","1,575","406","94","23","4","6"
"대구광역시 동구 (2714000000)","125,324","35,898","25,892","25,765","27,075","8,097","2,035","408","96","23","35"
"대구광역시 서구 (2717000000)","87,470","26,200","16,975","17,821","19,516","5,368","1,209","286","70","15","10"
"대구광역시 남구 (2720000000)","72,425","26,081","14,861","13,698","12,693","3,796","989","235","44","12","16"
"대구광역시 북구 (2723000000)","160,139","36,937","27,464","34,163","45,621","12,558","2,715","537","103","26","15"
"대구광역시 수성구 (2726000000)","153,291","32,100","27,279","32,990","44,130","12,947","2,983","644","155","36","27"
"대구광역시 달서구 (2729000000)","202,699","42,763","34,916","44,079","60,741","15,771","3,470","709","181","54","15"
"대구광역시 달성군 (2771000000)","59,491","14,168","10,738","12,456","16,031","4,551","1,200","256","71","12","8"
"인천광역시  (2800000000)","1,014,755","302,914","179,594","202,533","250,135","62,319","13,440","2,886","648","171","115"
"인천광역시 중구 (2811000000)","38,994","16,368","7,393","6,568","6,335","1,735","434","113","37","6","5"
"인천광역시 동구 (2814000000)","29,968","9,823","6,228","5,927","5,875","1,599","393","90","22","9","2"
"인천광역시 남구 (2817000000)","168,330","56,803","32,361","33,206","34,161","8,977","2,176","497","112","21","16"
"인천광역시 연수구 (2818500000)","95,062","25,188","14,190","18,835","28,296","6,825","1,362","276","56","22","12"
"인천광역시 남동구 (2820000000)","168,414","48,034","30,555","34,568","42,471","10,177","2,046","443","84","27","9"
"인천광역시 부평구 (2823700000)","210,888","59,857","36,932","43,294","53,716","13,418","2,881","575","161","31","23"
"인천광역시 계양구 (2824500000)","124,606","34,941","19,394","25,167","35,079","8,104","1,532","308","54","17","10"
"인천광역시 서구 (2826000000)","142,084","38,325","23,044","29,222","39,478","9,610","1,916","373","81","23","12"
"인천광역시 강화군 (2871000000)","28,210","9,762","7,603","4,692","3,808","1,525","588","172","31","7","22"
"인천광역시 옹진군 (2872000000)","8,199","3,813","1,894","1,054","916","349","112","39","10","8","4"
"광주광역시  (2900000000)","513,021","143,475","90,313","98,230","121,931","45,131","10,636","2,382","612","186","125"
"광주광역시 동구 (2911000000)","47,112","19,692","9,015","7,400","7,164","2,736","785","200","68","23","29"
"광주광역시 서구 (2914000000)","107,698","28,398","18,465","21,003","26,887","9,953","2,290","494","138","43","27"
"광주광역시 남구 (2915500000)","77,480","21,507","14,859","15,431","16,655","6,760","1,741","372","97","33","25"
"광주광역시 북구 (2917000000)","171,341","46,859","30,963","33,944","40,499","14,650","3,373","792","185","55","21"
"광주광역시 광산구 (2920000000)","109,390","27,019","17,011","20,452","30,726","11,032","2,447","524","124","32","23"
"대전광역시  (3000000000)","531,682","143,435","92,941","104,612","135,280","42,303","10,024","2,241","571","166","109"
"대전광역시 동구 (3011000000)","94,402","29,307","18,706","18,264","19,487","6,328","1,754","410","94","32","20"
"대전광역시 중구 (3014000000)","97,719","27,658","18,782","19,348","21,931","7,366","2,013","450","118","37","16"
"대전광역시 서구 (3017000000)","174,265","43,520","28,958","34,769","47,810","14,997","3,239","722","170","45","35"
"대전광역시 유성구 (3020000000)","91,153","24,349","13,615","17,357","26,256","7,535","1,553","336","106","26","20"
"대전광역시 대덕구 (3023000000)","74,143","18,601","12,880","14,874","19,796","6,077","1,465","323","83","26","18"
"울산광역시  (3100000000)","389,735","97,404","62,123","78,155","115,085","29,214","5,999","1,268","326","97","64"
"울산광역시 중구 (3111000000)","83,837","21,973","14,238","16,992","22,959","5,988","1,324","272","61","16","14"
"울산광역시 남구 (3114000000)","121,258","30,898","18,809","24,425","36,308","8,703","1,642","333","94","31","15"
"울산광역시 동구 (3117000000)","60,581","14,398","8,947","12,448","18,757","4,823","945","195","47","14","7"
"울산광역시 북구 (3120000000)","54,269","10,786","7,499","10,770","19,361","4,696","909","174","53","15","6"
"울산광역시 울주군 (3171000000)","69,790","19,349","12,630","13,520","17,700","5,004","1,179","294","71","21","22"
"경기도  (4100000000)","4,284,475","1,341,521","739,775","808,050","1,045,057","270,868","60,321","13,854","3,411","968","650"
"경기도 수원시 (4111000000)","402,462","128,016","63,596","73,822","104,116","26,055","5,332","1,106","287","79","53"
"경기도 성남시 (4113000000)","367,675","120,546","65,129","69,824","85,834","20,927","4,223","877","220","59","36"
"경기도 의정부시 (4115000000)","161,573","46,430","30,001","33,265","38,919","9,955","2,303","543","109","33","15"
"경기도 안양시 (4117000000)","226,600","63,022","37,344","45,336","62,945","14,423","2,767","563","135","36","29"
"경기도 부천시 (4119000000)","320,321","91,623","54,158","64,533","83,431","21,028","4,291","919","239","67","32"
"경기도 광명시 (4121000000)","115,295","32,352","21,041","23,178","29,551","7,296","1,443","331","71","20","12"
"경기도 평택시 (4122000000)","157,018","52,096","28,244","27,748","34,913","10,499","2,588","703","157","50","20"
"경기도 동두천시 (4125000000)","36,727","13,031","7,504","6,726","6,402","2,172","638","175","50","16","13"
"경기도 안산시 (4127000000)","273,025","92,628","41,315","49,332","68,953","16,871","3,126","579","144","47","30"
"경기도 고양시 (4128000000)","353,322","107,400","59,839","67,401","91,794","21,373","4,326","871","238","50","30"
"경기도 과천시 (4129000000)","25,296","7,117","4,129","4,776","7,235","1,627","332","54","18","5","3"
"경기도 구리시 (4131000000)","73,443","22,176","12,228","14,408","18,715","4,688","983","186","41","14","4"
"경기도 남양주시 (4136000000)","187,465","53,540","33,877","37,527","46,021","12,607","2,991","700","142","30","30"
"경기도 오산시 (4137000000)","58,408","20,167","9,242","10,608","13,743","3,599","794","182","45","16","12"
"경기도 시흥시 (4139000000)","151,396","52,351","22,362","26,412","38,257","9,559","1,887","416","105","30","17"
"경기도 군포시 (4141000000)","101,330","27,607","17,122","20,685","27,940","6,439","1,208","232","67","20","10"
"경기도 의왕시 (4143000000)","49,591","14,167","8,398","9,797","13,125","3,273","666","122","34","5","4"
"경기도 하남시 (4145000000)","55,440","17,736","9,875","10,793","12,672","3,389","749","182","31","11","2"
"경기도 용인시 (4146000000)","302,454","87,372","52,272","59,016","78,970","19,442","4,119","932","218","67","46"
"경기도 파주시 (4148000000)","124,351","44,265","22,906","21,991","25,045","7,455","2,055","451","121","39","23"
"경기도 이천시 (4150000000)","74,534","24,550","12,840","13,083","16,598","5,315","1,513","449","116","49","21"
"경기도 안성시 (4155000000)","67,114","23,393","13,205","11,502","12,982","4,218","1,300","362","91","26","35"
"경기도 김포시 (4157000000)","82,978","25,545","14,912","15,196","19,925","5,591","1,385","306","80","16","22"
"경기도 화성시 (4159000000)","169,427","52,945","29,281","31,541","40,805","11,120","2,746","697","181","69","42"
"경기도 광주시 (4161000000)","89,308","28,407","16,035","16,695","20,181","5,824","1,584","438","97","27","20"
"경기도 양주시 (4163000000)","68,979","22,071","12,778","12,916","15,044","4,567","1,213","286","68","16","20"
"경기도 포천시 (4165000000)","65,084","24,265","12,589","10,654","11,915","3,951","1,234","344","92","17","23"
"경기도 여주군 (4173000000)","41,957","14,221","8,917","6,988","7,414","2,906","1,035","346","82","27","21"
"경기도 연천군 (4180000000)","19,255","7,359","4,393","3,063","2,807","1,128","346","114","34","6","5"
"경기도 가평군 (4182000000)","23,825","9,574","5,219","3,580","3,429","1,326","470","165","44","8","10"
"경기도 양평군 (4183000000)","38,822","15,549","9,024","5,654","5,376","2,245","674","223","54","13","10"
"강원도  (4200000000)","606,950","210,080","128,406","106,719","109,495","37,540","10,884","2,830","683","176","137"
"강원도 춘천시 (4211000000)","101,758","32,825","20,290","18,881","20,505","6,903","1,750","453","102","28","21"
"강원도 원주시 (4213000000)","116,514","36,501","22,355","22,165","25,320","7,567","1,972","470","110","35","19"
"강원도 강릉시 (4215000000)","86,939","28,397","18,646","16,389","16,497","5,220","1,404","302","54","18","12"
"강원도 동해시 (4217000000)","37,512","12,027","7,828","6,973","7,400","2,499","608","136","28","8","5"
"강원도 태백시 (4219000000)","21,131","7,512","4,803","3,691","3,447","1,198","362","82","23","8","5"
"강원도 속초시 (4221000000)","35,615","13,363","7,255","6,386","6,209","1,842","431","102","22","4","1"
"강원도 삼척시 (4223000000)","29,736","10,935","6,786","4,989","4,635","1,707","498","136","33","10","7"
"강원도 홍천군 (4272000000)","28,486","9,962","6,640","4,602","4,462","1,907","650","198","47","6","12"
"강원도 횡성군 (4273000000)","17,942","6,605","4,323","2,742","2,543","1,123","409","142","37","8","10"
"강원도 영월군 (4275000000)","17,529","6,924","4,368","2,586","2,188","972","340","102","35","7","7"
"강원도 평창군 (4276000000)","18,712","7,445","4,283","2,758","2,579","1,061","419","119","32","7","9"
"강원도 정선군 (4277000000)","18,292","7,673","4,173","2,690","2,288","987","346","103","21","7","4"
"강원도 철원군 (4278000000)","18,756","6,444","4,177","3,059","3,060","1,312","493","153","47","5","6"
"강원도 화천군 (4279000000)","10,813","4,976","2,124","1,442","1,382","573","212","64","24","5","11"
"강원도 양구군 (4280000000)","8,875","3,461","1,874","1,335","1,370","536","211","65","17","5","1"
"강원도 인제군 (4281000000)","12,977","4,924","2,646","1,994","2,202","805","291","87","20","6","2"
"강원도 고성군 (4282000000)","13,136","5,281","2,991","2,061","1,753","699","269","58","18","5","1"
"강원도 양양군 (4283000000)","12,227","4,825","2,844","1,976","1,655","629","219","58","13","4","4"
"충청북도  (4300000000)","587,411","189,725","118,721","104,309","118,818","40,873","11,178","2,811","654","181","141"
"충청북도 청주시 (4311000000)","237,556","72,239","39,773","44,681","58,199","17,780","3,840","831","158","36","19"
"충청북도 충주시 (4313000000)","78,655","23,917","16,722","14,205","15,913","5,695","1,665","395","95","30","18"
"충청북도 제천시 (4315000000)","53,291","16,916","11,949","9,547","10,137","3,452","980","236","57","8","9"
"충청북도 청원군 (4371000000)","58,171","19,286","12,359","10,365","10,670","3,834","1,186","334","82","29","26"
"충청북도 보은군 (4372000000)","14,950","5,510","4,120","2,217","1,726","885","332","102","40","10","8"
"충청북도 옥천군 (4373000000)","21,471","6,981","5,386","3,551","3,332","1,521","507","134","34","11","14"
"충청북도 영동군 (4374000000)","20,689","7,406","5,188","3,149","2,831","1,350","507","190","47","10","11"
"충청북도 증평군 (4374500000)","12,481","4,093","2,537","2,187","2,369","922","275","78","13","6","1"
"충청북도 진천군 (4375000000)","24,652","8,869","5,101","4,233","4,246","1,533","487","134","35","7","7"
"충청북도 괴산군 (4376000000)","16,433","6,512","4,584","2,328","1,751","828","303","98","18","6","5"
"충청북도 음성군 (4377000000)","35,684","13,193","7,619","5,670","5,844","2,246","806","213","55","20","18"
"충청북도 단양군 (4380000000)","13,378","4,803","3,383","2,176","1,800","827","290","66","20","8","5"
"충청남도  (4400000000)","812,871","287,987","170,475","134,956","146,626","51,715","15,090","4,388","1,045","343","246"
"충청남도 천안시 (4413000000)","209,512","73,483","33,548","36,206","48,745","13,547","2,997","720","179","53","34"
"충청남도 공주시 (4415000000)","49,778","17,345","11,045","8,183","8,058","3,467","1,186","352","78","34","30"
"충청남도 보령시 (4418000000)","43,645","14,956","10,610","7,475","6,793","2,640","855","245","42","16","13"
"충청남도 아산시 (4420000000)","100,099","39,446","17,932","16,617","18,142","5,834","1,504","458","98","37","31"
"충청남도 서산시 (4421000000)","61,312","19,546","13,361","10,847","12,037","3,980","1,135","314","59","24","9"
"충청남도 논산시 (4423000000)","51,840","18,386","12,123","8,364","7,981","3,464","1,080","313","83","18","28"
"충청남도 계룡시 (4425000000)","13,755","3,055","2,029","2,652","4,230","1,425","284","58","16","4","2"
"충청남도 금산군 (4471000000)","23,908","8,903","6,004","3,654","3,175","1,471","458","162","52","16","13"
"충청남도 연기군 (4473000000)","32,128","11,917","6,721","5,140","5,266","2,147","674","187","48","18","10"
"충청남도 부여군 (4476000000)","31,591","10,831","8,687","4,802","4,140","2,018","775","250","49","24","15"
"충청남도 서천군 (4477000000)","25,841","9,404","7,109","3,877","3,196","1,502","537","156","38","12","10"
"충청남도 청양군 (4479000000)","13,921","4,958","3,893","2,066","1,655","851","318","131","36","5","8"
"충청남도 홍성군 (4480000000)","35,397","11,700","8,831","5,862","5,480","2,412","770","253","60","20","9"
"충청남도 예산군 (4481000000)","35,854","12,158","9,105","5,862","5,322","2,222","813","277","65","19","11"
"충청남도 태안군 (4482500000)","27,149","9,856","7,202","4,391","3,577","1,392","522","147","49","5","8"
"충청남도 당진군 (4483000000)","57,141","22,043","12,275","8,958","8,829","3,343","1,182","365","93","38","15"
"전라북도  (4500000000)","710,550","225,248","150,307","124,724","132,823","54,942","15,999","4,549","1,237","391","330"
"전라북도 전주시 (4511000000)","223,318","58,915","39,993","43,364","53,235","20,768","5,253","1,295","331","100","64"
"전라북도 군산시 (4513000000)","99,379","29,735","20,298","18,831","20,327","7,280","2,067","599","142","52","48"
"전라북도 익산시 (4514000000)","114,197","33,736","22,439","21,142","23,882","9,369","2,604","722","185","58","60"
"전라북도 정읍시 (4518000000)","50,328","18,036","11,909","8,026","7,402","3,445","1,055","331","80","24","20"
"전라북도 남원시 (4519000000)","35,337","12,123","8,412","5,752","5,256","2,560","864","268","70","17","15"
"전라북도 김제시 (4521000000)","40,252","14,870","10,011","6,348","5,276","2,494","878","260","73","18","24"
"전라북도 완주군 (4571000000)","33,963","12,336","7,576","5,542","5,014","2,343","797","227","84","21","23"
"전라북도 진안군 (4572000000)","11,955","4,837","3,123","1,629","1,243","678","297","99","30","14","5"
"전라북도 무주군 (4573000000)","11,172","4,399","2,938","1,493","1,228","677","273","87","37","21","19"
"전라북도 장수군 (4574000000)","10,148","3,953","2,633","1,380","1,091","680","254","106","37","9","5"
"전라북도 임실군 (4575000000)","13,604","5,388","3,654","1,820","1,520","762","302","106","31","12","9"
"전라북도 순창군 (4577000000)","13,143","5,079","3,463","1,815","1,412","825","325","138","59","11","16"
"전라북도 고창군 (4579000000)","26,621","10,820","6,964","3,596","2,890","1,545","549","170","49","20","18"
"전라북도 부안군 (4580000000)","27,133","11,021","6,894","3,986","3,047","1,516","481","141","29","14","4"
"전라남도  (4600000000)","773,087","271,946","175,270","122,396","125,982","54,497","16,298","4,732","1,289","369","308"
"전라남도 목포시 (4611000000)","95,086","31,259","18,155","17,533","18,677","7,228","1,703","402","87","25","17"
"전라남도 여수시 (4613000000)","106,931","29,326","21,624","19,818","23,201","9,258","2,664","742","198","61","39"
"전라남도 순천시 (4615000000)","95,564","25,716","17,709","17,203","22,976","8,930","2,213","569","158","50","40"
"전라남도 나주시 (4617000000)","40,836","16,794","9,811","5,968","4,867","2,351","751","200","55","16","23"
"전라남도 광양시 (4623000000)","50,344","13,987","8,640","8,769","13,011","4,480","1,062","277","73","27","18"
"전라남도 담양군 (4671000000)","20,421","7,926","4,866","3,166","2,426","1,293","487","169","55","11","22"
"전라남도 곡성군 (4672000000)","14,198","5,762","3,672","1,857","1,538","866","345","100","38","12","8"
"전라남도 구례군 (4673000000)","11,759","4,477","3,081","1,703","1,293","743","307","106","32","12","5"
"전라남도 고흥군 (4677000000)","35,110","14,266","10,183","4,645","3,399","1,707","618","225","47","7","13"
"전라남도 보성군 (4678000000)","22,622","9,487","6,048","2,926","2,220","1,240","461","164","52","13","11"
"전라남도 화순군 (4679000000)","28,944","10,760","6,458","4,548","4,335","1,932","630","196","59","16","10"
"전라남도 장흥군 (4680000000)","19,265","8,028","5,164","2,415","1,950","1,144","390","119","34","12","9"
"전라남도 강진군 (4681000000)","18,352","7,602","4,767","2,456","1,939","1,029","375","126","36","8","14"
"전라남도 해남군 (4682000000)","34,952","13,601","9,181","5,011","3,996","2,103","727","207","86","20","20"
"전라남도 영암군 (4683000000)","25,957","10,428","6,201","3,564","3,436","1,648","464","166","30","12","8"
"전라남도 무안군 (4684000000)","28,076","10,864","6,812","4,207","3,529","1,797","629","161","46","16","15"
"전라남도 함평군 (4686000000)","17,449","7,763","4,629","2,055","1,612","892","343","113","26","8","8"
"전라남도 영광군 (4687000000)","24,860","9,578","6,283","3,634","3,062","1,524","534","188","33","17","7"
"전라남도 장성군 (4688000000)","20,289","8,187","4,907","2,928","2,478","1,167","433","129","48","5","7"
"전라남도 완도군 (4689000000)","24,745","9,894","6,895","3,335","2,664","1,345","429","138","36","7","2"
"전라남도 진도군 (4690000000)","15,641","6,459","4,313","2,014","1,593","820","319","93","24","5","1"
"전라남도 신안군 (4691000000)","21,686","9,782","5,871","2,641","1,780","1,000","414","142","36","9","11"
"경상북도  (4700000000)","1,058,099","351,446","224,937","185,374","204,913","66,687","18,324","4,652","1,179","328","259"
"경상북도 포항시 (4711000000)","187,079","50,576","35,638","38,278","46,563","12,506","2,701","616","136","44","21"
"경상북도 경주시 (4713000000)","105,579","34,958","21,435","18,424","21,286","6,845","1,956","473","145","33","24"
"경상북도 김천시 (4715000000)","53,071","16,678","11,701","9,362","9,723","3,902","1,275","319","72","18","21"
"경상북도 안동시 (4717000000)","65,849","21,205","15,285","11,495","11,756","4,457","1,213","326","70","16","26"
"경상북도 구미시 (4719000000)","149,224","50,916","20,574","26,026","38,781","10,072","2,167","476","144","41","27"
"경상북도 영주시 (4721000000)","44,843","14,238","10,561","7,869","7,745","3,185","932","231","50","22","10"
"경상북도 영천시 (4723000000)","43,571","15,850","10,460","7,231","6,570","2,440","756","181","53","13","17"
"경상북도 상주시 (4725000000)","43,432","15,128","11,247","6,794","6,109","2,801","952","288","78","26","9"
"경상북도 문경시 (4728000000)","31,071","10,728","7,944","4,965","4,527","2,019","644","177","40","15","12"
"경상북도 경산시 (4729000000)","90,779","27,764","17,740","17,928","19,653","5,745","1,457","375","82","20","15"
"경상북도 군위군 (4772000000)","11,625","4,725","3,291","1,673","1,152","517","184","60","16","2","5"
"경상북도 의성군 (4773000000)","26,813","10,103","7,996","3,864","2,877","1,329","470","132","27","10","5"
"경상북도 청송군 (4775000000)","12,495","4,963","3,626","1,755","1,290","603","191","52","13","1","1"
"경상북도 영양군 (4776000000)","8,460","3,292","2,469","1,163","934","409","141","42","6","2","2"
"경상북도 영덕군 (4777000000)","19,717","8,164","5,407","2,753","2,102","871","319","74","19","5","3"
"경상북도 청도군 (4782000000)","19,428","7,547","5,143","2,788","2,288","1,109","390","116","29","8","10"
"경상북도 고령군 (4783000000)","14,944","5,690","3,709","2,431","1,952","764","298","73","18","5","4"
"경상북도 성주군 (4784000000)","19,325","7,409","4,915","2,964","2,334","1,092","407","136","47","13","8"
"경상북도 칠곡군 (4785000000)","46,821","17,207","8,335","8,220","9,248","2,774","769","181","50","16","21"
"경상북도 예천군 (4790000000)","21,021","7,743","6,240","3,014","2,358","1,086","422","111","29","10","8"
"경상북도 봉화군 (4792000000)","15,288","5,804","4,404","2,140","1,723","811","268","99","32","4","3"
"경상북도 울진군 (4793000000)","23,091","8,795","5,805","3,572","3,329","1,128","339","94","21","3","5"
"경상북도 울릉군 (4794000000)","4,573","1,963","1,012","665","613","222","73","20","2","1","2"
"경상남도  (4800000000)","1,203,767","354,635","231,824","224,021","278,294","85,931","21,378","5,258","1,499","478","449"
"경상남도 창원시 (4811000000)","174,485","44,287","25,145","33,339","54,483","13,902","2,581","515","148","48","37"
"경상남도 마산시 (4816000000)","150,542","40,987","28,142","30,730","36,671","10,713","2,525","564","150","31","29"
"경상남도 진주시 (4817000000)","122,292","35,092","23,366","23,345","27,732","9,595","2,402","561","132","43","24"
"경상남도 진해시 (4819000000)","61,331","16,224","11,577","12,614","15,053","4,551","1,033","198","49","20","12"
"경상남도 통영시 (4822000000)","53,371","16,988","11,262","10,229","10,246","3,410","934","198","72","13","19"
"경상남도 사천시 (4824000000)","45,174","15,202","9,908","8,149","8,032","2,784","830","187","51","14","17"
"경상남도 김해시 (4825000000)","163,890","38,225","26,793","33,395","47,907","13,521","2,980","746","204","69","50"
"경상남도 밀양시 (4827000000)","45,121","15,785","10,573","7,351","7,361","2,880","878","201","59","15","18"
"경상남도 거제시 (4831000000)","79,463","23,341","13,224","14,963","20,318","5,729","1,397","331","103","30","27"
"경상남도 양산시 (4833000000)","87,272","22,903","15,539","17,646","22,993","6,216","1,492","339","86","29","29"
"경상남도 의령군 (4872000000)","14,094","6,099","3,750","1,841","1,340","675","251","93","28","9","8"
"경상남도 함안군 (4873000000)","26,949","9,509","6,137","4,412","4,466","1,765","446","153","39","11","11"
"경상남도 창녕군 (4874000000)","27,072","10,594","6,885","4,141","3,358","1,436","490","122","32","4","10"
"경상남도 고성군 (4882000000)","24,231","9,546","5,972","3,623","3,107","1,347","442","140","35","7","12"
"경상남도 남해군 (4884000000)","22,102","8,301","6,320","3,193","2,473","1,194","423","145","33","6","14"
"경상남도 하동군 (4885000000)","22,066","8,209","5,577","3,210","2,663","1,445","582","218","90","32","40"
"경상남도 산청군 (4886000000)","16,253","6,989","4,317","2,186","1,552","806","269","90","31","9","4"
"경상남도 함양군 (4887000000)","17,927","7,377","4,580","2,370","2,062","1,001","377","111","26","12","11"
"경상남도 거창군 (4888000000)","25,994","9,161","6,363","4,057","3,968","1,697","547","137","47","9","8"
"경상남도 합천군 (4889000000)","24,138","9,816","6,394","3,227","2,509","1,264","499","209","84","67","69"
"제주특별자치도  (5000000000)","214,681","74,505","37,738","36,193","40,585","18,199","5,245","1,582","418","121","95"
"제주특별자치도 제주시 (5011000000)","155,398","53,648","26,292","26,556","30,593","13,240","3,649","1,003","274","81","62"
"제주특별자치도 서귀포시 (5013000000)","59,283","20,857","11,446","9,637","9,992","4,959","1,596","579","144","40","33"
