"행정구역","2017년12월_총인구수","2017년12월_세대수","2017년12월_세대당 인구","2017년12월_남자 인구수","2017년12월_여자 인구수","2017년12월_남여 비율"
"서울특별시 중랑구 중화제1동(1126060000)","21,028","8,769","          2.40","10,398","10,630","          0.98"
"서울특별시 중랑구 중화제2동(1126061000)","28,135","14,168","          1.99","14,559","13,576","          1.07"
"서울특별시 중랑구 묵제1동(1126062000)","36,120","14,228","          2.54","17,701","18,419","          0.96"
"서울특별시 중랑구 묵제2동(1126063000)","20,230","9,076","          2.23","10,033","10,197","          0.98"
"서울특별시 중랑구 망우본동(1126065500)","32,066","14,726","          2.18","16,194","15,872","          1.02"
"서울특별시 중랑구 망우제3동(1126066000)","18,499","8,490","          2.18","9,291","9,208","          1.01"
"서울특별시 중랑구 신내1동(1126068000)","41,422","14,486","          2.86","20,331","21,091","          0.96"
"서울특별시 중랑구 신내2동(1126069000)","22,950","9,037","          2.54","11,114","11,836","          0.94"
"서울특별시 성북구 (1129000000)","444,055","187,112","          2.37","216,556","227,499","          0.95"
"서울특별시 성북구 성북동(1129052500)","17,501","8,001","          2.19","8,308","9,193","          0.90"
"서울특별시 성북구 삼선동(1129055500)","26,548","12,490","          2.13","12,895","13,653","          0.94"
"서울특별시 성북구 동선동(1129057500)","15,819","8,800","          1.80","6,883","8,936","          0.77"
"서울특별시 성북구 돈암제1동(1129058000)","16,625","6,414","          2.59","7,846","8,779","          0.89"
"서울특별시 성북구 돈암제2동(1129059000)","25,177","8,460","          2.98","12,059","13,118","          0.92"
"서울특별시 성북구 안암동(1129060000)","15,286","8,602","          1.78","7,765","7,521","          1.03"
"서울특별시 성북구 보문동(1129061000)","16,927","7,973","          2.12","8,234","8,693","          0.95"
"서울특별시 성북구 정릉제1동(1129062000)","18,334","7,027","          2.61","8,880","9,454","          0.94"
"서울특별시 성북구 정릉제2동(1129063000)","24,279","9,653","          2.52","11,933","12,346","          0.97"
"서울특별시 성북구 정릉제3동(1129064000)","16,095","7,503","          2.15","8,057","8,038","          1.00"
"서울특별시 성북구 정릉제4동(1129065000)","27,161","11,019","          2.46","13,227","13,934","          0.95"
"서울특별시 성북구 길음제1동(1129066000)","37,600","12,954","          2.90","17,987","19,613","          0.92"
"서울특별시 성북구 길음제2동(1129068500)","12,205","5,160","          2.37","5,953","6,252","          0.95"
"서울특별시 성북구 종암동(1129070500)","41,148","16,964","          2.43","20,458","20,690","          0.99"
"서울특별시 성북구 월곡제1동(1129071500)","27,935","10,741","          2.60","13,593","14,342","          0.95"
"서울특별시 성북구 월곡제2동(1129072500)","20,249","8,774","          2.31","9,891","10,358","          0.95"
"서울특별시 성북구 장위제1동(1129076000)","21,121","8,878","          2.38","10,494","10,627","          0.99"
"서울특별시 성북구 장위제2동(1129077000)","18,200","7,948","          2.29","9,132","9,068","          1.01"
"서울특별시 성북구 장위제3동(1129078000)","12,122","5,039","          2.41","6,145","5,977","          1.03"
"서울특별시 성북구 석관동(1129081000)","33,723","14,712","          2.29","16,816","16,907","          0.99"
"서울특별시 강북구 (1130500000)","324,479","142,533","          2.28","158,918","165,561","          0.96"
"서울특별시 강북구 삼양동(1130553400)","28,860","12,596","          2.29","14,376","14,484","          0.99"
"서울특별시 강북구 미아동(1130553500)","22,915","11,082","          2.07","11,077","11,838","          0.94"
"서울특별시 강북구 송중동(1130554500)","29,777","13,090","          2.27","14,373","15,404","          0.93"
"서울특별시 강북구 송천동(1130555500)","29,494","13,765","          2.14","14,727","14,767","          1.00"
"서울특별시 강북구 삼각산동(1130557500)","33,705","11,888","          2.84","16,268","17,437","          0.93"
"서울특별시 강북구 번제1동(1130559000)","19,584","9,886","          1.98","9,717","9,867","          0.98"
"서울특별시 강북구 번제2동(1130560000)","17,791","7,565","          2.35","8,672","9,119","          0.95"
"서울특별시 강북구 번제3동(1130560600)","19,237","7,621","          2.52","9,182","10,055","          0.91"
"서울특별시 강북구 수유제1동(1130561000)","22,212","10,195","          2.18","11,013","11,199","          0.98"
"서울특별시 강북구 수유제2동(1130562000)","22,377","9,365","          2.39","10,873","11,504","          0.95"
"서울특별시 강북구 수유제3동(1130563000)","23,865","12,026","          1.98","11,952","11,913","          1.00"
"서울특별시 강북구 우이동(1130564500)","21,777","9,288","          2.34","10,627","11,150","          0.95"
"서울특별시 강북구 인수동(1130566000)","32,885","14,166","          2.32","16,061","16,824","          0.95"
"서울특별시 도봉구 (1132000000)","344,166","137,378","          2.51","168,759","175,407","          0.96"
"서울특별시 도봉구 창제1동(1132051100)","27,180","10,904","          2.49","13,043","14,137","          0.92"
"서울특별시 도봉구 창제2동(1132051200)","31,519","12,330","          2.56","15,498","16,021","          0.97"
"서울특별시 도봉구 창제3동(1132051300)","15,256","6,639","          2.30","7,614","7,642","          1.00"
"서울특별시 도봉구 창제4동(1132051400)","28,821","10,552","          2.73","13,949","14,872","          0.94"
"서울특별시 도봉구 창제5동(1132051500)","26,360","9,877","          2.67","12,750","13,610","          0.94"
"서울특별시 도봉구 도봉제1동(1132052100)","23,228","10,314","          2.25","11,738","11,490","          1.02"
"서울특별시 도봉구 도봉제2동(1132052200)","29,194","12,049","          2.42","14,368","14,826","          0.97"
"서울특별시 도봉구 쌍문제1동(1132066000)","22,112","9,011","          2.45","10,795","11,317","          0.95"
"서울특별시 도봉구 쌍문제2동(1132067000)","20,439","8,550","          2.39","9,930","10,509","          0.94"
"서울특별시 도봉구 쌍문제3동(1132068000)","17,330","7,606","          2.28","8,432","8,898","          0.95"
"서울특별시 도봉구 쌍문제4동(1132068100)","20,428","7,188","          2.84","9,785","10,643","          0.92"
"서울특별시 도봉구 방학제1동(1132069000)","30,469","12,550","          2.43","15,099","15,370","          0.98"
"서울특별시 도봉구 방학제2동(1132070000)","22,113","9,625","          2.30","11,214","10,899","          1.03"
"서울특별시 도봉구 방학제3동(1132071000)","29,717","10,183","          2.92","14,544","15,173","          0.96"
"서울특별시 노원구 (1135000000)","554,403","217,619","          2.55","269,508","284,895","          0.95"
"서울특별시 노원구 월계1동(1135056000)","23,742","10,335","          2.30","12,255","11,487","          1.07"
"서울특별시 노원구 월계2동(1135057000)","27,167","11,288","          2.41","13,153","14,014","          0.94"
"서울특별시 노원구 월계3동(1135058000)","33,152","13,080","          2.53","16,023","17,129","          0.94"
"서울특별시 노원구 공릉1동(1135059500)","39,442","17,756","          2.22","19,366","20,076","          0.96"
"서울특별시 노원구 공릉2동(1135060000)","41,489","16,076","          2.58","20,429","21,060","          0.97"
"서울특별시 노원구 하계1동(1135061100)","29,362","11,858","          2.48","14,282","15,080","          0.95"
"서울특별시 노원구 하계2동(1135061200)","24,338","8,387","          2.90","11,661","12,677","          0.92"
"서울특별시 노원구 중계본동(1135061900)","27,359","9,314","          2.94","13,399","13,960","          0.96"
"서울특별시 노원구 중계1동(1135062100)","28,748","9,169","          3.14","14,047","14,701","          0.96"
"서울특별시 노원구 중계4동(1135062400)","22,011","8,406","          2.62","10,769","11,242","          0.96"
"서울특별시 노원구 중계2.3동(1135062500)","38,607","15,536","          2.49","18,068","20,539","          0.88"
"서울특별시 노원구 상계1동(1135063000)","41,516","15,710","          2.64","20,316","21,200","          0.96"
"서울특별시 노원구 상계2동(1135064000)","21,769","8,726","          2.49","10,767","11,002","          0.98"
"서울특별시 노원구 상계3.4동(1135066500)","27,594","12,068","          2.29","13,830","13,764","          1.00"
"서울특별시 노원구 상계5동(1135067000)","26,909","11,254","          2.39","13,204","13,705","          0.96"
"서울특별시 노원구 상계6.7동(1135069500)","35,941","14,049","          2.56","16,834","19,107","          0.88"
"서울특별시 노원구 상계8동(1135070000)","25,094","9,316","          2.69","12,110","12,984","          0.93"
"서울특별시 노원구 상계9동(1135071000)","22,776","8,572","          2.66","10,932","11,844","          0.92"
"서울특별시 노원구 상계10동(1135072000)","17,387","6,719","          2.59","8,063","9,324","          0.86"
"서울특별시 은평구 (1138000000)","486,794","202,839","          2.40","236,353","250,441","          0.94"
"서울특별시 은평구 녹번동(1138051000)","32,645","14,595","          2.24","15,782","16,863","          0.94"
"서울특별시 은평구 불광제1동(1138052000)","42,038","17,661","          2.38","20,114","21,924","          0.92"
"서울특별시 은평구 불광제2동(1138053000)","29,902","13,576","          2.20","14,626","15,276","          0.96"
"서울특별시 은평구 갈현제1동(1138055100)","25,271","11,075","          2.28","12,357","12,914","          0.96"
"서울특별시 은평구 갈현제2동(1138055200)","30,523","12,386","          2.46","14,638","15,885","          0.92"
"서울특별시 은평구 구산동(1138056000)","33,589","12,551","          2.68","16,842","16,747","          1.01"
"서울특별시 은평구 대조동(1138057000)","32,944","15,743","          2.09","15,610","17,334","          0.90"
"서울특별시 은평구 응암제1동(1138058000)","26,130","11,227","          2.33","12,556","13,574","          0.93"
"서울특별시 은평구 응암제2동(1138059000)","21,515","8,507","          2.53","10,552","10,963","          0.96"
"서울특별시 은평구 응암제3동(1138060000)","26,321","12,362","          2.13","12,918","13,403","          0.96"
"서울특별시 은평구 역촌동(1138062500)","50,048","20,597","          2.43","24,014","26,034","          0.92"
"서울특별시 은평구 신사제1동(1138063100)","27,936","11,196","          2.50","13,619","14,317","          0.95"
"서울특별시 은평구 신사제2동(1138063200)","22,070","8,960","          2.46","11,072","10,998","          1.01"
"서울특별시 은평구 증산동(1138064000)","16,808","6,979","          2.41","8,328","8,480","          0.98"
"서울특별시 은평구 수색동(1138065000)","13,706","5,903","          2.32","6,929","6,777","          1.02"
"서울특별시 은평구 진관동(1138069000)","55,348","19,521","          2.84","26,396","28,952","          0.91"
"서울특별시 서대문구 (1141000000)","312,800","137,266","          2.28","151,144","161,656","          0.93"
"서울특별시 서대문구 천연동(1141052000)","19,144","8,331","          2.30","9,181","9,963","          0.92"
"서울특별시 서대문구 북아현동(1141055500)","17,316","7,493","          2.31","8,269","9,047","          0.91"
"서울특별시 서대문구 충현동(1141056500)","18,319","8,790","          2.08","8,962","9,357","          0.96"
"서울특별시 서대문구 신촌동(1141058500)","18,120","11,307","          1.60","8,361","9,759","          0.86"
"서울특별시 서대문구 연희동(1141061500)","37,832","18,503","          2.04","18,408","19,424","          0.95"
"서울특별시 서대문구 홍제제1동(1141062000)","24,110","9,885","          2.44","11,390","12,720","          0.90"
"서울특별시 서대문구 홍제제3동(1141064000)","17,024","7,241","          2.35","8,243","8,781","          0.94"
"서울특별시 서대문구 홍제제2동(1141065500)","14,893","5,849","          2.55","7,147","7,746","          0.92"
"서울특별시 서대문구 홍은제1동(1141066000)","23,008","9,425","          2.44","11,235","11,773","          0.95"
"서울특별시 서대문구 홍은제2동(1141068500)","29,492","12,550","          2.35","14,460","15,032","          0.96"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,807","6,030","          2.79","8,128","8,679","          0.94"
"서울특별시 서대문구 남가좌제2동(1141070000)","22,691","10,141","          2.24","10,996","11,695","          0.94"
"서울특별시 서대문구 북가좌제1동(1141071000)","19,627","7,047","          2.79","9,533","10,094","          0.94"
"서울특별시 서대문구 북가좌제2동(1141072000)","34,417","14,674","          2.35","16,831","17,586","          0.96"
"서울특별시 마포구 (1144000000)","374,915","169,408","          2.21","178,939","195,976","          0.91"
"서울특별시 마포구 아현동(1144055500)","25,044","10,178","          2.46","11,883","13,161","          0.90"
"서울특별시 마포구 공덕동(1144056500)","39,925","18,232","          2.19","19,069","20,856","          0.91"
"서울특별시 마포구 도화동(1144058500)","22,783","9,635","          2.36","10,893","11,890","          0.92"
"서울특별시 마포구 용강동(1144059000)","21,937","9,021","          2.43","10,502","11,435","          0.92"
"서울특별시 마포구 대흥동(1144060000)","12,019","7,168","          1.68","5,875","6,144","          0.96"
"서울특별시 마포구 염리동(1144061000)","10,510","5,051","          2.08","5,103","5,407","          0.94"
"서울특별시 마포구 신수동(1144063000)","21,399","9,179","          2.33","10,479","10,920","          0.96"
"서울특별시 마포구 서강동(1144065500)","25,400","11,599","          2.19","12,173","13,227","          0.92"
"서울특별시 마포구 서교동(1144066000)","25,067","14,014","          1.79","11,648","13,419","          0.87"
"서울특별시 마포구 합정동(1144068000)","19,502","9,563","          2.04","9,139","10,363","          0.88"
"서울특별시 마포구 망원제1동(1144069000)","21,415","10,245","          2.09","10,227","11,188","          0.91"
"서울특별시 마포구 망원제2동(1144070000)","19,792","8,205","          2.41","9,501","10,291","          0.92"
"서울특별시 마포구 연남동(1144071000)","16,742","8,739","          1.92","7,910","8,832","          0.90"
"서울특별시 마포구 성산제1동(1144072000)","20,205","9,257","          2.18","9,623","10,582","          0.91"
"서울특별시 마포구 성산제2동(1144073000)","40,359","17,048","          2.37","19,088","21,271","          0.90"
"서울특별시 마포구 상암동(1144074000)","32,816","12,274","          2.67","15,826","16,990","          0.93"
"서울특별시 양천구 (1147000000)","471,154","176,649","          2.67","232,518","238,636","          0.97"
"서울특별시 양천구 목1동(1147051000)","32,552","10,548","          3.09","15,651","16,901","          0.93"
"서울특별시 양천구 목2동(1147052000)","31,749","12,802","          2.48","15,528","16,221","          0.96"
"서울특별시 양천구 목3동(1147053000)","22,032","9,223","          2.39","10,689","11,343","          0.94"
"서울특별시 양천구 목4동(1147054000)","27,390","10,013","          2.74","13,565","13,825","          0.98"
"서울특별시 양천구 목5동(1147055000)","43,698","13,619","          3.21","21,662","22,036","          0.98"
"서울특별시 양천구 신월1동(1147056000)","22,591","10,192","          2.22","11,638","10,953","          1.06"
"서울특별시 양천구 신월2동(1147057000)","23,089","8,735","          2.64","11,392","11,697","          0.97"
"서울특별시 양천구 신월3동(1147058000)","17,414","8,254","          2.11","9,141","8,273","          1.10"
"서울특별시 양천구 신월4동(1147059000)","19,566","6,887","          2.84","9,647","9,919","          0.97"
"서울특별시 양천구 신월5동(1147060000)","15,916","6,379","          2.50","7,892","8,024","          0.98"
"서울특별시 양천구 신월6동(1147061000)","7,038","2,687","          2.62","3,541","3,497","          1.01"
"서울특별시 양천구 신월7동(1147061100)","23,002","9,396","          2.45","11,362","11,640","          0.98"
"서울특별시 양천구 신정1동(1147062000)","21,667","7,251","          2.99","10,609","11,058","          0.96"
"서울특별시 양천구 신정2동(1147063000)","21,132","7,238","          2.92","10,392","10,740","          0.97"
"서울특별시 양천구 신정3동(1147064000)","50,297","18,218","          2.76","24,764","25,533","          0.97"
"서울특별시 양천구 신정4동(1147065000)","35,731","15,775","          2.27","17,563","18,168","          0.97"
"서울특별시 양천구 신정6동(1147067000)","25,718","8,161","          3.15","12,573","13,145","          0.96"
"서울특별시 양천구 신정7동(1147068000)","30,572","11,271","          2.71","14,909","15,663","          0.95"
"서울특별시 강서구 (1150000000)","601,691","254,257","          2.37","292,989","308,702","          0.95"
"서울특별시 강서구 염창동(1150051000)","40,772","14,113","          2.89","20,064","20,708","          0.97"
"서울특별시 강서구 등촌제1동(1150052000)","23,288","11,502","          2.02","11,020","12,268","          0.90"
"서울특별시 강서구 등촌제2동(1150053000)","22,140","8,426","          2.63","11,019","11,121","          0.99"
"서울특별시 강서구 등촌제3동(1150053500)","34,029","14,704","          2.31","16,304","17,725","          0.92"
"서울특별시 강서구 화곡제1동(1150054000)","53,666","25,214","          2.13","26,470","27,196","          0.97"
"서울특별시 강서구 화곡제2동(1150055000)","20,101","8,263","          2.43","9,813","10,288","          0.95"
"서울특별시 강서구 화곡제3동(1150056000)","22,721","9,084","          2.50","10,976","11,745","          0.93"
"서울특별시 강서구 화곡제4동(1150057000)","22,772","9,854","          2.31","11,244","11,528","          0.98"
"서울특별시 강서구 화곡본동(1150059000)","36,191","15,872","          2.28","17,734","18,457","          0.96"
"서울특별시 강서구 화곡제6동(1150059100)","24,897","10,805","          2.30","12,305","12,592","          0.98"
"서울특별시 강서구 화곡제8동(1150059300)","26,613","11,418","          2.33","12,933","13,680","          0.95"
"서울특별시 강서구 가양제1동(1150060300)","32,305","17,055","          1.89","15,441","16,864","          0.92"
"서울특별시 강서구 가양제2동(1150060400)","16,154","8,064","          2.00","7,733","8,421","          0.92"
"서울특별시 강서구 가양제3동(1150060500)","16,659","7,717","          2.16","7,905","8,754","          0.90"
"서울특별시 강서구 발산제1동(1150061100)","39,220","13,436","          2.92","18,726","20,494","          0.91"
"서울특별시 강서구 우장산동(1150061500)","46,532","16,442","          2.83","22,363","24,169","          0.93"
"서울특별시 강서구 공항동(1150062000)","27,554","12,381","          2.23","13,907","13,647","          1.02"
"서울특별시 강서구 방화제1동(1150063000)","46,345","17,255","          2.69","22,686","23,659","          0.96"
"서울특별시 강서구 방화제2동(1150064000)","24,490","11,418","          2.14","12,140","12,350","          0.98"
"서울특별시 강서구 방화제3동(1150064100)","25,242","11,234","          2.25","12,206","13,036","          0.94"
"서울특별시 구로구 (1153000000)","410,742","171,570","          2.39","204,003","206,739","          0.99"
"서울특별시 구로구 신도림동(1153051000)","37,513","13,263","          2.83","18,386","19,127","          0.96"
"서울특별시 구로구 구로제1동(1153052000)","21,893","7,853","          2.79","10,799","11,094","          0.97"
