"행정구역","2016년12월_총인구수","2016년12월_세대수","2016년12월_세대당 인구","2016년12월_남자 인구수","2016년12월_여자 인구수","2016년12월_남여 비율"
"경기도 용인시 수지구 상현1동(4146557000)","47,359","16,120","          2.94","23,054","24,305","          0.95"
"경기도 용인시 수지구 상현2동(4146558000)","33,105","10,624","          3.12","16,082","17,023","          0.94"
"경기도 용인시 수지구 성복동(4146559000)","37,676","12,628","          2.98","18,100","19,576","          0.92"
"경기도 파주시 (4148000000)","430,781","175,089","          2.46","218,565","212,216","          1.03"
"경기도 파주시 문산읍(4148025000)","50,553","21,161","          2.39","25,742","24,811","          1.04"
"경기도 파주시 파주읍(4148025300)","13,548","7,067","          1.92","7,246","6,302","          1.15"
"경기도 파주시 법원읍(4148025600)","12,014","5,600","          2.15","6,287","5,727","          1.10"
"경기도 파주시 조리읍(4148026200)","31,341","12,466","          2.51","15,819","15,522","          1.02"
"경기도 파주시 월롱면(4148031000)","12,265","9,276","          1.32","7,462","4,803","          1.55"
"경기도 파주시 탄현면(4148032000)","13,953","6,835","          2.04","7,474","6,479","          1.15"
"경기도 파주시 광탄면(4148035000)","12,432","5,899","          2.11","6,675","5,757","          1.16"
"경기도 파주시 파평면(4148036000)","4,102","2,000","          2.05","2,105","1,997","          1.05"
"경기도 파주시 적성면(4148037000)","7,968","3,560","          2.24","4,162","3,806","          1.09"
"경기도 파주시 장단출장소(4148038700)","626","228","          2.75","313","313","          1.00"
"경기도 파주시 진동면(4148040000)","172","73","          2.36","91","81","          1.12"
"경기도 파주시 금촌1동(4148051000)","23,443","11,493","          2.04","12,257","11,186","          1.10"
"경기도 파주시 금촌2동(4148052000)","35,930","13,022","          2.76","17,709","18,221","          0.97"
"경기도 파주시 금촌3동(4148053000)","29,031","11,173","          2.60","14,854","14,177","          1.05"
"경기도 파주시 교하동(4148054000)","42,703","15,991","          2.67","21,591","21,112","          1.02"
"경기도 파주시 운정1동(4148055000)","44,510","15,557","          2.86","21,844","22,666","          0.96"
"경기도 파주시 운정2동(4148056000)","38,033","13,005","          2.92","18,544","19,489","          0.95"
"경기도 파주시 운정3동(4148057000)","58,157","20,683","          2.81","28,390","29,767","          0.95"
"경기도 이천시 (4150000000)","210,359","84,339","          2.49","107,044","103,315","          1.04"
"경기도 이천시 장호원읍(4150025000)","15,843","6,573","          2.41","7,999","7,844","          1.02"
"경기도 이천시 부발읍(4150025300)","38,052","14,268","          2.67","19,371","18,681","          1.04"
"경기도 이천시 신둔면(4150031000)","11,410","4,875","          2.34","5,997","5,413","          1.11"
"경기도 이천시 백사면(4150032000)","10,473","4,239","          2.47","5,361","5,112","          1.05"
"경기도 이천시 호법면(4150033000)","5,928","2,557","          2.32","3,081","2,847","          1.08"
"경기도 이천시 마장면(4150034000)","10,384","4,534","          2.29","5,579","4,805","          1.16"
"경기도 이천시 대월면(4150035000)","13,888","5,880","          2.36","6,879","7,009","          0.98"
"경기도 이천시 모가면(4150036000)","4,644","2,152","          2.16","2,463","2,181","          1.13"
"경기도 이천시 설성면(4150037000)","5,245","2,511","          2.09","2,719","2,526","          1.08"
"경기도 이천시 율면(4150038000)","2,932","1,487","          1.97","1,470","1,462","          1.01"
"경기도 이천시 창전동(4150051000)","18,790","8,329","          2.26","9,242","9,548","          0.97"
"경기도 이천시 증포동(4150051500)","47,649","15,536","          3.07","23,697","23,952","          0.99"
"경기도 이천시 중리동(4150052000)","14,546","6,798","          2.14","7,869","6,677","          1.18"
"경기도 이천시 관고동(4150053000)","10,575","4,600","          2.30","5,317","5,258","          1.01"
"경기도 안성시 (4155000000)","182,896","76,291","          2.40","93,389","89,507","          1.04"
"경기도 안성시 공도읍(4155025000)","56,884","21,461","          2.65","28,438","28,446","          1.00"
"경기도 안성시 보개면(4155031000)","6,001","2,689","          2.23","3,166","2,835","          1.12"
"경기도 안성시 금광면(4155032000)","8,406","3,550","          2.37","4,127","4,279","          0.96"
"경기도 안성시 서운면(4155033000)","3,848","1,778","          2.16","2,047","1,801","          1.14"
"경기도 안성시 미양면(4155034000)","6,936","3,007","          2.31","3,642","3,294","          1.11"
"경기도 안성시 대덕면(4155035000)","16,561","8,233","          2.01","9,185","7,376","          1.25"
"경기도 안성시 양성면(4155036000)","5,558","2,583","          2.15","2,878","2,680","          1.07"
"경기도 안성시 원곡면(4155038000)","5,098","2,351","          2.17","2,699","2,399","          1.13"
"경기도 안성시 일죽면(4155039000)","8,047","3,689","          2.18","4,139","3,908","          1.06"
"경기도 안성시 죽산면(4155040000)","7,372","3,594","          2.05","3,838","3,534","          1.09"
"경기도 안성시 삼죽면(4155041000)","3,659","1,764","          2.07","1,931","1,728","          1.12"
"경기도 안성시 고삼면(4155042000)","2,061","975","          2.11","1,078","983","          1.10"
"경기도 안성시 안성1동(4155051000)","12,395","5,220","          2.37","6,202","6,193","          1.00"
"경기도 안성시 안성2동(4155052000)","18,682","7,614","          2.45","9,345","9,337","          1.00"
"경기도 안성시 안성3동(4155053000)","21,388","7,783","          2.75","10,674","10,714","          1.00"
"경기도 김포시 (4157000000)","363,443","139,498","          2.61","182,597","180,846","          1.01"
"경기도 김포시 통진읍(4157025000)","27,611","12,639","          2.18","14,490","13,121","          1.10"
"경기도 김포시 고촌읍(4157025300)","26,193","9,818","          2.67","13,193","13,000","          1.01"
"경기도 김포시 양촌읍(4157025600)","26,489","12,420","          2.13","13,893","12,596","          1.10"
"경기도 김포시 대곶면(4157034000)","10,106","5,160","          1.96","5,784","4,322","          1.34"
"경기도 김포시 월곶면(4157035000)","5,710","2,998","          1.90","3,150","2,560","          1.23"
"경기도 김포시 하성면(4157036000)","8,764","3,984","          2.20","4,727","4,037","          1.17"
