"행정구역","2017년12월_전체세대","2017년12월_1인세대","2017년12월_2인세대","2017년12월_3인세대","2017년12월_4인세대","2017년12월_5인세대","2017년12월_6인세대","2017년12월_7인세대","2017년12월_8인세대","2017년12월_9인세대","2017년12월_10인세대"
"경기도 이천시 (4150000000)","87,116","30,726","18,575","15,433","15,800","4,902","1,179","350","91","34","26"
"경기도 안성시 (4155000000)","77,456","29,180","17,381","13,022","12,438","3,954","1,033","277","100","30","41"
"경기도 김포시 (4157000000)","152,052","45,112","32,204","30,974","32,853","8,378","1,840","496","129","32","34"
"경기도 화성시 (4159000000)","269,782","88,100","49,635","50,363","62,018","15,457","3,187","730","198","50","44"
"경기도 광주시 (4161000000)","140,112","45,804","31,200","27,707","25,896","7,333","1,636","372","114","25","25"
"경기도 양주시 (4163000000)","85,089","27,429","19,408","16,130","15,689","4,941","1,090","285","77","20","20"
"경기도 포천시 (4165000000)","68,779","28,680","15,726","10,825","9,291","3,087","856","219","70","9","16"
"경기도 여주시 (4167000000)","48,892","19,041","11,968","7,806","6,668","2,364","734","207","68","18","18"
"경기도 연천군 (4180000000)","21,585","9,886","5,150","2,894","2,285","999","267","70","23","6","5"
"경기도 가평군 (4182000000)","29,840","13,751","7,274","4,102","3,090","1,166","315","102","20","5","15"
"경기도 양평군 (4183000000)","53,186","22,754","13,555","7,472","6,120","2,324","683","200","40","19","19"
"강원도  (4200000000)","700,265","286,315","167,704","112,271","94,341","29,494","7,549","1,884","446","140","121"
"강원도 춘천시 (4211000000)","118,450","42,496","27,555","21,271","19,263","5,986","1,413","345","76","26","19"
"강원도 원주시 (4213000000)","145,521","53,674","32,815","25,970","24,341","6,734","1,513","357","67","22","28"
"강원도 강릉시 (4215000000)","95,963","37,673","23,776","16,211","13,144","3,869","978","227","61","17","7"
"강원도 동해시 (4217000000)","40,730","15,439","9,905","7,010","6,022","1,791","455","82","17","5","4"
"강원도 태백시 (4219000000)","21,889","9,682","5,480","3,188","2,474","728","251","64","16","4","2"
"강원도 속초시 (4221000000)","37,772","15,580","9,156","6,246","4,906","1,449","315","86","25","8","1"
"강원도 삼척시 (4223000000)","33,863","16,165","8,027","4,580","3,534","1,166","289","79","15","5","3"
"강원도 홍천군 (4272000000)","32,467","13,409","8,668","4,821","3,684","1,310","413","126","19","6","11"
"강원도 횡성군 (4273000000)","21,777","9,289","6,095","3,057","2,076","881","265","85","16","6","7"
"강원도 영월군 (4275000000)","20,715","10,276","5,316","2,555","1,697","631","175","42","12","5","6"
"강원도 평창군 (4276000000)","21,008","9,562","5,486","2,857","2,019","769","225","57","24","5","4"
"강원도 정선군 (4277000000)","19,554","9,683","4,882","2,472","1,660","589","203","50","10","3","2"
"강원도 철원군 (4278000000)","21,583","9,451","4,929","3,212","2,573","1,007","301","76","24","4","6"
"강원도 화천군 (4279000000)","13,065","6,842","2,593","1,571","1,366","488","140","51","7","2","5"
"강원도 양구군 (4280000000)","11,340","5,504","2,395","1,494","1,288","483","123","36","9","4","4"
"강원도 인제군 (4281000000)","15,523","7,257","3,449","2,068","1,851","656","182","41","14","3","2"
"강원도 고성군 (4282000000)","15,519","8,088","3,554","1,888","1,219","496","185","48","22","10","9"
"강원도 양양군 (4283000000)","13,526","6,245","3,623","1,800","1,224","461","123","32","12","5","1"
"충청북도  (4300000000)","692,140","266,072","161,381","114,637","106,685","32,929","7,797","1,881","459","154","145"
"충청북도 청주시 (4311000000)","346,000","124,003","72,212","62,495","64,011","18,279","3,833","857","205","61","44"
"충청북도 충주시 (4313000000)","90,246","33,364","22,585","15,305","13,402","4,153","1,069","262","60","24","22"
"충청북도 제천시 (4315000000)","61,949","24,765","16,017","9,719","8,082","2,566","599","145","32","10","14"
"충청북도 보은군 (4372000000)","16,501","7,141","4,948","2,099","1,379","623","213","65","20","8","5"
"충청북도 옥천군 (4373000000)","23,290","9,168","6,572","3,424","2,630","1,051","313","90","25","8","9"
"충청북도 영동군 (4374000000)","24,132","10,753","6,553","3,126","2,210","983","362","109","21","10","5"
"충청북도 증평군 (4374500000)","16,694","6,612","3,949","2,683","2,373","815","199","49","7","6","1"
"충청북도 진천군 (4375000000)","32,898","13,438","7,709","5,057","4,592","1,579","392","85","27","9","10"
"충청북도 괴산군 (4376000000)","20,577","10,119","5,886","2,386","1,333","581","189","55","17","4","7"
"충청북도 음성군 (4377000000)","45,069","20,051","10,853","6,396","5,355","1,772","470","109","33","9","21"
"충청북도 단양군 (4380000000)","14,784","6,658","4,097","1,947","1,318","527","158","55","12","5","7"
"충청남도  (4400000000)","923,499","360,418","215,040","149,198","140,006","44,061","10,732","2,874","741","216","213"
"충청남도 천안시 (4413000000)","263,434","99,311","50,189","46,427","50,401","13,410","2,757","689","169","45","36"
"충청남도 공주시 (4415000000)","49,393","20,552","12,620","7,534","5,605","2,118","703","173","51","13","24"
"충청남도 보령시 (4418000000)","47,407","19,376","12,689","7,125","5,480","1,969","540","156","45","15","12"
"충청남도 아산시 (4420000000)","129,188","47,597","26,172","22,332","24,029","7,042","1,509","358","98","26","25"
"충청남도 서산시 (4421000000)","72,469","25,723","17,548","12,557","11,830","3,646","850","236","56","12","11"
"충청남도 논산시 (4423000000)","56,679","23,934","14,899","8,297","6,207","2,426","643","192","44","16","21"
"충청남도 계룡시 (4425000000)","15,647","3,779","3,183","3,048","3,996","1,296","255","60","17","7","6"
"충청남도 당진시 (4427000000)","74,586","30,580","16,953","11,650","10,724","3,465","893","234","57","18","12"
"충청남도 금산군 (4471000000)","25,440","10,843","7,173","3,468","2,478","1,025","320","84","24","11","14"
"충청남도 부여군 (4476000000)","32,999","14,066","9,622","4,444","2,922","1,338","409","141","33","16","8"
"충청남도 서천군 (4477000000)","26,544","11,176","8,032","3,601","2,305","1,000","295","93","24","8","10"
"충청남도 청양군 (4479000000)","16,147","7,359","4,555","1,984","1,303","615","227","81","13","6","4"
"충청남도 홍성군 (4480000000)","44,833","16,916","11,888","7,165","5,999","2,127","522","162","37","8","9"
"충청남도 예산군 (4481000000)","37,489","15,374","10,718","5,414","3,798","1,498","496","132","39","8","12"
"충청남도 태안군 (4482500000)","31,244","13,832","8,799","4,152","2,929","1,086","313","83","34","7","9"
"전라북도  (4500000000)","797,916","302,551","191,464","129,785","116,438","42,558","10,664","2,950","859","311","336"
"전라북도 전주시 (4511000000)","260,683","86,529","56,601","48,485","48,178","16,272","3,512","787","208","66","45"
"전라북도 군산시 (4513000000)","115,657","41,505","27,162","20,241","18,611","6,080","1,474","416","88","34","46"
"전라북도 익산시 (4514000000)","126,333","46,403","29,393","21,365","19,765","6,960","1,722","472","131","60","62"
"전라북도 정읍시 (4518000000)","52,722","22,231","13,833","7,562","5,737","2,513","609","160","48","13","16"
"전라북도 남원시 (4519000000)","37,686","15,345","9,993","5,424","4,375","1,819","493","161","47","10","19"
"전라북도 김제시 (4521000000)","41,712","18,541","11,160","5,634","3,974","1,647","523","155","44","14","20"
"전라북도 완주군 (4571000000)","41,835","16,463","10,123","6,461","5,615","2,265","636","175","59","20","18"
"전라북도 진안군 (4572000000)","12,927","6,096","3,535","1,489","991","513","181","75","22","16","9"
"전라북도 무주군 (4573000000)","12,001","5,311","3,437","1,470","1,074","471","170","44","11","8","5"
"전라북도 장수군 (4574000000)","11,144","5,022","3,125","1,352","925","477","167","52","10","8","6"
"전라북도 임실군 (4575000000)","14,557","6,663","3,966","1,771","1,180","621","200","87","45","14","10"
"전라북도 순창군 (4577000000)","13,872","5,919","4,001","1,728","1,184","648","245","91","38","9","9"
"전라북도 고창군 (4579000000)","29,159","13,644","7,772","3,382","2,441","1,191","401","170","70","30","58"
"전라북도 부안군 (4580000000)","27,628","12,879","7,363","3,421","2,388","1,081","331","105","38","9","13"
"전라남도  (4600000000)","851,376","349,575","208,836","127,158","108,491","41,829","10,966","3,053","867","280","321"
"전라남도 목포시 (4611000000)","100,845","38,654","22,744","17,036","15,398","5,458","1,187","266","69","14","19"
"전라남도 여수시 (4613000000)","119,684","41,953","29,095","20,593","19,045","6,786","1,632","427","101","26","26"
"전라남도 순천시 (4615000000)","111,677","36,190","25,132","20,655","20,711","6,989","1,492","386","77","23","22"
"전라남도 나주시 (4617000000)","52,303","24,111","12,158","7,274","5,801","2,146","570","156","45","13","29"
"전라남도 광양시 (4623000000)","62,790","21,745","13,241","11,206","11,593","3,736","847","241","84","39","58"
"전라남도 담양군 (4671000000)","22,710","10,417","5,803","2,956","2,080","979","334","95","26","10","10"
"전라남도 곡성군 (4672000000)","15,090","7,348","3,941","1,714","1,218","575","202","57","20","11","4"
"전라남도 구례군 (4673000000)","13,106","5,868","3,589","1,637","1,100","579","212","68","27","13","13"
"전라남도 고흥군 (4677000000)","34,516","16,383","10,345","3,822","2,370","1,080","369","101","29","9","8"
"전라남도 보성군 (4678000000)","22,428","11,068","6,034","2,591","1,500","812","273","101","28","12","9"
"전라남도 화순군 (4679000000)","29,671","12,760","7,135","4,331","3,475","1,426","404","104","18","5","13"
"전라남도 장흥군 (4680000000)","20,232","9,813","5,389","2,277","1,617","770","245","75","28","11","7"
"전라남도 강진군 (4681000000)","18,358","8,686","4,970","2,184","1,463","742","211","66","18","9","9"
"전라남도 해남군 (4682000000)","35,071","15,763","9,437","4,454","3,111","1,560","500","161","54","11","20"
"전라남도 영암군 (4683000000)","26,885","12,625","6,522","3,428","2,676","1,191","311","86","29","8","9"
"전라남도 무안군 (4684000000)","36,235","14,525","8,658","5,504","4,917","1,961","481","125","39","13","12"
"전라남도 함평군 (4686000000)","17,790","9,124","4,621","1,907","1,145","632","236","79","28","8","10"
"전라남도 영광군 (4687000000)","26,244","11,812","6,948","3,426","2,468","1,090","335","105","34","7","19"
"전라남도 장성군 (4688000000)","21,885","9,842","5,623","2,833","2,163","950","309","117","28","12","8"
"전라남도 완도군 (4689000000)","25,750","11,801","7,287","3,062","2,088","1,063","321","91","27","7","3"
"전라남도 진도군 (4690000000)","16,060","7,768","4,296","1,872","1,250","582","213","48","23","5","3"
"전라남도 신안군 (4691000000)","22,046","11,319","5,868","2,396","1,302","722","282","98","35","14","10"
"경상북도  (4700000000)","1,193,261","464,248","292,583","197,453","172,473","50,051","12,155","3,005","793","238","262"
"경상북도 포항시 (4711000000)","214,012","70,938","51,898","41,454","37,669","9,462","1,963","465","112","24","27"
"경상북도 경주시 (4713000000)","114,942","45,307","27,753","19,041","16,504","4,743","1,189","299","67","17","22"
"경상북도 김천시 (4715000000)","63,360","25,157","15,334","10,153","8,861","2,838","740","184","49","18","26"
"경상북도 안동시 (4717000000)","73,816","28,865","18,952","11,832","9,547","3,350","909","238","73","19","31"
"경상북도 구미시 (4719000000)","171,387","60,171","31,922","32,715","36,035","8,553","1,542","304","102","31","12"
"경상북도 영주시 (4721000000)","48,845","18,982","13,236","7,580","6,182","2,128","559","127","35","8","8"
"경상북도 영천시 (4723000000)","48,564","21,494","12,833","7,042","4,954","1,601","467","117","33","12","11"
"경상북도 상주시 (4725000000)","47,048","19,318","13,294","6,805","4,941","1,850","586","185","38","17","14"
"경상북도 문경시 (4728000000)","34,555","14,584","9,515","4,948","3,590","1,375","372","122","30","9","10"
"경상북도 경산시 (4729000000)","109,849","39,448","25,346","20,174","18,240","5,119","1,172","242","72","18","18"
"경상북도 군위군 (4772000000)","12,670","5,985","3,861","1,533","829","316","104","30","4","2","6"
"경상북도 의성군 (4773000000)","27,574","12,646","8,709","3,272","1,809","769","266","69","20","8","6"
"경상북도 청송군 (4775000000)","13,562","6,373","4,130","1,614","959","331","111","33","5","4","2"
"경상북도 영양군 (4776000000)","8,827","4,016","2,719","1,000","683","281","96","17","8","2","5"
"경상북도 영덕군 (4777000000)","20,045","9,709","5,672","2,395","1,468","572","159","45","13","4","8"
"경상북도 청도군 (4782000000)","21,912","10,239","6,242","2,793","1,656","676","223","57","10","7","9"
"경상북도 고령군 (4783000000)","16,241","7,130","4,496","2,204","1,595","566","179","50","12","4","5"
"경상북도 성주군 (4784000000)","22,389","10,443","6,023","2,901","1,822","778","282","101","23","7","9"
"경상북도 칠곡군 (4785000000)","52,993","21,350","11,217","8,804","8,637","2,312","492","127","32","6","16"
"경상북도 예천군 (4790000000)","23,504","9,824","6,994","3,190","2,256","855","277","75","19","8","6"
"경상북도 봉화군 (4792000000)","16,583","7,472","4,910","2,105","1,264","550","201","47","20","9","5"
"경상북도 울진군 (4793000000)","25,148","11,720","6,383","3,326","2,568","855","211","63","14","3","5"
"경상북도 울릉군 (4794000000)","5,435","3,077","1,144","572","404","171","55","8","2","1","1"
"경상남도  (4800000000)","1,406,011","488,224","322,910","255,210","250,113","69,348","15,189","3,535","909","271","302"
"경상남도 창원시 (4812000000)","420,517","131,092","91,162","84,543","86,800","21,453","4,221","899","221","61","65"
"경상남도 진주시 (4817000000)","142,865","48,895","32,349","26,590","25,125","7,716","1,676","371","102","18","23"
"경상남도 통영시 (4822000000)","58,941","21,904","14,629","9,993","8,755","2,747","684","157","44","13","15"
"경상남도 사천시 (4824000000)","51,348","20,673","12,436","8,191","7,144","2,213","525","117","34","7","8"
"경상남도 김해시 (4825000000)","204,894","60,465","41,954","41,440","46,131","11,834","2,345","522","136","35","32"
"경상남도 밀양시 (4827000000)","50,597","21,481","13,486","7,288","5,642","1,954","540","138","36","13","19"
"경상남도 거제시 (4831000000)","101,279","33,851","20,106","18,949","21,126","5,734","1,143","266","68","18","18"
"경상남도 양산시 (4833000000)","135,821","42,365","30,840","27,293","26,881","6,721","1,323","285","68","22","23"
"경상남도 의령군 (4872000000)","14,436","7,186","3,963","1,636","982","473","130","42","13","5","6"
"경상남도 함안군 (4873000000)","31,076","12,871","7,652","4,640","4,095","1,387","318","76","23","6","8"
"경상남도 창녕군 (4874000000)","31,256","13,832","8,997","4,056","2,796","1,090","340","85","28","18","14"
"경상남도 고성군 (4882000000)","25,827","11,500","6,812","3,477","2,597","1,016","310","76","20","8","11"
"경상남도 남해군 (4884000000)","22,135","9,706","6,818","2,767","1,789","730","238","59","13","5","10"
"경상남도 하동군 (4885000000)","23,805","10,935","6,494","2,999","1,990","873","348","106","26","12","22"
"경상남도 산청군 (4886000000)","18,740","9,245","5,071","2,184","1,345","589","205","69","18","8","6"
"경상남도 함양군 (4887000000)","19,915","9,321","5,426","2,337","1,690","788","257","69","15","7","5"
"경상남도 거창군 (4888000000)","28,353","11,221","7,729","4,100","3,457","1,336","359","109","27","9","6"
"경상남도 합천군 (4889000000)","24,206","11,681","6,986","2,727","1,768","694","227","89","17","6","11"
"제주특별자치도  (5000000000)","278,203","109,264","57,914","45,354","41,795","17,579","4,553","1,243","316","112","73"
"제주특별자치도 제주시 (5011000000)","198,454","75,264","40,067","33,495","31,933","13,192","3,321","840","228","68","46"
"제주특별자치도 서귀포시 (5013000000)","79,749","34,000","17,847","11,859","9,862","4,387","1,232","403","88","44","27"
