"행정구역","2009년12월_전체세대","2009년12월_1인세대","2009년12월_2인세대","2009년12월_3인세대","2009년12월_4인세대","2009년12월_5인세대","2009년12월_6인세대","2009년12월_7인세대","2009년12월_8인세대","2009년12월_9인세대","2009년12월_10인세대"
"부산광역시 수영구 (2650000000)","66,948","18,224","14,426","14,452","14,510","4,076","959","226","47","17","11"
"부산광역시 사상구 (2653000000)","93,149","24,582","17,235","19,510","23,900","6,170","1,353","296","69","21","13"
"부산광역시 기장군 (2671000000)","35,334","11,493","7,462","6,638","6,890","2,158","510","130","37","8","8"
"대구광역시  (2700000000)","906,470","237,426","171,425","189,517","227,558","62,457","14,090","2,983","704","175","135"
"대구광역시 중구 (2711000000)","34,106","14,005","6,985","5,936","5,170","1,510","374","96","18","5","7"
"대구광역시 동구 (2714000000)","127,721","37,782","27,048","26,165","26,606","7,711","1,857","394","99","31","28"
"대구광역시 서구 (2717000000)","88,112","27,566","17,658","17,782","18,644","4,993","1,125","260","63","12","9"
"대구광역시 남구 (2720000000)","72,426","27,006","15,135","13,435","12,026","3,632","881","232","51","12","16"
"대구광역시 북구 (2723000000)","159,488","38,001","28,016","34,149","44,314","11,863","2,505","512","90","22","16"
"대구광역시 수성구 (2726000000)","155,905","33,016","28,306","33,752","44,277","12,851","2,887","598","151","37","30"
"대구광역시 달서구 (2729000000)","206,757","45,111","36,719","45,304","60,060","15,351","3,338","643","170","39","22"
"대구광역시 달성군 (2771000000)","61,955","14,939","11,558","12,994","16,461","4,546","1,123","248","62","17","7"
"인천광역시  (2800000000)","1,026,936","307,669","185,606","205,592","249,349","61,857","13,181","2,758","646","162","116"
"인천광역시 중구 (2811000000)","39,991","17,191","7,605","6,614","6,275","1,720","441","109","31","3","2"
"인천광역시 동구 (2814000000)","30,943","10,018","6,528","6,165","6,098","1,657","364","84","17","10","2"
"인천광역시 남구 (2817000000)","169,510","57,758","33,386","33,279","33,688","8,665","2,127","453","121","20","13"
"인천광역시 연수구 (2818500000)","96,504","25,628","14,716","19,406","28,148","6,885","1,365","266","51","26","13"
"인천광역시 남동구 (2820000000)","173,529","49,143","31,861","35,960","43,552","10,410","2,043","433","93","23","11"
"인천광역시 부평구 (2823700000)","210,135","59,787","37,877","43,106","52,846","12,972","2,822","528","150","21","26"
"인천광역시 계양구 (2824500000)","125,826","35,149","20,227","25,808","34,723","8,082","1,461","291","60","15","10"
"인천광역시 서구 (2826000000)","143,236","38,604","23,706","29,492","39,408","9,620","1,880","413","75","24","14"
"인천광역시 강화군 (2871000000)","28,506","10,186","7,692","4,672","3,696","1,488","564","143","34","12","19"
"인천광역시 옹진군 (2872000000)","8,756","4,205","2,008","1,090","915","358","114","38","14","8","6"
"광주광역시  (2900000000)","524,093","150,719","93,680","100,239","122,170","44,113","10,078","2,255","556","149","134"
"광주광역시 동구 (2911000000)","46,854","19,999","9,071","7,300","6,783","2,677","707","205","65","16","31"
"광주광역시 서구 (2914000000)","108,212","30,213","18,815","20,823","26,222","9,358","2,154","454","106","37","30"
"광주광역시 남구 (2915500000)","78,872","22,537","15,373","15,784","16,490","6,549","1,622","368","97","27","25"
"광주광역시 북구 (2917000000)","171,900","48,391","31,581","33,780","39,903","14,123","3,170","715","172","45","20"
"광주광역시 광산구 (2920000000)","118,255","29,579","18,840","22,552","32,772","11,406","2,425","513","116","24","28"
"대전광역시  (3000000000)","538,100","147,487","95,976","106,688","134,123","41,194","9,621","2,176","551","165","119"
"대전광역시 동구 (3011000000)","95,415","30,109","19,177","18,537","19,185","6,170","1,690","406","89","31","21"
"대전광역시 중구 (3014000000)","98,373","28,209","19,231","19,557","21,726","7,164","1,863","452","124","26","21"
"대전광역시 서구 (3017000000)","176,293","44,981","30,007","35,495","47,203","14,534","3,159","671","150","51","42"
"대전광역시 유성구 (3020000000)","93,906","24,995","14,328","18,212","26,832","7,489","1,567","340","91","37","15"
"대전광역시 대덕구 (3023000000)","74,113","19,193","13,233","14,887","19,177","5,837","1,342","307","97","20","20"
"울산광역시  (3100000000)","394,364","99,963","64,851","79,638","114,001","28,417","5,859","1,180","306","91","58"
"울산광역시 중구 (3111000000)","83,672","22,481","14,705","16,968","22,213","5,767","1,215","245","51","17","10"
"울산광역시 남구 (3114000000)","122,451","31,867","19,490","24,733","35,817","8,479","1,615","334","79","26","11"
"울산광역시 동구 (3117000000)","60,337","14,440","9,423","12,583","18,184","4,553","923","164","47","11","9"
"울산광역시 북구 (3120000000)","56,158","10,895","8,138","11,500","19,805","4,663","918","160","55","17","7"
"울산광역시 울주군 (3171000000)","71,746","20,280","13,095","13,854","17,982","4,955","1,188","277","74","20","21"
"경기도  (4100000000)","4,359,467","1,360,177","766,980","827,587","1,055,102","271,619","59,398","13,619","3,374","959","652"
"경기도 수원시 (4111000000)","406,565","129,947","64,946","75,097","104,244","25,703","5,177","1,065","260","83","43"
"경기도 성남시 (4113000000)","375,386","121,446","68,124","71,895","87,315","21,232","4,193","879","203","66","33"
"경기도 의정부시 (4115000000)","162,344","46,800","30,674","33,450","38,626","9,898","2,201","524","135","20","16"
"경기도 안양시 (4117000000)","226,022","62,564","38,268","45,536","62,184","14,131","2,602","539","136","34","28"
"경기도 부천시 (4119000000)","322,246","92,058","55,565","65,407","83,034","20,819","4,122","904","237","74","26"
"경기도 광명시 (4121000000)","116,989","32,419","21,961","24,028","29,542","7,177","1,432","313","79","24","14"
"경기도 평택시 (4122000000)","158,628","52,546","28,932","28,097","35,008","10,513","2,648","674","151","37","22"
"경기도 동두천시 (4125000000)","37,832","13,473","7,854","6,879","6,520","2,185","628","175","76","25","17"
"경기도 안산시 (4127000000)","273,075","92,670","42,297","49,783","67,965","16,545","3,034","574","135","43","29"
"경기도 고양시 (4128000000)","353,270","106,572","60,516","67,998","91,507","21,304","4,223","846","220","48","36"
"경기도 과천시 (4129000000)","26,203","7,344","4,274","4,983","7,454","1,722","337","66","14","6","3"
"경기도 구리시 (4131000000)","73,642","22,218","12,556","14,551","18,570","4,532","961","183","47","19","5"
"경기도 남양주시 (4136000000)","195,218","55,441","36,117","39,200","47,704","12,862","3,012","688","128","45","21"
"경기도 오산시 (4137000000)","62,410","21,247","10,461","11,430","14,540","3,705","786","183","41","12","5"
"경기도 시흥시 (4139000000)","154,703","54,243","23,309","26,948","38,152","9,569","1,960","370","101","33","18"
"경기도 군포시 (4141000000)","100,740","27,282","17,314","20,573","27,780","6,249","1,218","227","73","18","6"
"경기도 의왕시 (4143000000)","51,636","14,244","8,929","10,463","13,767","3,384","673","132","31","5","8"
"경기도 하남시 (4145000000)","58,078","18,910","10,678","11,299","12,832","3,366","773","176","31","11","2"
"경기도 용인시 (4146000000)","307,258","84,637","54,301","61,206","81,515","19,989","4,262","988","234","72","54"
"경기도 파주시 (4148000000)","130,118","46,943","24,098","22,828","26,012","7,588","2,004","476","106","38","25"
"경기도 이천시 (4150000000)","75,278","24,670","13,449","13,304","16,581","5,201","1,490","405","119","30","29"
"경기도 안성시 (4155000000)","68,097","24,018","13,401","11,634","13,070","4,239","1,238","345","95","24","33"
"경기도 김포시 (4157000000)","85,694","26,709","15,652","15,734","20,137","5,655","1,401","295","80","10","21"
"경기도 화성시 (4159000000)","184,790","56,687","32,371","34,723","45,079","12,071","2,829","731","194","57","48"
"경기도 광주시 (4161000000)","91,154","29,020","16,600","17,242","20,307","5,955","1,484","393","106","26","21"
"경기도 양주시 (4163000000)","69,725","22,013","13,189","13,167","15,103","4,681","1,130","332","73","15","22"
"경기도 포천시 (4165000000)","65,488","24,981","12,753","10,677","11,621","3,855","1,114","350","92","22","23"
"경기도 여주군 (4173000000)","43,054","15,131","9,113","7,123","7,446","2,842","989","306","67","19","18"
"경기도 연천군 (4180000000)","19,461","7,636","4,486","3,062","2,698","1,092","347","93","30","10","7"
"경기도 가평군 (4182000000)","24,401","10,048","5,390","3,556","3,399","1,349","454","154","31","13","7"
"경기도 양평군 (4183000000)","39,962","16,260","9,402","5,714","5,390","2,206","676","233","49","20","12"
"강원도  (4200000000)","617,693","219,172","132,336","107,550","108,105","36,565","10,360","2,658","639","177","131"
"강원도 춘천시 (4211000000)","104,022","34,033","21,106","19,337","20,532","6,797","1,665","417","88","27","20"
"강원도 원주시 (4213000000)","119,306","38,021","23,334","22,565","25,365","7,536","1,888","446","104","29","18"
"강원도 강릉시 (4215000000)","87,636","29,215","19,103","16,445","16,061","5,101","1,329","293","63","16","10"
"강원도 동해시 (4217000000)","38,053","12,648","8,107","6,958","7,225","2,348","569","149","35","7","7"
"강원도 태백시 (4219000000)","21,182","7,730","4,853","3,665","3,330","1,128","346","99","22","6","3"
"강원도 속초시 (4221000000)","35,787","13,638","7,525","6,315","6,048","1,724","419","91","20","4","3"
"강원도 삼척시 (4223000000)","31,233","12,389","7,054","4,969","4,485","1,692","481","116","27","13","7"
"강원도 홍천군 (4272000000)","28,707","10,401","6,725","4,542","4,344","1,806","657","179","35","8","10"
"강원도 횡성군 (4273000000)","18,491","6,965","4,504","2,816","2,538","1,093","380","137","39","7","12"
"강원도 영월군 (4275000000)","17,945","7,391","4,382","2,634","2,170","893","329","104","28","8","6"
"강원도 평창군 (4276000000)","19,027","7,751","4,377","2,820","2,525","1,034","369","103","25","13","10"
"강원도 정선군 (4277000000)","18,417","7,978","4,197","2,687","2,156","948","317","101","25","5","3"
"강원도 철원군 (4278000000)","18,889","6,454","4,362","3,052","3,095","1,297","440","136","39","8","6"
"강원도 화천군 (4279000000)","11,038","5,178","2,180","1,438","1,396","539","219","56","20","3","9"
"강원도 양구군 (4280000000)","8,989","3,591","1,892","1,302","1,368","546","216","53","16","5","0"
"강원도 인제군 (4281000000)","13,015","4,974","2,695","2,007","2,151","813","267","79","21","6","2"
"강원도 고성군 (4282000000)","13,562","5,784","3,052","2,002","1,702","680","263","54","18","5","2"
"강원도 양양군 (4283000000)","12,394","5,031","2,888","1,996","1,614","590","206","45","14","7","3"
"충청북도  (4300000000)","599,204","198,849","122,552","105,682","118,085","39,855","10,575","2,650","637","183","136"
"충청북도 청주시 (4311000000)","240,704","73,673","41,061","45,430","58,243","17,547","3,712","803","176","42","17"
"충청북도 충주시 (4313000000)","80,251","25,350","17,346","14,302","15,675","5,517","1,545","382","89","29","16"
"충청북도 제천시 (4315000000)","54,485","18,053","12,382","9,709","9,917","3,242","893","226","49","6","8"
"충청북도 청원군 (4371000000)","59,873","20,538","12,734","10,569","10,740","3,739","1,117","301","82","25","28"
"충청북도 보은군 (4372000000)","15,158","5,800","4,144","2,233","1,653","855","328","104","26","10","5"
"충청북도 옥천군 (4373000000)","21,826","7,436","5,487","3,556","3,247","1,450","458","139","29","9","15"
"충청북도 영동군 (4374000000)","21,271","7,980","5,307","3,193","2,772","1,309","488","158","39","16","9"
"충청북도 증평군 (4374500000)","13,326","4,753","2,698","2,227","2,370","924","270","66","13","4","1"
"충청북도 진천군 (4375000000)","25,280","9,285","5,308","4,299","4,210","1,523","472","131","36","9","7"
"충청북도 괴산군 (4376000000)","16,908","7,010","4,656","2,373","1,677","776","289","92","24","5","6"
"충청북도 음성군 (4377000000)","36,457","13,867","7,883","5,692","5,815","2,194","733","179","53","21","20"
"충청북도 단양군 (4380000000)","13,665","5,104","3,546","2,099","1,766","779","270","69","21","7","4"
"충청남도  (4400000000)","827,846","297,070","174,916","136,902","147,349","51,345","14,605","4,130","1,016","272","241"
"충청남도 천안시 (4413000000)","212,488","75,335","34,502","36,989","48,370","13,463","2,905","679","170","47","28"
"충청남도 공주시 (4415000000)","49,743","17,503","11,138","8,076","8,024","3,378","1,157","329","89","18","31"
"충청남도 보령시 (4418000000)","44,231","15,593","10,772","7,453","6,724","2,596","804","219","42","14","14"
"충청남도 아산시 (4420000000)","105,958","41,103","19,004","17,837","19,677","6,172","1,548","431","120","37","29"
"충청남도 서산시 (4421000000)","62,603","20,183","13,888","10,914","12,164","3,933","1,125","314","58","12","12"
"충청남도 논산시 (4423000000)","52,444","19,100","12,437","8,400","7,702","3,366","1,012","310","74","14","29"
"충청남도 계룡시 (4425000000)","14,216","3,160","2,158","2,693","4,364","1,432","316","62","23","6","2"
"충청남도 금산군 (4471000000)","24,012","9,077","6,097","3,684","3,100","1,373","468","153","39","10","11"
"충청남도 연기군 (4473000000)","32,564","11,960","6,973","5,252","5,370","2,129","630","176","53","14","7"
"충청남도 부여군 (4476000000)","31,590","11,172","8,673","4,734","3,965","2,012","697","248","57","18","14"
"충청남도 서천군 (4477000000)","26,149","9,824","7,278","3,801","3,108","1,413","525","140","40","5","15"
"충청남도 청양군 (4479000000)","13,981","5,148","3,890","2,046","1,637","798","294","126","30","5","7"
"충청남도 홍성군 (4480000000)","35,634","12,048","8,969","5,790","5,419","2,362","740","231","51","16","8"
"충청남도 예산군 (4481000000)","35,864","12,392","9,169","5,818","5,210","2,161","778","243","58","23","12"
"충청남도 태안군 (4482500000)","27,462","10,347","7,253","4,247","3,515","1,417","496","138","36","8","5"
"충청남도 당진군 (4483000000)","58,907","23,125","12,715","9,168","9,000","3,340","1,110","331","76","25","17"
"전라북도  (4500000000)","720,993","235,190","154,388","124,787","131,925","53,579","15,107","4,240","1,143","331","303"
"전라북도 전주시 (4511000000)","227,704","61,898","41,710","43,727","53,279","20,383","5,041","1,220","297","96","53"
"전라북도 군산시 (4513000000)","101,757","31,039","21,128","19,271","20,263","7,281","1,992","550","142","48","43"
"전라북도 익산시 (4514000000)","114,994","34,935","23,055","21,024","23,598","9,022","2,405","688","163","52","52"
"전라북도 정읍시 (4518000000)","50,664","18,753","12,033","7,822","7,364","3,310","973","300","72","15","22"
"전라북도 남원시 (4519000000)","35,698","12,740","8,539","5,550","5,239","2,461","814","253","73","14","15"
"전라북도 김제시 (4521000000)","40,595","15,639","10,068","6,227","5,072","2,403","815","257","73","14","27"
"전라북도 완주군 (4571000000)","34,510","12,783","7,777","5,579","4,973","2,341","728","211","78","23","17"
"전라북도 진안군 (4572000000)","12,358","5,232","3,164","1,623","1,242","656","296","97","31","9","8"
"전라북도 무주군 (4573000000)","11,262","4,476","3,027","1,500","1,226","637","246","96","23","13","18"
"전라북도 장수군 (4574000000)","10,282","4,135","2,737","1,337","1,085","641","231","73","31","5","7"
"전라북도 임실군 (4575000000)","13,721","5,708","3,577","1,851","1,421","719","284","101","39","10","11"
"전라북도 순창군 (4577000000)","13,103","5,188","3,526","1,758","1,319","815","309","124","44","11","9"
"전라북도 고창군 (4579000000)","27,144","11,375","7,140","3,582","2,865","1,459","503","152","41","11","16"
"전라북도 부안군 (4580000000)","27,201","11,289","6,907","3,936","2,979","1,451","470","118","36","10","5"
"전라남도  (4600000000)","783,156","283,774","178,253","122,204","124,273","52,900","15,495","4,450","1,176","356","275"
"전라남도 목포시 (4611000000)","96,223","32,643","18,794","17,378","18,346","6,959","1,622","352","87","25","17"
"전라남도 여수시 (4613000000)","107,985","30,534","22,317","19,726","22,942","9,014","2,465","728","173","52","34"
"전라남도 순천시 (4615000000)","97,100","27,022","18,317","17,438","22,698","8,767","2,124","534","131","39","30"
"전라남도 나주시 (4617000000)","40,733","17,313","9,693","5,827","4,708","2,243","690","180","47","16","16"
"전라남도 광양시 (4623000000)","51,840","14,952","8,948","9,052","13,055","4,391","1,048","276","70","28","20"
"전라남도 담양군 (4671000000)","20,431","8,208","4,896","3,082","2,344","1,205","469","150","49","15","13"
"전라남도 곡성군 (4672000000)","14,241","5,959","3,656","1,852","1,498","813","307","104","34","10","8"
"전라남도 구례군 (4673000000)","11,851","4,582","3,169","1,652","1,304","705","293","106","23","10","7"
"전라남도 고흥군 (4677000000)","35,162","14,778","10,158","4,524","3,235","1,663","556","193","39","9","7"
"전라남도 보성군 (4678000000)","22,611","9,801","5,958","2,894","2,111","1,192","439","152","44","12","8"
"전라남도 화순군 (4679000000)","29,147","11,134","6,496","4,551","4,247","1,877","590","175","57","13","7"
"전라남도 장흥군 (4680000000)","19,431","8,368","5,202","2,424","1,840","1,095","364","100","22","10","6"
"전라남도 강진군 (4681000000)","18,491","7,801","4,715","2,483","1,917","1,044","336","135","38","11","11"
"전라남도 해남군 (4682000000)","35,400","14,231","9,213","4,873","3,933","2,026","750","234","81","27","32"
"전라남도 영암군 (4683000000)","26,642","11,332","6,260","3,533","3,315","1,563","458","124","39","10","8"
"전라남도 무안군 (4684000000)","30,383","11,615","7,319","4,558","4,046","1,925","681","166","42","18","13"
"전라남도 함평군 (4686000000)","17,575","8,019","4,632","2,040","1,550","858","325","108","27","6","10"
"전라남도 영광군 (4687000000)","24,983","9,916","6,405","3,576","2,989","1,397","494","143","46","9","8"
"전라남도 장성군 (4688000000)","20,491","8,482","4,991","2,922","2,405","1,112","401","119","43","9","7"
"전라남도 완도군 (4689000000)","24,977","10,376","6,955","3,214","2,589","1,277","388","145","26","5","2"
"전라남도 진도군 (4690000000)","15,580","6,587","4,267","1,971","1,491","818","322","89","28","6","1"
"전라남도 신안군 (4691000000)","21,879","10,121","5,892","2,634","1,710","956","373","137","30","16","10"
"경상북도  (4700000000)","1,073,367","366,567","231,557","186,388","201,314","64,045","17,450","4,332","1,140","298","276"
"경상북도 포항시 (4711000000)","190,790","53,250","37,546","39,003","45,650","12,012","2,552","573","144","36","24"
"경상북도 경주시 (4713000000)","106,571","36,311","21,947","18,545","20,727","6,551","1,865","439","125","37","24"
"경상북도 김천시 (4715000000)","53,122","17,136","11,973","9,258","9,507","3,677","1,162","290","84","13","22"
"경상북도 안동시 (4717000000)","66,870","22,119","15,699","11,640","11,494","4,297","1,184","317","72","19","29"
"경상북도 구미시 (4719000000)","151,440","51,836","21,733","26,687","38,630","9,875","2,058","426","140","31","24"
"경상북도 영주시 (4721000000)","45,397","14,865","10,875","7,840","7,649","2,989","881","216","53","19","10"
"경상북도 영천시 (4723000000)","43,964","16,522","10,658","7,152","6,383","2,297","700","165","54","10","23"
"경상북도 상주시 (4725000000)","44,549","16,070","11,590","6,832","6,013","2,692","969","270","71","26","16"
"경상북도 문경시 (4728000000)","32,082","11,516","8,163","5,012","4,519","1,998","632","175","43","10","14"
"경상북도 경산시 (4729000000)","91,529","28,729","18,188","17,798","19,354","5,535","1,463","352","75","19","16"
"경상북도 군위군 (4772000000)","11,673","4,896","3,300","1,622","1,115","485","179","54","14","4","4"
"경상북도 의성군 (4773000000)","26,941","10,459","8,129","3,748","2,791","1,222","421","136","22","7","6"
"경상북도 청송군 (4775000000)","12,595","5,142","3,702","1,747","1,229","529","176","52","15","2","1"
"경상북도 영양군 (4776000000)","8,495","3,369","2,517","1,150","891","379","140","39","6","2","2"
"경상북도 영덕군 (4777000000)","19,790","8,520","5,414","2,723","1,986","800","258","73","9","4","3"
"경상북도 청도군 (4782000000)","19,682","7,938","5,186","2,811","2,163","1,069","361","108","32","4","10"
"경상북도 고령군 (4783000000)","15,049","5,880","3,696","2,431","1,933","754","268","65","13","4","5"
"경상북도 성주군 (4784000000)","19,839","7,779","5,091","2,931","2,346","1,083","417","126","42","13","11"
"경상북도 칠곡군 (4785000000)","48,219","18,663","8,473","8,182","9,192","2,721","730","171","55","13","19"
"경상북도 예천군 (4790000000)","21,200","8,092","6,341","2,964","2,259","1,008","390","107","23","10","6"
"경상북도 봉화군 (4792000000)","15,413","6,000","4,472","2,132","1,657","774","259","84","25","9","1"
"경상북도 울진군 (4793000000)","23,309","9,210","5,842","3,512","3,242","1,087","308","80","19","5","4"
"경상북도 울릉군 (4794000000)","4,848","2,265","1,022","668","584","211","77","14","4","1","2"
"경상남도  (4800000000)","1,231,461","373,656","240,954","228,763","276,336","84,011","20,448","5,122","1,385","415","371"
"경상남도 창원시 (4811000000)","176,102","45,550","26,057","34,187","53,651","13,450","2,511","479","150","35","32"
"경상남도 마산시 (4816000000)","150,964","42,215","29,170","30,710","35,434","10,307","2,358","557","139","42","32"
"경상남도 진주시 (4817000000)","124,102","36,619","24,095","23,647","27,263","9,443","2,268","577","122","47","21"
"경상남도 진해시 (4819000000)","62,934","17,039","12,030","12,869","15,206","4,511","971","220","59","18","11"
"경상남도 통영시 (4822000000)","54,917","18,218","11,792","10,348","10,006","3,370","891","198","56","20","18"
"경상남도 사천시 (4824000000)","45,849","15,894","10,137","8,166","7,961","2,649","798","176","47","10","11"
"경상남도 김해시 (4825000000)","171,380","41,129","28,900","35,173","48,729","13,553","2,891","706","189","72","38"
"경상남도 밀양시 (4827000000)","45,673","16,427","10,881","7,369","7,177","2,714","834","189","52","12","18"
"경상남도 거제시 (4831000000)","84,371","26,187","14,283","15,576","20,663","5,807","1,353","351","103","27","21"
"경상남도 양산시 (4833000000)","91,153","24,492","16,773","18,526","23,193","6,240","1,408","371","92","23","35"
"경상남도 의령군 (4872000000)","14,160","6,263","3,741","1,802","1,313","656","252","90","26","7","10"
"경상남도 함안군 (4873000000)","27,596","10,111","6,186","4,422","4,554","1,672","462","127","36","14","12"
"경상남도 창녕군 (4874000000)","27,441","11,081","7,002","4,104","3,279","1,354","455","127","24","7","8"
"경상남도 고성군 (4882000000)","25,198","10,377","6,046","3,675","3,132","1,316","465","133","34","9","11"
"경상남도 남해군 (4884000000)","22,223","8,625","6,275","3,158","2,397","1,148","425","134","40","7","14"
"경상남도 하동군 (4885000000)","22,418","8,857","5,661","3,258","2,557","1,307","503","177","51","21","26"
"경상남도 산청군 (4886000000)","16,508","7,330","4,358","2,127","1,558","735","281","80","25","8","6"
"경상남도 함양군 (4887000000)","18,298","7,736","4,656","2,393","2,005","995","351","103","39","12","8"
"경상남도 거창군 (4888000000)","26,362","9,542","6,485","4,098","3,865","1,648","526","147","35","9","7"
"경상남도 합천군 (4889000000)","23,812","9,964","6,426","3,155","2,393","1,136","445","180","66","15","32"
"제주특별자치도  (5000000000)","217,711","76,706","38,825","36,533","40,474","18,023","5,052","1,476","411","121","90"
"제주특별자치도 제주시 (5011000000)","157,704","54,936","27,088","26,915","30,683","13,231","3,502","950","253","82","64"
"제주특별자치도 서귀포시 (5013000000)","60,007","21,770","11,737","9,618","9,791","4,792","1,550","526","158","39","26"
