"행정구역","2021년12월_전체세대","2021년12월_1인세대","2021년12월_2인세대","2021년12월_3인세대","2021년12월_4인세대","2021년12월_5인세대","2021년12월_6인세대","2021년12월_7인세대","2021년12월_8인세대","2021년12월_9인세대","2021년12월_10인세대"
"부산광역시 금정구 (2641000000)","108,070","45,670","27,380","18,080","13,036","3,040","655","142","34","13","20"
"부산광역시 강서구 (2644000000)","61,502","22,827","13,471","11,486","10,712","2,456","430","94","16","5","5"
"부산광역시 연제구 (2647000000)","93,606","35,220","24,424","17,302","13,077","2,876","554","102","33","14","4"
"부산광역시 수영구 (2650000000)","85,896","38,195","22,038","13,858","9,002","2,195","453","111","27","11","6"
"부산광역시 사상구 (2653000000)","98,621","40,997","25,313","16,894","11,998","2,743","526","114","21","8","7"
"부산광역시 기장군 (2671000000)","76,853","27,866","18,723","14,100","12,430","3,017","528","138","29","8","14"
"대구광역시  (2700000000)","1,063,893","402,159","262,917","194,256","161,374","35,298","6,206","1,243","289","62","89"
"대구광역시 중구 (2711000000)","38,370","19,506","8,286","5,399","4,018","895","214","37","11","0","4"
"대구광역시 동구 (2714000000)","158,423","63,294","41,415","27,393","20,521","4,674","861","189","47","10","19"
"대구광역시 서구 (2717000000)","82,301","37,337","21,521","12,810","8,162","2,015","362","77","11","4","2"
"대구광역시 남구 (2720000000)","76,256","39,266","18,448","10,143","6,381","1,574","335","76","17","6","10"
"대구광역시 북구 (2723000000)","190,956","69,607","46,238","35,788","31,278","6,666","1,104","201","53","9","12"
"대구광역시 수성구 (2726000000)","171,239","53,738","41,567","34,763","32,290","7,236","1,305","251","56","11","22"
"대구광역시 달서구 (2729000000)","234,950","81,863","57,934","45,586","39,774","8,086","1,347","276","61","16","7"
"대구광역시 달성군 (2771000000)","111,398","37,548","27,508","22,374","18,950","4,152","678","136","33","6","13"
"인천광역시  (2800000000)","1,298,647","487,849","308,673","240,886","202,618","46,995","8,888","1,969","479","151","139"
"인천광역시 중구 (2811000000)","71,061","34,830","14,814","10,157","8,477","2,190","438","99","36","11","9"
"인천광역시 동구 (2814000000)","28,681","11,590","7,479","4,933","3,580","866","185","40","5","2","1"
"인천광역시 미추홀구 (2817700000)","193,561","83,179","47,364","32,101","23,593","5,783","1,233","228","44","14","22"
"인천광역시 연수구 (2818500000)","155,984","48,414","32,933","33,909","32,274","6,871","1,172","283","80","25","23"
"인천광역시 남동구 (2820000000)","228,442","85,587","55,037","41,751","35,670","8,370","1,556","361","70","26","14"
"인천광역시 부평구 (2823700000)","213,372","77,337","52,952","40,845","33,015","7,379","1,410","312","78","20","24"
"인천광역시 계양구 (2824500000)","127,984","44,994","31,715","25,100","20,573","4,553","810","178","40","13","8"
"인천광역시 서구 (2826000000)","232,834","79,560","52,795","46,525","42,041","9,728","1,692","357","89","30","17"
"인천광역시 강화군 (2871000000)","34,667","15,081","10,830","4,488","2,744","1,046","335","87","30","9","17"
"인천광역시 옹진군 (2872000000)","12,061","7,277","2,754","1,077","651","209","57","24","7","1","4"
"광주광역시  (2900000000)","645,712","256,675","150,484","110,029","96,982","26,040","4,362","815","206","51","68"
"광주광역시 동구 (2911000000)","52,362","25,455","12,430","7,452","5,164","1,449","317","59","22","2","12"
"광주광역시 서구 (2914000000)","132,808","54,617","30,658","22,231","19,287","4,981","817","162","38","5","12"
"광주광역시 남구 (2915500000)","95,722","36,091","24,309","16,713","13,940","3,780","686","141","36","13","13"
"광주광역시 북구 (2917000000)","195,695","80,063","46,828","32,887","27,071","7,262","1,254","239","65","13","13"
"광주광역시 광산구 (2920000000)","169,125","60,449","36,259","30,746","31,520","8,568","1,288","214","45","18","18"
"대전광역시  (3000000000)","664,417","273,933","155,302","110,887","95,231","23,402","4,366","935","232","57","72"
"대전광역시 동구 (3011000000)","107,832","48,519","26,429","16,203","12,442","3,401","652","142","27","10","7"
"대전광역시 중구 (3014000000)","107,609","45,057","27,107","17,084","13,610","3,681","817","183","44","13","13"
"대전광역시 서구 (3017000000)","213,592","86,075","49,062","36,684","32,437","7,550","1,375","289","77","20","23"
"대전광역시 유성구 (3020000000)","155,450","62,630","32,253","27,287","25,999","5,994","988","217","60","11","11"
"대전광역시 대덕구 (3023000000)","79,934","31,652","20,451","13,629","10,743","2,776","534","104","24","3","18"
"울산광역시  (3100000000)","482,650","169,031","117,125","93,446","82,512","16,976","2,805","545","145","24","41"
"울산광역시 중구 (3111000000)","93,633","33,691","23,556","18,076","14,556","3,103","514","104","24","2","7"
"울산광역시 남구 (3114000000)","138,512","51,495","32,718","26,512","22,733","4,160","708","137","35","9","5"
"울산광역시 동구 (3117000000)","66,201","23,107","16,463","12,332","11,253","2,470","463","78","26","4","5"
"울산광역시 북구 (3120000000)","85,815","23,513","20,072","19,255","18,578","3,763","501","90","33","6","4"
"울산광역시 울주군 (3171000000)","98,489","37,225","24,316","17,271","15,392","3,480","619","136","27","3","20"
"세종특별자치시  (3600000000)","153,649","53,562","32,324","28,611","30,051","7,498","1,261","257","52","21","12"
"세종특별자치시  (3611000000)","153,649","53,562","32,324","28,611","30,051","7,498","1,261","257","52","21","12"
"경기도  (4100000000)","5,841,995","2,146,747","1,330,604","1,080,963","991,399","232,452","45,198","10,447","2,759","826","600"
"경기도 수원시 (4111000000)","517,822","203,352","107,466","92,698","90,593","19,329","3,364","750","161","65","44"
"경기도 성남시 (4113000000)","409,320","157,586","90,760","75,765","66,945","14,309","2,920","748","182","73","32"
"경기도 의정부시 (4115000000)","205,792","77,805","49,775","37,879","31,350","7,276","1,345","253","74","24","11"
"경기도 안양시 (4117000000)","224,620","71,000","52,986","46,639","42,844","8,972","1,635","380","117","28","19"
"경기도 부천시 (4119000000)","347,024","122,102","84,085","67,949","56,991","12,712","2,446","532","147","39","21"
"경기도 광명시 (4121000000)","119,817","37,730","28,440","24,212","23,153","5,048","968","169","74","18","5"
"경기도 평택시 (4122000000)","262,097","113,932","57,703","41,876","36,887","9,310","1,862","387","95","23","22"
"경기도 동두천시 (4125000000)","44,369","19,015","11,407","6,912","5,056","1,500","365","88","11","5","10"
"경기도 안산시 (4127000000)","292,113","117,164","64,869","51,420","45,274","10,772","1,988","464","116","27","19"
"경기도 고양시 (4128000000)","456,852","158,862","104,962","90,559","80,174","17,621","3,510","825","228","61","50"
"경기도 과천시 (4129000000)","27,262","6,635","6,050","6,250","6,410","1,519","295","70","20","8","5"
"경기도 구리시 (4131000000)","80,616","27,542","18,431","16,076","14,583","3,207","599","123","28","18","9"
"경기도 남양주시 (4136000000)","299,156","93,971","72,162","59,330","55,961","14,007","2,839","656","157","49","24"
"경기도 오산시 (4137000000)","102,161","42,058","21,020","16,866","17,061","4,230","697","163","52","9","5"
"경기도 시흥시 (4139000000)","220,421","82,790","47,145","40,753","38,710","9,033","1,511","344","94","25","16"
"경기도 군포시 (4141000000)","113,205","38,424","26,974","22,103","20,163","4,430","855","183","48","16","9"
"경기도 의왕시 (4143000000)","65,734","19,285","16,289","13,832","12,702","2,870","563","136","42","10","5"
"경기도 하남시 (4145000000)","138,764","52,368","30,809","25,104","23,388","5,785","1,014","205","53","26","12"
"경기도 용인시 (4146000000)","429,492","131,198","96,598","88,135","87,987","19,936","4,180","1,019","291","81","67"
"경기도 파주시 (4148000000)","211,916","81,531","48,496","36,926","33,978","8,724","1,720","401","92","28","20"
"경기도 이천시 (4150000000)","101,417","42,590","22,790","16,208","14,574","4,024","912","214","67","22","16"
"경기도 안성시 (4155000000)","89,118","38,680","21,764","13,442","11,015","3,205","733","187","50","12","30"
"경기도 김포시 (4157000000)","200,846","66,678","45,612","39,875","37,577","8,812","1,721","403","121","30","17"
"경기도 화성시 (4159000000)","372,888","138,075","74,209","67,588","72,812","16,524","2,797","640","156","45","42"
"경기도 광주시 (4161000000)","167,673","59,969","41,587","31,753","25,629","6,865","1,402","335","95","23","15"
"경기도 양주시 (4163000000)","102,314","37,208","25,310","18,150","15,942","4,541","863","218","48","20","14"
"경기도 포천시 (4165000000)","73,584","34,095","18,464","10,459","7,478","2,335","556","143","32","13","9"
"경기도 여주시 (4167000000)","52,731","22,242","14,112","7,811","5,857","1,945","555","156","32","8","13"
"경기도 연천군 (4180000000)","22,002","10,936","5,608","2,619","1,890","695","185","44","17","2","6"
"경기도 가평군 (4182000000)","31,775","15,704","8,254","3,881","2,685","904","248","70","12","6","11"
"경기도 양평군 (4183000000)","59,094","26,220","16,467","7,893","5,730","2,012","550","141","47","12","22"
"강원도  (4200000000)","746,220","327,770","195,615","111,243","82,401","22,792","4,835","1,118","289","75","82"
"강원도 춘천시 (4211000000)","130,277","52,489","32,587","21,627","17,631","4,662","984","216","54","17","10"
"강원도 원주시 (4213000000)","164,895","66,957","41,028","27,932","22,122","5,517","1,032","220","49","14","24"
"강원도 강릉시 (4215000000)","102,879","44,073","27,814","15,667","11,495","2,984","645","140","46","8","7"
"강원도 동해시 (4217000000)","42,916","17,829","11,746","6,703","4,945","1,376","246","57","11","2","1"
"강원도 태백시 (4219000000)","20,731","9,650","5,654","2,767","1,929","562","135","26","6","1","1"
"강원도 속초시 (4221000000)","40,706","18,094","10,622","6,295","4,276","1,145","206","45","19","4","0"
"강원도 삼척시 (4223000000)","33,184","16,413","8,574","4,287","2,854","824","173","46","9","2","2"
"강원도 홍천군 (4272000000)","34,237","15,484","9,860","4,478","2,996","1,035","274","81","12","6","11"
"강원도 횡성군 (4273000000)","23,593","10,740","7,195","2,933","1,823","656","176","46","15","5","4"
"강원도 영월군 (4275000000)","21,143","11,128","5,842","2,303","1,349","393","94","23","8","1","2"
"강원도 평창군 (4276000000)","21,665","10,552","6,230","2,613","1,519","560","132","37","19","0","3"
"강원도 정선군 (4277000000)","19,713","10,413","5,251","2,221","1,259","426","115","19","5","2","2"
"강원도 철원군 (4278000000)","20,862","9,281","5,428","2,967","2,204","731","186","44","10","5","6"
"강원도 화천군 (4279000000)","12,556","6,431","2,952","1,537","1,141","370","88","24","8","1","4"
"강원도 양구군 (4280000000)","10,660","5,011","2,661","1,423","1,082","365","88","18","7","2","3"
"강원도 인제군 (4281000000)","16,380","8,042","4,004","2,081","1,597","505","111","31","6","2","1"
"강원도 고성군 (4282000000)","15,064","7,998","3,952","1,638","1,060","333","58","21","3","1","0"
"강원도 양양군 (4283000000)","14,759","7,185","4,215","1,771","1,119","348","92","24","2","2","1"
"충청북도  (4300000000)","760,672","329,471","192,680","114,497","92,155","25,410","4,920","1,087","271","95","86"
"충청북도 청주시 (4311000000)","387,016","159,447","89,756","63,799","56,255","14,590","2,468","517","121","40","23"
"충청북도 충주시 (4313000000)","99,651","41,618","27,131","15,400","11,552","3,068","658","162","40","9","13"
"충청북도 제천시 (4315000000)","64,540","28,083","18,190","9,203","6,642","1,894","397","86","26","10","9"
"충청북도 보은군 (4372000000)","17,039","8,248","5,289","1,883","1,005","438","128","30","10","5","3"
"충청북도 옥천군 (4373000000)","25,104","11,170","7,584","3,256","2,058","784","172","49","17","9","5"
"충청북도 영동군 (4374000000)","23,813","11,288","7,050","2,818","1,751","641","203","45","9","2","6"
"충청북도 증평군 (4374500000)","17,832","8,139","4,441","2,555","1,947","596","115","32","6","0","1"
"충청북도 진천군 (4375000000)","41,323","18,889","9,921","5,883","4,856","1,418","271","56","17","9","3"
"충청북도 괴산군 (4376000000)","21,851","11,594","6,584","2,112","1,004","404","107","31","9","4","2"
"충청북도 음성군 (4377000000)","47,431","23,710","12,187","5,850","4,053","1,242","303","51","14","4","17"
"충청북도 단양군 (4380000000)","15,072","7,285","4,547","1,738","1,032","335","98","28","2","3","4"
"충청남도  (4400000000)","1,001,915","431,533","251,718","150,316","124,326","34,661","7,072","1,607","430","124","128"
"충청남도 천안시 (4413000000)","297,987","124,351","63,564","50,290","46,269","11,079","1,904","378","108","26","18"
"충청남도 공주시 (4415000000)","51,580","23,606","14,510","6,936","4,451","1,519","405","109","22","5","17"
"충청남도 보령시 (4418000000)","49,419","22,369","14,151","6,606","4,466","1,378","318","97","24","5","5"
"충청남도 아산시 (4420000000)","145,869","60,741","31,672","23,229","22,614","6,139","1,138","230","75","15","16"
"충청남도 서산시 (4421000000)","81,407","32,589","21,532","12,977","10,682","2,891","561","118","40","11","6"
"충청남도 논산시 (4423000000)","58,048","27,162","16,090","7,593","5,017","1,655","380","106","20","8","17"
"충청남도 계룡시 (4425000000)","17,152","5,042","4,253","3,167","3,451","1,014","185","30","5","3","2"
"충청남도 당진시 (4427000000)","79,526","35,096","19,417","11,621","9,796","2,792","609","131","47","13","4"
"충청남도 금산군 (4471000000)","25,893","12,104","7,679","3,126","1,981","724","201","56","8","4","10"
"충청남도 부여군 (4476000000)","33,257","15,397","10,426","3,966","2,245","894","241","61","13","10","4"
"충청남도 서천군 (4477000000)","26,646","12,438","8,418","3,137","1,716","670","188","51","13","6","9"
"충청남도 청양군 (4479000000)","16,426","8,178","4,874","1,832","946","425","120","30","15","4","2"
"충청남도 홍성군 (4480000000)","46,746","18,990","13,307","6,943","5,363","1,658","358","92","17","9","9"
"충청남도 예산군 (4481000000)","39,051","17,512","11,923","5,129","3,053","1,060","271","79","14","3","7"
"충청남도 태안군 (4482500000)","32,908","15,958","9,902","3,764","2,276","763","193","39","9","2","2"
"전라북도  (4500000000)","849,001","366,791","218,708","125,561","98,397","31,027","6,369","1,484","368","105","191"
"전라북도 전주시 (4511000000)","293,207","114,958","70,011","49,908","43,087","12,412","2,245","420","111","28","27"
"전라북도 군산시 (4513000000)","122,250","49,772","31,146","19,773","15,829","4,561","850","226","50","12","31"
"전라북도 익산시 (4514000000)","129,962","54,792","33,273","19,909","15,774","4,862","995","240","56","17","44"
"전라북도 정읍시 (4518000000)","54,242","25,619","14,896","6,911","4,633","1,687","373","83","21","7","12"
"전라북도 남원시 (4519000000)","39,670","18,380","10,922","5,086","3,475","1,347","322","96","21","3","18"
"전라북도 김제시 (4521000000)","42,509","20,990","11,721","5,043","3,199","1,145","282","80","23","8","18"
"전라북도 완주군 (4571000000)","44,020","19,715","11,512","5,983","4,558","1,687","415","105","24","7","14"
"전라북도 진안군 (4572000000)","13,494","6,854","3,905","1,435","780","352","113","32","14","4","5"
"전라북도 무주군 (4573000000)","12,823","6,482","3,710","1,331","830","350","90","20","4","3","3"
"전라북도 장수군 (4574000000)","11,584","5,809","3,354","1,197","736","343","113","20","9","0","3"
"전라북도 임실군 (4575000000)","14,899","7,896","4,194","1,505","820","338","102","30","10","2","2"
"전라북도 순창군 (4577000000)","13,996","6,755","4,134","1,505","977","449","117","43","8","5","3"
"전라북도 고창군 (4579000000)","28,757","14,648","8,219","2,994","1,870","747","196","59","8","6","10"
"전라북도 부안군 (4580000000)","27,588","14,121","7,711","2,981","1,829","747","156","30","9","3","1"
"전라남도  (4600000000)","903,108","413,950","235,062","121,850","93,301","30,270","6,513","1,530","367","104","161"
"전라남도 목포시 (4611000000)","103,162","44,713","25,143","16,025","12,418","3,924","722","160","37","7","13"
"전라남도 여수시 (4613000000)","128,169","52,302","33,662","19,675","16,299","4,937","1,009","214","47","10","14"
"전라남도 순천시 (4615000000)","124,029","46,619","30,904","21,270","18,860","5,234","870","198","44","12","18"
"전라남도 나주시 (4617000000)","59,292","29,198","14,321","7,675","5,819","1,835","336","67","17","7","17"
"전라남도 광양시 (4623000000)","67,103","26,380","16,211","11,034","9,996","2,792","501","142","28","10","9"
"전라남도 담양군 (4671000000)","24,773","12,673","6,730","2,791","1,672","663","173","45","11","5","10"
"전라남도 곡성군 (4672000000)","15,536","8,452","4,236","1,474","887","348","101","26","7","3","2"
"전라남도 구례군 (4673000000)","13,462","6,851","3,728","1,462","878","368","130","28","9","4","4"
"전라남도 고흥군 (4677000000)","35,379","18,348","10,799","3,400","1,873","710","188","44","15","2","0"
"전라남도 보성군 (4678000000)","22,511","12,370","6,230","2,068","1,162","466","163","41","6","2","3"
"전라남도 화순군 (4679000000)","32,012","15,661","8,194","3,981","2,806","1,046","236","61","16","3","8"
"전라남도 장흥군 (4680000000)","20,103","10,536","5,568","2,022","1,304","495","143","26","4","4","1"
"전라남도 강진군 (4681000000)","18,592","9,696","5,312","1,809","1,171","441","118","33","5","4","3"
"전라남도 해남군 (4682000000)","35,225","17,273","10,117","4,042","2,407","991","295","65","23","2","10"
"전라남도 영암군 (4683000000)","28,197","14,632","7,204","3,160","2,090","835","208","50","9","4","5"
"전라남도 무안군 (4684000000)","42,739","18,775","10,393","6,101","5,367","1,661","340","69","19","7","7"
"전라남도 함평군 (4686000000)","17,980","10,118","4,750","1,653","890","405","118","30","9","1","6"
"전라남도 영광군 (4687000000)","27,112","13,558","7,216","3,138","2,010","841","248","67","17","7","10"
"전라남도 장성군 (4688000000)","23,160","11,864","6,146","2,650","1,620","636","174","53","8","3","6"
"전라남도 완도군 (4689000000)","26,029","12,962","7,564","2,779","1,754","731","177","40","15","3","4"
"전라남도 진도군 (4690000000)","16,700","8,935","4,575","1,595","992","452","108","31","9","1","2"
"전라남도 신안군 (4691000000)","21,843","12,034","6,059","2,046","1,026","459","155","40","12","3","9"
"경상북도  (4700000000)","1,276,846","558,483","338,453","190,484","143,848","36,136","7,203","1,554","380","123","182"
"경상북도 포항시 (4711000000)","232,201","90,704","61,967","39,732","31,372","6,833","1,250","254","51","23","15"
"경상북도 경주시 (4713000000)","123,071","53,763","33,004","18,590","13,477","3,349","690","149","29","12","8"
"경상북도 김천시 (4715000000)","68,393","30,274","18,088","10,044","7,411","2,023","418","88","21","8","18"
"경상북도 안동시 (4717000000)","77,666","34,949","21,144","10,709","7,902","2,293","506","113","31","7","12"
"경상북도 구미시 (4719000000)","182,645","71,258","40,095","33,328","30,402","6,332","962","178","59","19","12"
"경상북도 영주시 (4721000000)","50,271","21,889","14,561","6,962","4,899","1,566","302","64","18","5","5"
"경상북도 영천시 (4723000000)","53,904","26,711","14,685","6,772","4,177","1,184","272","67","18","4","14"
"경상북도 상주시 (4725000000)","48,965","22,713","14,453","6,141","3,863","1,322","325","104","21","7","16"
"경상북도 문경시 (4728000000)","37,069","17,911","10,472","4,427","2,868","1,050","243","65","19","7","7"
"경상북도 경산시 (4729000000)","124,869","51,541","30,939","21,141","16,356","3,964","719","154","29","11","15"
"경상북도 군위군 (4772000000)","13,258","6,970","4,123","1,339","558","204","53","5","1","0","5"
"경상북도 의성군 (4773000000)","28,798","14,812","9,196","2,782","1,310","497","149","39","8","1","4"
"경상북도 청송군 (4775000000)","14,029","7,345","4,326","1,365","690","211","67","15","5","0","5"
"경상북도 영양군 (4776000000)","9,055","4,599","2,834","841","522","197","43","9","4","0","6"
"경상북도 영덕군 (4777000000)","19,895","10,452","5,799","2,074","1,062","370","98","28","6","2","4"
"경상북도 청도군 (4782000000)","23,251","11,980","6,892","2,447","1,340","427","131","21","5","2","6"
"경상북도 고령군 (4783000000)","16,556","8,376","4,706","1,868","1,147","345","92","12","5","2","3"
"경상북도 성주군 (4784000000)","23,621","12,291","6,619","2,596","1,394","501","157","46","12","3","2"
"경상북도 칠곡군 (4785000000)","53,883","23,261","13,005","8,595","7,053","1,594","298","44","14","6","13"
"경상북도 예천군 (4790000000)","27,771","12,170","8,326","3,570","2,652","826","172","40","9","2","4"
"경상북도 봉화군 (4792000000)","16,882","8,439","5,234","1,714","1,003","341","107","33","6","1","4"
"경상북도 울진군 (4793000000)","25,535","12,914","6,792","2,977","2,093","600","125","21","8","1","4"
"경상북도 울릉군 (4794000000)","5,258","3,161","1,193","470","297","107","24","5","1","0","0"
"경상남도  (4800000000)","1,505,971","591,541","381,435","256,095","213,067","51,759","9,323","1,938","483","130","200"
"경상남도 창원시 (4812000000)","451,940","163,621","111,428","85,451","72,394","15,797","2,554","503","113","40","39"
"경상남도 진주시 (4817000000)","157,292","62,119","38,917","26,913","22,225","5,825","1,038","190","38","10","17"
"경상남도 통영시 (4822000000)","59,738","25,139","16,193","8,996","6,971","1,942","388","73","22","4","10"
"경상남도 사천시 (4824000000)","53,944","24,210","14,046","7,756","5,918","1,607","314","66","17","2","8"
"경상남도 김해시 (4825000000)","225,984","76,694","52,850","44,614","40,605","9,232","1,549","301","97","22","20"
"경상남도 밀양시 (4827000000)","53,120","24,855","15,209","6,773","4,500","1,380","278","85","21","4","15"
"경상남도 거제시 (4831000000)","103,674","37,712","24,079","18,719","18,095","4,211","682","128","30","7","11"
"경상남도 양산시 (4833000000)","153,732","54,170","38,720","29,098","24,874","5,686","934","182","37","11","20"
"경상남도 의령군 (4872000000)","15,010","8,248","4,156","1,434","786","290","59","23","6","1","7"
"경상남도 함안군 (4873000000)","30,978","14,009","8,371","4,226","3,169","917","209","58","12","3","4"
"경상남도 창녕군 (4874000000)","32,469","16,228","9,491","3,544","2,222","705","209","38","19","6","7"
"경상남도 고성군 (4882000000)","26,318","12,832","7,372","3,158","1,982","731","180","39","11","1","12"
"경상남도 남해군 (4884000000)","22,786","11,164","7,011","2,501","1,398","509","140","43","11","2","7"
"경상남도 하동군 (4885000000)","23,769","12,193","6,837","2,575","1,387","544","164","48","7","4","10"
"경상남도 산청군 (4886000000)","19,600","10,610","5,579","1,824","1,056","372","118","28","8","2","3"
"경상남도 함양군 (4887000000)","20,840","10,797","5,708","2,269","1,315","567","139","34","6","3","2"
"경상남도 거창군 (4888000000)","30,564","14,042","8,452","3,891","2,891","971","225","66","18","5","3"
"경상남도 합천군 (4889000000)","24,213","12,898","7,016","2,353","1,279","473","143","33","10","3","5"
"제주특별자치도  (5000000000)","307,529","129,892","70,274","48,544","39,724","14,667","3,338","828","173","50","39"
"제주특별자치도 제주시 (5011000000)","219,978","90,714","48,843","35,746","30,456","11,036","2,419","576","131","31","26"
"제주특별자치도 서귀포시 (5013000000)","87,551","39,178","21,431","12,798","9,268","3,631","919","252","42","19","13"
