"행정구역","2010년12월_전월인구수_남자인구수","2010년12월_전월인구수_여자인구수","2010년12월_전월인구수_계","2010년12월_당월인구수_남자인구수","2010년12월_당월인구수_여자인구수","2010년12월_당월인구수_계","2010년12월_인구증감_남자인구수","2010년12월_인구증감_여자인구수","2010년12월_인구증감_계"
"서울특별시 성동구 사근동(1120055000)","","","10,790","5,717","5,029","10,746","","","-44"
"서울특별시 성동구 행당제1동(1120056000)","","","18,045","8,884","9,114","17,998","","","-47"
"서울특별시 성동구 행당제2동(1120057000)","","","26,033","12,502","13,494","25,996","","","-37"
"서울특별시 성동구 응봉동(1120058000)","","","17,643","8,471","9,136","17,607","","","-36"
"서울특별시 성동구 금호1가동(1120059000)","","","16,091","7,844","8,233","16,077","","","-14"
"서울특별시 성동구 금호2.3가동(1120061500)","","","22,753","11,073","11,632","22,705","","","-48"
"서울특별시 성동구 금호4가동(1120062000)","","","15,420","7,555","7,775","15,330","","","-90"
"서울특별시 성동구 옥수동(1120064500)","","","24,470","11,956","12,402","24,358","","","-112"
"서울특별시 성동구 성수1가제1동(1120065000)","","","18,457","9,468","8,930","18,398","","","-59"
"서울특별시 성동구 성수1가제2동(1120066000)","","","19,000","9,696","9,330","19,026","","","26"
"서울특별시 성동구 성수2가제1동(1120067000)","","","21,359","11,092","10,254","21,346","","","-13"
"서울특별시 성동구 성수2가제3동(1120069000)","","","12,149","6,258","5,875","12,133","","","-16"
"서울특별시 성동구 송정동(1120072000)","","","12,538","6,630","5,890","12,520","","","-18"
"서울특별시 성동구 용답동(1120079000)","","","17,073","8,966","8,073","17,039","","","-34"
"서울특별시 광진구 (1121500000)","","","375,746","186,024","189,439","375,463","","","-283"
"서울특별시 광진구 화양동(1121571000)","","","21,530","10,646","10,853","21,499","","","-31"
"서울특별시 광진구 군자동(1121573000)","","","21,868","11,039","10,797","21,836","","","-32"
"서울특별시 광진구 중곡제1동(1121574000)","","","17,058","8,471","8,611","17,082","","","24"
"서울특별시 광진구 중곡제2동(1121575000)","","","23,091","11,371","11,663","23,034","","","-57"
"서울특별시 광진구 중곡제3동(1121576000)","","","19,797","9,898","9,864","19,762","","","-35"
"서울특별시 광진구 중곡제4동(1121577000)","","","32,220","16,034","16,183","32,217","","","-3"
"서울특별시 광진구 능동(1121578000)","","","10,940","5,219","5,722","10,941","","","1"
"서울특별시 광진구 광장동(1121581000)","","","35,646","17,340","18,182","35,522","","","-124"
"서울특별시 광진구 자양제1동(1121582000)","","","24,721","12,308","12,402","24,710","","","-11"
"서울특별시 광진구 자양제2동(1121583000)","","","29,444","14,785","14,655","29,440","","","-4"
"서울특별시 광진구 자양제3동(1121584000)","","","32,309","15,942","16,356","32,298","","","-11"
"서울특별시 광진구 자양제4동(1121584700)","","","26,839","13,701","13,080","26,781","","","-58"
"서울특별시 광진구 구의제1동(1121585000)","","","23,083","11,179","11,915","23,094","","","11"
"서울특별시 광진구 구의제2동(1121586000)","","","26,848","13,334","13,500","26,834","","","-14"
"서울특별시 광진구 구의제3동(1121587000)","","","30,352","14,757","15,656","30,413","","","61"
"서울특별시 동대문구 (1123000000)","","","366,447","184,874","181,912","366,786","","","339"
"서울특별시 동대문구 용신동(1123053600)","","","33,024","17,200","15,817","33,017","","","-7"
"서울특별시 동대문구 제기동(1123054500)","","","28,247","14,468","13,840","28,308","","","61"
"서울특별시 동대문구 전농제1동(1123056000)","","","28,214","14,542","13,549","28,091","","","-123"
"서울특별시 동대문구 전농제2동(1123057000)","","","19,206","9,899","10,264","20,163","","","957"
"서울특별시 동대문구 답십리제1동(1123060000)","","","20,687","10,474","10,292","20,766","","","79"
"서울특별시 동대문구 답십리제2동(1123061000)","","","32,806","16,195","16,450","32,645","","","-161"
"서울특별시 동대문구 장안제1동(1123065000)","","","36,863","18,646","18,118","36,764","","","-99"
"서울특별시 동대문구 장안제2동(1123066000)","","","33,022","16,700","16,263","32,963","","","-59"
"서울특별시 동대문구 청량리동(1123070500)","","","25,200","12,650","12,472","25,122","","","-78"
"서울특별시 동대문구 회기동(1123071000)","","","10,865","5,259","5,594","10,853","","","-12"
"서울특별시 동대문구 휘경제1동(1123072000)","","","17,344","8,644","8,582","17,226","","","-118"
"서울특별시 동대문구 휘경제2동(1123073000)","","","24,180","11,968","12,247","24,215","","","35"
"서울특별시 동대문구 이문제1동(1123074000)","","","33,002","16,486","16,442","32,928","","","-74"
"서울특별시 동대문구 이문제2동(1123075000)","","","23,787","11,743","11,982","23,725","","","-62"
"서울특별시 중랑구 (1126000000)","","","427,964","214,383","213,072","427,455","","","-509"
"서울특별시 중랑구 면목제2동(1126052000)","","","29,005","14,681","14,283","28,964","","","-41"
"서울특별시 중랑구 면목제4동(1126054000)","","","23,622","11,633","11,941","23,574","","","-48"
"서울특별시 중랑구 면목제5동(1126055000)","","","14,659","7,521","7,094","14,615","","","-44"
"서울특별시 중랑구 면목본동(1126056500)","","","37,119","18,606","18,449","37,055","","","-64"
"서울특별시 중랑구 면목제7동(1126057000)","","","26,600","13,246","13,290","26,536","","","-64"
"서울특별시 중랑구 면목제3.8동(1126057500)","","","30,352","15,234","15,092","30,326","","","-26"
"서울특별시 중랑구 상봉제1동(1126058000)","","","26,127","12,949","13,168","26,117","","","-10"
"서울특별시 중랑구 상봉제2동(1126059000)","","","18,873","9,542","9,275","18,817","","","-56"
"서울특별시 중랑구 중화제1동(1126060000)","","","21,994","10,987","10,995","21,982","","","-12"
"서울특별시 중랑구 중화제2동(1126061000)","","","31,839","16,358","15,379","31,737","","","-102"
"서울특별시 중랑구 묵제1동(1126062000)","","","34,793","17,180","17,622","34,802","","","9"
"서울특별시 중랑구 묵제2동(1126063000)","","","20,395","10,285","10,123","20,408","","","13"
"서울특별시 중랑구 망우본동(1126065500)","","","34,496","17,474","17,036","34,510","","","14"
"서울특별시 중랑구 망우제3동(1126066000)","","","19,829","9,991","9,816","19,807","","","-22"
"서울특별시 중랑구 신내1동(1126068000)","","","32,558","16,108","16,395","32,503","","","-55"
"서울특별시 중랑구 신내2동(1126069000)","","","25,703","12,588","13,114","25,702","","","-1"
"서울특별시 성북구 (1129000000)","","","488,323","241,927","247,005","488,932","","","609"
"서울특별시 성북구 성북동(1129052500)","","","19,248","9,310","9,950","19,260","","","12"
"서울특별시 성북구 삼선동(1129055500)","","","27,375","13,324","13,976","27,300","","","-75"
"서울특별시 성북구 동선동(1129057500)","","","15,501","7,246","8,612","15,858","","","357"
"서울특별시 성북구 돈암제1동(1129058000)","","","17,143","8,263","8,799","17,062","","","-81"
"서울특별시 성북구 돈암제2동(1129059000)","","","24,443","11,873","12,535","24,408","","","-35"
"서울특별시 성북구 안암동(1129060000)","","","17,092","8,704","8,366","17,070","","","-22"
"서울특별시 성북구 보문동(1129061000)","","","16,126","8,086","8,004","16,090","","","-36"
"서울특별시 성북구 정릉제1동(1129062000)","","","20,615","9,920","10,697","20,617","","","2"
"서울특별시 성북구 정릉제2동(1129063000)","","","25,079","12,409","12,620","25,029","","","-50"
"서울특별시 성북구 정릉제3동(1129064000)","","","18,688","9,323","9,292","18,615","","","-73"
"서울특별시 성북구 정릉제4동(1129065000)","","","28,266","13,921","14,329","28,250","","","-16"
"서울특별시 성북구 길음제1동(1129066000)","","","35,760","17,739","18,567","36,306","","","546"
"서울특별시 성북구 길음제2동(1129068500)","","","20,495","10,069","10,371","20,440","","","-55"
"서울특별시 성북구 종암동(1129070500)","","","42,315","21,336","21,384","42,720","","","405"
"서울특별시 성북구 월곡제1동(1129071500)","","","28,977","14,454","14,534","28,988","","","11"
"서울특별시 성북구 월곡제2동(1129072500)","","","21,613","10,669","10,923","21,592","","","-21"
"서울특별시 성북구 장위제1동(1129076000)","","","27,165","13,577","13,509","27,086","","","-79"
"서울특별시 성북구 장위제2동(1129077000)","","","24,048","12,142","11,854","23,996","","","-52"
"서울특별시 성북구 장위제3동(1129078000)","","","20,163","10,317","9,781","20,098","","","-65"
"서울특별시 성북구 석관동(1129081000)","","","38,211","19,245","18,902","38,147","","","-64"
"서울특별시 강북구 (1130500000)","","","346,652","172,109","174,411","346,520","","","-132"
"서울특별시 강북구 삼양동(1130553400)","","","32,963","16,532","16,371","32,903","","","-60"
"서울특별시 강북구 미아동(1130553500)","","","24,254","12,140","11,977","24,117","","","-137"
"서울특별시 강북구 송중동(1130554500)","","","35,762","17,431","18,233","35,664","","","-98"
"서울특별시 강북구 송천동(1130555500)","","","32,859","16,534","16,370","32,904","","","45"
"서울특별시 강북구 삼각산동(1130557500)","","","30,460","15,074","15,515","30,589","","","129"
"서울특별시 강북구 번제1동(1130559000)","","","20,808","10,349","10,477","20,826","","","18"
"서울특별시 강북구 번제2동(1130560000)","","","20,656","10,196","10,451","20,647","","","-9"
"서울특별시 강북구 번제3동(1130560600)","","","21,738","10,555","11,162","21,717","","","-21"
"서울특별시 강북구 수유제1동(1130561000)","","","23,498","11,866","11,654","23,520","","","22"
"서울특별시 강북구 수유제2동(1130562000)","","","23,774","11,787","12,011","23,798","","","24"
"서울특별시 강북구 수유제3동(1130563000)","","","24,106","12,004","12,097","24,101","","","-5"
"서울특별시 강북구 우이동(1130564500)","","","21,933","10,998","10,887","21,885","","","-48"
"서울특별시 강북구 인수동(1130566000)","","","33,841","16,643","17,206","33,849","","","8"
"서울특별시 도봉구 (1132000000)","","","368,636","182,407","185,891","368,298","","","-338"
"서울특별시 도봉구 창제1동(1132051100)","","","29,083","14,190","14,801","28,991","","","-92"
"서울특별시 도봉구 창제2동(1132051200)","","","31,563","15,592","15,925","31,517","","","-46"
"서울특별시 도봉구 창제3동(1132051300)","","","16,579","8,383","8,190","16,573","","","-6"
"서울특별시 도봉구 창제4동(1132051400)","","","31,308","15,204","16,113","31,317","","","9"
"서울특별시 도봉구 창제5동(1132051500)","","","28,365","13,976","14,375","28,351","","","-14"
"서울특별시 도봉구 도봉제1동(1132052100)","","","25,153","12,756","12,321","25,077","","","-76"
"서울특별시 도봉구 도봉제2동(1132052200)","","","31,837","15,832","15,931","31,763","","","-74"
"서울특별시 도봉구 쌍문제1동(1132066000)","","","22,537","11,086","11,410","22,496","","","-41"
"서울특별시 도봉구 쌍문제2동(1132067000)","","","21,680","10,692","11,000","21,692","","","12"
"서울특별시 도봉구 쌍문제3동(1132068000)","","","18,683","9,166","9,548","18,714","","","31"
"서울특별시 도봉구 쌍문제4동(1132068100)","","","21,993","10,656","11,340","21,996","","","3"
"서울특별시 도봉구 방학제1동(1132069000)","","","32,553","16,316","16,184","32,500","","","-53"
"서울특별시 도봉구 방학제2동(1132070000)","","","24,641","12,483","12,170","24,653","","","12"
"서울특별시 도봉구 방학제3동(1132071000)","","","32,661","16,075","16,583","32,658","","","-3"
"서울특별시 노원구 (1135000000)","","","612,182","299,384","311,846","611,230","","","-952"
"서울특별시 노원구 월계1동(1135056000)","","","24,203","12,280","11,803","24,083","","","-120"
"서울특별시 노원구 월계2동(1135057000)","","","31,649","15,524","16,119","31,643","","","-6"
"서울특별시 노원구 월계3동(1135058000)","","","36,804","17,953","18,788","36,741","","","-63"
"서울특별시 노원구 공릉2동(1135060000)","","","46,442","23,052","23,257","46,309","","","-133"
"서울특별시 노원구 공릉1.3동(1135060500)","","","41,093","20,197","20,839","41,036","","","-57"
"서울특별시 노원구 하계1동(1135061100)","","","31,317","15,229","16,052","31,281","","","-36"
"서울특별시 노원구 하계2동(1135061200)","","","26,422","12,896","13,506","26,402","","","-20"
"서울특별시 노원구 중계본동(1135061900)","","","30,779","15,203","15,536","30,739","","","-40"
"서울특별시 노원구 중계1동(1135062100)","","","31,186","15,279","15,880","31,159","","","-27"
"서울특별시 노원구 중계4동(1135062400)","","","23,415","11,411","11,929","23,340","","","-75"
"서울특별시 노원구 중계2.3동(1135062500)","","","43,051","20,308","22,671","42,979","","","-72"
"서울특별시 노원구 상계1동(1135063000)","","","44,606","22,066","22,529","44,595","","","-11"
"서울특별시 노원구 상계2동(1135064000)","","","23,116","11,512","11,612","23,124","","","8"
"서울특별시 노원구 상계3.4동(1135066500)","","","41,064","20,712","20,305","41,017","","","-47"
"서울특별시 노원구 상계5동(1135067000)","","","24,786","12,154","12,614","24,768","","","-18"
"서울특별시 노원구 상계6.7동(1135069500)","","","37,908","17,931","19,942","37,873","","","-35"
"서울특별시 노원구 상계8동(1135070000)","","","27,768","13,286","14,381","27,667","","","-101"
"서울특별시 노원구 상계9동(1135071000)","","","25,483","12,381","13,022","25,403","","","-80"
"서울특별시 노원구 상계10동(1135072000)","","","21,090","10,010","11,061","21,071","","","-19"
"서울특별시 은평구 (1138000000)","","","486,677","240,536","247,573","488,109","","","1,432"
"서울특별시 은평구 녹번동(1138051000)","","","36,090","17,581","18,452","36,033","","","-57"
"서울특별시 은평구 불광제1동(1138052000)","","","38,382","18,965","19,627","38,592","","","210"
"서울특별시 은평구 불광제2동(1138053000)","","","31,297","15,326","15,835","31,161","","","-136"
"서울특별시 은평구 갈현제1동(1138055100)","","","26,839","13,271","13,442","26,713","","","-126"
"서울특별시 은평구 갈현제2동(1138055200)","","","28,030","13,578","14,424","28,002","","","-28"
"서울특별시 은평구 구산동(1138056000)","","","33,825","17,449","16,339","33,788","","","-37"
"서울특별시 은평구 대조동(1138057000)","","","31,502","15,153","16,315","31,468","","","-34"
"서울특별시 은평구 응암제1동(1138058000)","","","32,628","15,952","16,586","32,538","","","-90"
"서울특별시 은평구 응암제2동(1138059000)","","","20,183","9,981","10,062","20,043","","","-140"
"서울특별시 은평구 응암제3동(1138060000)","","","27,811","13,770","14,043","27,813","","","2"
"서울특별시 은평구 역촌동(1138062500)","","","46,852","22,671","24,170","46,841","","","-11"
"서울특별시 은평구 신사제1동(1138063100)","","","27,562","13,591","13,981","27,572","","","10"
"서울특별시 은평구 신사제2동(1138063200)","","","23,778","12,050","11,734","23,784","","","6"
"서울특별시 은평구 증산동(1138064000)","","","22,017","10,927","11,030","21,957","","","-60"
"서울특별시 은평구 수색동(1138065000)","","","20,831","10,381","10,322","20,703","","","-128"
"서울특별시 은평구 진관동(1138069000)","","","39,050","19,890","21,211","41,101","","","2,051"
"서울특별시 서대문구 (1141000000)","","","325,617","158,857","165,684","324,541","","","-1,076"
"서울특별시 서대문구 천연동(1141052000)","","","20,577","10,066","10,536","20,602","","","25"
"서울특별시 서대문구 북아현동(1141055500)","","","15,857","7,481","8,020","15,501","","","-356"
"서울특별시 서대문구 충현동(1141056500)","","","24,216","11,934","12,126","24,060","","","-156"
"서울특별시 서대문구 신촌동(1141058500)","","","18,489","8,619","9,788","18,407","","","-82"
"서울특별시 서대문구 연희동(1141061500)","","","41,948","20,482","21,337","41,819","","","-129"
"서울특별시 서대문구 홍제제1동(1141062000)","","","28,346","13,675","14,671","28,346","","","0"
"서울특별시 서대문구 홍제제3동(1141064000)","","","20,767","10,139","10,604","20,743","","","-24"
"서울특별시 서대문구 홍제제2동(1141065500)","","","16,236","7,843","8,439","16,282","","","46"
"서울특별시 서대문구 홍은제1동(1141066000)","","","27,404","13,304","13,776","27,080","","","-324"
"서울특별시 서대문구 홍은제2동(1141068500)","","","29,907","14,796","15,116","29,912","","","5"
"서울특별시 서대문구 남가좌제1동(1141069000)","","","4,456","2,248","2,180","4,428","","","-28"
"서울특별시 서대문구 남가좌제2동(1141070000)","","","31,601","15,506","16,043","31,549","","","-52"
"서울특별시 서대문구 북가좌제1동(1141071000)","","","10,635","5,364","5,253","10,617","","","-18"
"서울특별시 서대문구 북가좌제2동(1141072000)","","","35,178","17,400","17,795","35,195","","","17"
"서울특별시 마포구 (1144000000)","","","391,350","191,034","200,831","391,865","","","515"
"서울특별시 마포구 아현동(1144055500)","","","17,527","8,502","8,977","17,479","","","-48"
"서울특별시 마포구 공덕동(1144056500)","","","36,366","17,928","18,382","36,310","","","-56"
"서울특별시 마포구 도화동(1144058500)","","","23,627","11,507","12,165","23,672","","","45"
"서울특별시 마포구 용강동(1144059000)","","","21,262","10,218","10,911","21,129","","","-133"
"서울특별시 마포구 대흥동(1144060000)","","","15,024","7,312","7,618","14,930","","","-94"
"서울특별시 마포구 염리동(1144061000)","","","18,480","9,121","9,290","18,411","","","-69"
"서울특별시 마포구 신수동(1144063000)","","","23,448","11,553","11,789","23,342","","","-106"
"서울특별시 마포구 서강동(1144065500)","","","27,375","13,174","14,184","27,358","","","-17"
"서울특별시 마포구 서교동(1144066000)","","","28,922","13,527","15,378","28,905","","","-17"
"서울특별시 마포구 합정동(1144068000)","","","21,237","10,406","10,797","21,203","","","-34"
"서울특별시 마포구 망원제1동(1144069000)","","","24,791","12,163","12,558","24,721","","","-70"
"서울특별시 마포구 망원제2동(1144070000)","","","21,799","10,624","11,122","21,746","","","-53"
"서울특별시 마포구 연남동(1144071000)","","","19,701","9,449","10,173","19,622","","","-79"
"서울특별시 마포구 성산제1동(1144072000)","","","20,715","10,155","10,557","20,712","","","-3"
"서울특별시 마포구 성산제2동(1144073000)","","","41,804","20,284","21,383","41,667","","","-137"
"서울특별시 마포구 상암동(1144074000)","","","29,272","15,111","15,547","30,658","","","1,386"
"서울특별시 양천구 (1147000000)","","","500,732","249,024","250,977","500,001","","","-731"
"서울특별시 양천구 목1동(1147051000)","","","33,622","16,394","17,204","33,598","","","-24"
"서울특별시 양천구 목2동(1147052000)","","","32,094","15,914","16,125","32,039","","","-55"
"서울특별시 양천구 목3동(1147053000)","","","23,538","11,595","11,843","23,438","","","-100"
"서울특별시 양천구 목4동(1147054000)","","","29,120","14,609","14,534","29,143","","","23"
"서울특별시 양천구 목5동(1147055000)","","","46,619","23,124","23,425","46,549","","","-70"
"서울특별시 양천구 신월1동(1147056000)","","","24,823","12,796","12,033","24,829","","","6"
"서울특별시 양천구 신월2동(1147057000)","","","21,071","10,547","10,461","21,008","","","-63"
"서울특별시 양천구 신월3동(1147058000)","","","18,903","9,680","9,122","18,802","","","-101"
"서울특별시 양천구 신월4동(1147059000)","","","19,241","9,644","9,611","19,255","","","14"
"서울특별시 양천구 신월5동(1147060000)","","","16,295","8,078","8,240","16,318","","","23"
"서울특별시 양천구 신월6동(1147061000)","","","14,607","7,318","7,136","14,454","","","-153"
"서울특별시 양천구 신월7동(1147061100)","","","26,391","13,218","13,128","26,346","","","-45"
"서울특별시 양천구 신정1동(1147062000)","","","24,422","11,976","12,348","24,324","","","-98"
"서울특별시 양천구 신정2동(1147063000)","","","23,003","11,429","11,545","22,974","","","-29"
"서울특별시 양천구 신정3동(1147064000)","","","48,688","24,179","24,500","48,679","","","-9"
"서울특별시 양천구 신정4동(1147065000)","","","36,869","18,261","18,639","36,900","","","31"
"서울특별시 양천구 신정6동(1147067000)","","","27,530","13,469","14,032","27,501","","","-29"
"서울특별시 양천구 신정7동(1147068000)","","","33,896","16,793","17,051","33,844","","","-52"
"서울특별시 강서구 (1150000000)","","","575,018","283,248","290,879","574,127","","","-891"
"서울특별시 강서구 염창동(1150051000)","","","42,751","21,175","21,576","42,751","","","0"
"서울특별시 강서구 등촌제1동(1150052000)","","","21,363","10,612","10,768","21,380","","","17"
"서울특별시 강서구 등촌제2동(1150053000)","","","22,708","11,426","11,290","22,716","","","8"
"서울특별시 강서구 등촌제3동(1150053500)","","","38,186","18,238","19,826","38,064","","","-122"
"서울특별시 강서구 화곡제1동(1150054000)","","","51,661","25,725","25,891","51,616","","","-45"
"서울특별시 강서구 화곡제2동(1150055000)","","","20,873","10,309","10,581","20,890","","","17"
"서울특별시 강서구 화곡제3동(1150056000)","","","24,196","11,817","12,367","24,184","","","-12"
"서울특별시 강서구 화곡제4동(1150057000)","","","23,044","11,523","11,538","23,061","","","17"
"서울특별시 강서구 화곡본동(1150059000)","","","36,591","18,003","18,511","36,514","","","-77"
"서울특별시 강서구 화곡제6동(1150059100)","","","25,167","12,470","12,649","25,119","","","-48"
"서울특별시 강서구 화곡제8동(1150059300)","","","27,730","13,609","14,049","27,658","","","-72"
"서울특별시 강서구 가양제1동(1150060300)","","","21,040","10,569","10,398","20,967","","","-73"
"서울특별시 강서구 가양제2동(1150060400)","","","18,488","8,905","9,537","18,442","","","-46"
"서울특별시 강서구 가양제3동(1150060500)","","","19,461","9,370","10,007","19,377","","","-84"
"서울특별시 강서구 발산제1동(1150061100)","","","33,674","16,277","17,356","33,633","","","-41"
"서울특별시 강서구 우장산동(1150061500)","","","40,489","19,685","20,722","40,407","","","-82"
"서울특별시 강서구 공항동(1150062000)","","","21,694","11,053","10,561","21,614","","","-80"
"서울특별시 강서구 방화제1동(1150063000)","","","31,422","15,809","15,582","31,391","","","-31"
"서울특별시 강서구 방화제2동(1150064000)","","","26,401","13,077","13,293","26,370","","","-31"
"서울특별시 강서구 방화제3동(1150064100)","","","28,079","13,596","14,377","27,973","","","-106"
"서울특별시 구로구 (1153000000)","","","424,070","214,032","209,704","423,736","","","-334"
"서울특별시 구로구 신도림동(1153051000)","","","36,927","18,344","18,643","36,987","","","60"
"서울특별시 구로구 구로제1동(1153052000)","","","23,197","11,584","11,583","23,167","","","-30"
"서울특별시 구로구 구로제2동(1153053000)","","","34,203","17,452","16,699","34,151","","","-52"
"서울특별시 구로구 구로제3동(1153054000)","","","27,531","13,947","13,549","27,496","","","-35"
"서울특별시 구로구 구로제4동(1153055000)","","","27,291","13,713","13,530","27,243","","","-48"
"서울특별시 구로구 구로제5동(1153056000)","","","31,575","15,936","15,612","31,548","","","-27"
"서울특별시 구로구 가리봉동(1153059500)","","","15,561","8,434","7,016","15,450","","","-111"
"서울특별시 구로구 고척제1동(1153072000)","","","26,265","13,229","12,999","26,228","","","-37"
"서울특별시 구로구 고척제2동(1153073000)","","","31,040","16,003","15,443","31,446","","","406"
"서울특별시 구로구 개봉제1동(1153074000)","","","36,911","18,483","18,030","36,513","","","-398"
"서울특별시 구로구 개봉제2동(1153075000)","","","35,522","17,566","17,922","35,488","","","-34"
"서울특별시 구로구 개봉제3동(1153076000)","","","22,398","11,175","11,159","22,334","","","-64"
"서울특별시 구로구 오류제1동(1153077000)","","","20,963","10,548","10,454","21,002","","","39"
"서울특별시 구로구 오류제2동(1153078000)","","","29,349","14,832","14,442","29,274","","","-75"
"서울특별시 구로구 수궁동(1153079000)","","","25,337","12,786","12,623","25,409","","","72"
"서울특별시 금천구 (1154500000)","","","245,759","125,528","119,667","245,195","","","-564"
