"행정구역","2014년12월_남자 평균연령","2014년12월_여자 평균연령","2014년12월_평균연령"
"인천광역시  (2800000000)","38","39.7","38.8"
"인천광역시 중구 (2811000000)","39.5","41.2","40.3"
"인천광역시 중구 연안동(2811052000)","43.8","45.4","44.5"
"인천광역시 중구 신포동(2811053000)","44.1","46.8","45.4"
"인천광역시 중구 신흥동(2811054000)","40.3","42.6","41.4"
"인천광역시 중구 도원동(2811056000)","42.5","45.4","43.9"
"인천광역시 중구 율목동(2811057000)","42.9","44.9","43.9"
"인천광역시 중구 동인천동(2811058500)","45.3","48.1","46.6"
"인천광역시 중구 북성동(2811060000)","45.2","48.9","47"
"인천광역시 중구 송월동(2811061000)","42.4","44.8","43.6"
"인천광역시 중구 영종동(2811062000)","41.6","43.1","42.3"
"인천광역시 중구 영종출장중산지소(2811062400)","32.8","33.9","33.3"
"인천광역시 중구 운서동(2811062800)","34.2","34.7","34.4"
"인천광역시 중구 용유동(2811063000)","48.1","50.4","49.1"
"인천광역시 중구 용유출장무의지소(2811063700)","50.2","55.6","52.7"
"인천광역시 동구 (2814000000)","41","43.8","42.4"
"인천광역시 동구 만석동(2814051000)","39.4","42.2","40.8"
"인천광역시 동구 화수1.화평동(2814052500)","42.1","45.3","43.7"
"인천광역시 동구 화수2동(2814053000)","41.5","44.4","43"
"인천광역시 동구 송현1.2동(2814055500)","38.6","41","39.8"
"인천광역시 동구 송현3동(2814057000)","43.2","46.5","44.8"
"인천광역시 동구 송림1동(2814058000)","45.3","49.2","47.2"
"인천광역시 동구 송림2동(2814059000)","46.9","50.9","48.9"
"인천광역시 동구 송림3.5동(2814060500)","40.1","43","41.5"
"인천광역시 동구 송림4동(2814061000)","39.9","40.5","40.2"
"인천광역시 동구 송림6동(2814063000)","38.8","41.5","40.1"
"인천광역시 동구 금창동(2814064000)","45.7","49","47.3"
"인천광역시 남구 (2817000000)","39.7","42","40.8"
"인천광역시 남구 숭의2동(2817052000)","42.5","45.6","44"
"인천광역시 남구 숭의1,3동(2817053500)","43.3","46.4","44.8"
"인천광역시 남구 숭의4동(2817054000)","41.3","44.3","42.8"
"인천광역시 남구 용현1,4동(2817055500)","40.6","44.7","42.5"
"인천광역시 남구 용현2동(2817056000)","39.1","41.4","40.3"
"인천광역시 남구 용현3동(2817057000)","44.6","47.9","46.2"
"인천광역시 남구 용현5동(2817059000)","37.6","39.7","38.6"
"인천광역시 남구 학익1동(2817060000)","37.3","39.2","38.2"
"인천광역시 남구 학익2동(2817061000)","39","41.4","40.2"
"인천광역시 남구 도화1동(2817063000)","40.3","42.3","41.3"
"인천광역시 남구 도화2,3동(2817064500)","40.9","43.1","42"
"인천광역시 남구 주안1동(2817066000)","38.6","39.9","39.2"
"인천광역시 남구 주안2동(2817067000)","41.3","44.1","42.7"
"인천광역시 남구 주안3동(2817068000)","41","43.7","42.3"
"인천광역시 남구 주안4동(2817069000)","42.4","44.8","43.6"
"인천광역시 남구 주안5동(2817070000)","39.7","42.2","41"
"인천광역시 남구 주안6동(2817071000)","37.6","39.1","38.3"
"인천광역시 남구 주안7동(2817072000)","40.8","43.6","42.2"
"인천광역시 남구 주안8동(2817073000)","38.2","40.5","39.3"
"인천광역시 남구 관교동(2817073500)","38.9","40.3","39.6"
"인천광역시 남구 문학동(2817074000)","38","38.8","38.4"
"인천광역시 연수구 (2818500000)","36.3","37.9","37.1"
"인천광역시 연수구 옥련1동(2818563000)","37.3","39.4","38.3"
"인천광역시 연수구 옥련2동(2818564000)","37.2","38.5","37.9"
"인천광역시 연수구 선학동(2818575000)","39.6","41.7","40.7"
"인천광역시 연수구 연수1동(2818576100)","37.5","38.8","38.1"
"인천광역시 연수구 연수2동(2818576200)","37.2","39.6","38.4"
"인천광역시 연수구 연수3동(2818576300)","37.6","40.9","39.3"
"인천광역시 연수구 청학동(2818576600)","38.8","40.9","39.8"
"인천광역시 연수구 동춘1동(2818578000)","37.7","39.2","38.5"
"인천광역시 연수구 동춘2동(2818579000)","35.1","36.6","35.9"
"인천광역시 연수구 동춘3동(2818579500)","35.9","37","36.5"
"인천광역시 연수구 송도1동(2818582000)","34.6","35.8","35.2"
"인천광역시 연수구 송도2동(2818583000)","32.4","33.2","32.8"
"인천광역시 연수구 송도3동(2818584000)","32.2","33.2","32.7"
"인천광역시 남동구 (2820000000)","37.3","39.1","38.2"
"인천광역시 남동구 구월1동(2820051000)","38","39","38.5"
"인천광역시 남동구 구월2동(2820052000)","35.5","37","36.3"
"인천광역시 남동구 구월3동(2820052100)","38.7","40.5","39.6"
"인천광역시 남동구 구월4동(2820052200)","39.4","41.7","40.6"
"인천광역시 남동구 간석1동(2820053000)","39.1","41.4","40.2"
"인천광역시 남동구 간석2동(2820054000)","37.9","39.5","38.7"
"인천광역시 남동구 간석3동(2820055000)","40","41.3","40.7"
"인천광역시 남동구 간석4동(2820055100)","38.7","40.5","39.6"
"인천광역시 남동구 만수1동(2820056000)","39.4","43.2","41.3"
"인천광역시 남동구 만수2동(2820057000)","37.7","39.2","38.5"
"인천광역시 남동구 만수3동(2820058000)","38.1","39.9","39"
"인천광역시 남동구 만수4동(2820058100)","36","38.9","37.5"
"인천광역시 남동구 만수5동(2820058200)","40.4","43","41.7"
"인천광역시 남동구 만수6동(2820058300)","37.7","39.4","38.6"
"인천광역시 남동구 장수서창동(2820065000)","35.4","37","36.2"
"인천광역시 남동구 남촌도림동(2820066000)","38","39.9","39"
"인천광역시 남동구 논현1동(2820069000)","35.2","36.9","36"
"인천광역시 남동구 논현2동(2820070000)","35.9","37.6","36.7"
"인천광역시 남동구 논현고잔동(2820071000)","34","34.9","34.5"
"인천광역시 부평구 (2823700000)","38.2","40","39.1"
"인천광역시 부평구 부평1동(2823751000)","38.6","40.2","39.4"
"인천광역시 부평구 부평2동(2823752000)","39.2","41.6","40.4"
"인천광역시 부평구 부평3동(2823753000)","41.4","44.2","42.8"
"인천광역시 부평구 부평4동(2823754000)","38.5","39.9","39.2"
"인천광역시 부평구 부평5동(2823755000)","38.1","39.9","39"
"인천광역시 부평구 부평6동(2823756000)","40","41.5","40.8"
"인천광역시 부평구 산곡1동(2823757000)","40.7","43.3","42"
"인천광역시 부평구 산곡2동(2823758000)","36.3","37.8","37"
"인천광역시 부평구 산곡3동(2823758100)","39.6","42.8","41.3"
"인천광역시 부평구 산곡4동(2823758200)","37.2","39.2","38.2"
"인천광역시 부평구 청천1동(2823759100)","41.8","43.2","42.5"
"인천광역시 부평구 청천2동(2823759200)","36.7","38.5","37.6"
"인천광역시 부평구 갈산1동(2823764100)","38.5","40.3","39.4"
"인천광역시 부평구 갈산2동(2823764200)","38.4","41","39.7"
"인천광역시 부평구 삼산1동(2823764600)","36","38.3","37.1"
"인천광역시 부평구 삼산2동(2823764800)","34.6","36.1","35.4"
"인천광역시 부평구 부개1동(2823765000)","40.6","42.3","41.4"
"인천광역시 부평구 부개2동(2823766000)","38.2","39.7","39"
"인천광역시 부평구 부개3동(2823766100)","36.2","37.7","37"
"인천광역시 부평구 일신동(2823767000)","37.2","39.3","38.2"
"인천광역시 부평구 십정1동(2823768000)","40.3","42","41.1"
"인천광역시 부평구 십정2동(2823769000)","40.1","41.9","41"
"인천광역시 계양구 (2824500000)","37.2","38.7","38"
"인천광역시 계양구 효성1동(2824560100)","38.4","40.1","39.2"
"인천광역시 계양구 효성2동(2824560200)","37.4","38.3","37.8"
"인천광역시 계양구 계산1동(2824561100)","39.1","41","40"
"인천광역시 계양구 계산2동(2824561200)","39.5","41.6","40.5"
"인천광역시 계양구 계산3동(2824561300)","36.6","38.5","37.6"
"인천광역시 계양구 계산4동(2824561400)","36.5","37.2","36.8"
"인천광역시 계양구 작전1동(2824562100)","36.5","38.2","37.4"
"인천광역시 계양구 작전2동(2824562200)","39.3","41","40.1"
"인천광역시 계양구 작전서운동(2824564000)","35.5","37","36.3"
"인천광역시 계양구 계양1동(2824571000)","35.7","36.9","36.3"
"인천광역시 계양구 계양2동(2824572000)","37.2","39","38.1"
"인천광역시 서구 (2826000000)","36.1","37.4","36.7"
"인천광역시 서구 검암경서동(2826051500)","34.2","35.2","34.7"
"인천광역시 서구 연희동(2826053000)","37.2","38.5","37.8"
"인천광역시 서구 청라1동(2826053600)","31.5","32.1","31.8"
"인천광역시 서구 청라2동(2826053700)","32.4","33.4","32.9"
"인천광역시 서구 가정1동(2826054200)","40.4","43.1","41.7"
"인천광역시 서구 가정2동(2826054300)","38.4","39.8","39"
"인천광역시 서구 가정3동(2826054400)","37.8","39.3","38.5"
"인천광역시 서구 석남1동(2826055000)","39.6","41.5","40.5"
"인천광역시 서구 석남2동(2826056000)","40.4","42.3","41.3"
"인천광역시 서구 석남3동(2826056100)","38.5","40.4","39.4"
"인천광역시 서구 신현원창동(2826057500)","37.7","39","38.4"
"인천광역시 서구 가좌1동(2826058000)","40.3","42.1","41.1"
"인천광역시 서구 가좌2동(2826059000)","37","38.9","38"
"인천광역시 서구 가좌3동(2826060000)","39.9","41.8","40.9"
"인천광역시 서구 가좌4동(2826061000)","40.3","42","41.2"
"인천광역시 서구 검단1동(2826063000)","36.2","37","36.6"
"인천광역시 서구 검단2동(2826064000)","35.8","37.2","36.5"
"인천광역시 서구 검단3동(2826065000)","32.9","33.6","33.3"
"인천광역시 서구 검단4동(2826066000)","33.7","35","34.4"
"인천광역시 서구 검단5동(2826067000)","35.8","37","36.4"
"인천광역시 강화군 (2871000000)","47.6","51.1","49.3"
"인천광역시 강화군 강화읍(2871025000)","42.6","45.6","44.1"
"인천광역시 강화군 선원면(2871031000)","43.2","46.1","44.6"
"인천광역시 강화군 불은면(2871032000)","50.9","54.4","52.6"
"인천광역시 강화군 길상면(2871033000)","47.7","50.9","49.3"
"인천광역시 강화군 화도면(2871034000)","51.7","55.6","53.7"
"인천광역시 강화군 양도면(2871035000)","50.3","55.3","52.7"
"인천광역시 강화군 내가면(2871036000)","52.6","56.2","54.5"
"인천광역시 강화군 하점면(2871037000)","53.4","58.1","55.7"
"인천광역시 강화군 양사면(2871038000)","53.8","57.5","55.7"
"인천광역시 강화군 송해면(2871039000)","52.5","57.4","54.9"
"인천광역시 강화군 교동면(2871040000)","53.4","57.7","55.5"
"인천광역시 강화군 삼산면(2871041000)","51.9","57.6","54.7"
"인천광역시 강화군 서도면(2871042000)","55.8","57.6","56.7"
"인천광역시 강화군 서도면볼음출장소(2871042500)","59.5","62.8","61"
"인천광역시 옹진군 (2872000000)","43.7","49.1","46.1"
"인천광역시 옹진군 북도면(2872031000)","49.8","52","50.9"
"인천광역시 옹진군 북도면장봉출장소(2872031500)","49.7","54.4","51.9"
"인천광역시 옹진군 백령면(2872033000)","39.9","45.9","42.5"
"인천광역시 옹진군 대청면(2872034000)","42.7","49","45.4"
"인천광역시 옹진군 대청면소청출장소(2872034500)","43.4","60.5","49.5"
"인천광역시 옹진군 덕적면(2872035000)","50.1","55.7","52.7"
"인천광역시 옹진군 영흥면(2872036000)","43.9","47.5","45.5"
"인천광역시 옹진군 자월면(2872037000)","49.3","54.1","51.6"
"인천광역시 옹진군 연평면(2872038000)","39","45.6","41.5"
"광주광역시  (2900000000)","36.8","39.1","38"
"광주광역시 동구 (2911000000)","42.3","45","43.6"
"광주광역시 동구 충장동(2911052500)","46.8","47.5","47.1"
"광주광역시 동구 동명동(2911054500)","44.4","47.7","46.1"
"광주광역시 동구 계림1동(2911056000)","44.2","46.5","45.3"
"광주광역시 동구 계림2동(2911057000)","41.2","44.8","43"
"광주광역시 동구 산수1동(2911059000)","42.8","45.5","44.1"
"광주광역시 동구 산수2동(2911060000)","41.7","43.9","42.8"
"광주광역시 동구 지산1동(2911062000)","40.4","43.4","41.9"
"광주광역시 동구 지산2동(2911063000)","40.5","43.2","41.8"
"광주광역시 동구 서남동(2911065500)","43.6","45","44.3"
"광주광역시 동구 학동(2911068500)","41.4","45.2","43.3"
"광주광역시 동구 학운동(2911071000)","42.3","45","43.7"
"광주광역시 동구 지원1동(2911073000)","40.5","43.5","42"
"광주광역시 동구 지원2동(2911074000)","42.1","45.9","44"
"광주광역시 서구 (2914000000)","36.7","39.1","37.9"
"광주광역시 서구 양동(2914057500)","46.7","50.2","48.5"
"광주광역시 서구 양3동(2914059000)","38.9","42.3","40.6"
"광주광역시 서구 농성1동(2914065000)","43.5","45.8","44.6"
"광주광역시 서구 농성2동(2914066000)","41.4","43.9","42.6"
"광주광역시 서구 광천동(2914073000)","40.7","42.8","41.7"
"광주광역시 서구 유덕동(2914074000)","34","36.1","35"
"광주광역시 서구 치평동(2914074500)","35.1","37.1","36.1"
"광주광역시 서구 상무1동(2914075100)","36.9","38.3","37.6"
"광주광역시 서구 상무2동(2914075200)","39.4","42.6","41"
"광주광역시 서구 화정1동(2914076000)","38.4","40.3","39.4"
"광주광역시 서구 화정2동(2914077000)","38.5","41.7","40.1"
"광주광역시 서구 화정3동(2914078000)","38","41.9","40"
"광주광역시 서구 화정4동(2914079000)","37.4","40.5","39"
"광주광역시 서구 서창동(2914080000)","41.2","44.9","43"
"광주광역시 서구 금호1동(2914082100)","36.5","39.9","38.3"
"광주광역시 서구 금호2동(2914082400)","33.4","34.9","34.2"
"광주광역시 서구 풍암동(2914083000)","33.8","35.5","34.6"
"광주광역시 서구 동천동(2914084000)","32.8","35.3","34.1"
"광주광역시 남구 (2915500000)","38.6","41.2","40"
"광주광역시 남구 양림동(2915551000)","40.1","43.2","41.7"
"광주광역시 남구 방림1동(2915552000)","38.7","41.3","40"
"광주광역시 남구 방림2동(2915553000)","40.8","43.9","42.4"
"광주광역시 남구 봉선1동(2915553700)","38","41.2","39.6"
"광주광역시 남구 봉선2동(2915553800)","35.2","37.7","36.5"
"광주광역시 남구 사직동(2915554500)","45.4","48.7","47"
"광주광역시 남구 월산동(2915560500)","44.2","48.1","46.1"
"광주광역시 남구 월산4동(2915563000)","41.1","43.7","42.4"
"광주광역시 남구 월산5동(2915564000)","41.3","44.2","42.7"
"광주광역시 남구 백운1동(2915567000)","38.2","40.7","39.5"
"광주광역시 남구 백운2동(2915568000)","43.3","45","44.1"
"광주광역시 남구 주월1동(2915569000)","37.6","39.8","38.7"
"광주광역시 남구 주월2동(2915570000)","39.8","42.4","41.1"
"광주광역시 남구 효덕동(2915571000)","35.7","38.1","37"
"광주광역시 남구 송암동(2915572000)","37.8","42.8","40.3"
"광주광역시 남구 대촌동(2915573000)","45.9","51","48.5"
"광주광역시 북구 (2917000000)","37.4","39.8","38.6"
"광주광역시 북구 중흥1동(2917051000)","43.6","46.3","44.8"
"광주광역시 북구 중흥2동(2917052000)","41.8","43.8","42.8"
"광주광역시 북구 중흥3동(2917053000)","42.5","45.8","44.1"
"광주광역시 북구 중앙동(2917055500)","46.4","49.6","47.9"
"광주광역시 북구 임동(2917057000)","41.2","43.4","42.3"
"광주광역시 북구 신안동(2917058000)","41.5","43.5","42.5"
"광주광역시 북구 용봉동(2917059000)","37","39.1","38.1"
"광주광역시 북구 운암1동(2917060100)","36.8","38.6","37.7"
"광주광역시 북구 운암2동(2917060200)","41.1","42.8","41.9"
"광주광역시 북구 운암3동(2917060300)","36.7","39.6","38.2"
"광주광역시 북구 동림동(2917061500)","35.4","38","36.7"
"광주광역시 북구 우산동(2917062000)","42.7","46.3","44.5"
"광주광역시 북구 풍향동(2917063500)","43","45.4","44.1"
"광주광역시 북구 문화동(2917065000)","40.3","44.3","42.3"
"광주광역시 북구 문흥1동(2917065600)","36.7","38.7","37.7"
"광주광역시 북구 문흥2동(2917065700)","36.1","38.9","37.5"
"광주광역시 북구 두암1동(2917066100)","41.5","43.4","42.5"
"광주광역시 북구 두암2동(2917066200)","39","41.1","40"
"광주광역시 북구 두암3동(2917066300)","41","45.5","43.4"
"광주광역시 북구 삼각동(2917066600)","36","38.2","37.1"
"광주광역시 북구 일곡동(2917066900)","33","35.7","34.4"
"광주광역시 북구 매곡동(2917067300)","35.3","37.8","36.6"
"광주광역시 북구 오치1동(2917067600)","38","39.5","38.7"
"광주광역시 북구 오치2동(2917067700)","39.4","43.5","41.5"
"광주광역시 북구 석곡동(2917068500)","46.6","52.9","49.7"
"광주광역시 북구 건국동(2917069500)","32.6","34.7","33.7"
"광주광역시 북구 양산동(2917069600)","34.5","36.1","35.3"
"광주광역시 광산구 (2920000000)","33.8","35.6","34.7"
"광주광역시 광산구 송정1동(2920051500)","36.9","39.5","38.2"
"광주광역시 광산구 송정2동(2920052500)","43","46.2","44.6"
"광주광역시 광산구 도산동(2920054000)","35.7","38","36.8"
"광주광역시 광산구 신흥동(2920055000)","39.1","42.1","40.6"
"광주광역시 광산구 어룡동(2920056500)","34.9","36.9","35.9"
"광주광역시 광산구 우산동(2920058000)","37.4","41.3","39.4"
"광주광역시 광산구 월곡1동(2920060000)","36","37.9","36.9"
"광주광역시 광산구 월곡2동(2920061000)","34.8","35.9","35.3"
"광주광역시 광산구 비아동(2920062000)","35.4","37.6","36.4"
"광주광역시 광산구 첨단1동(2920062400)","34.3","35.4","34.8"
"광주광역시 광산구 첨단2동(2920062600)","32.4","34.2","33.3"
"광주광역시 광산구 신가동(2920063000)","32.9","34.5","33.7"
"광주광역시 광산구 운남동(2920063500)","32.8","34.3","33.6"
"광주광역시 광산구 수완동(2920063700)","29.8","31.3","30.6"
"광주광역시 광산구 하남동(2920064000)","31.4","32.3","31.9"
"광주광역시 광산구 임곡동(2920065000)","49.7","55.9","52.7"
"광주광역시 광산구 동곡동(2920066000)","48.3","55.2","51.7"
"광주광역시 광산구 평동(2920067000)","48.1","55","51.3"
"광주광역시 광산구 삼도동(2920068000)","49.4","56.6","53"
"광주광역시 광산구 본량동(2920069000)","52.3","60.6","56.5"
"광주광역시 광산구 신창동(2920070000)","31.4","32.2","31.8"
"대전광역시  (3000000000)","37.3","39.4","38.3"
"대전광역시 동구 (3011000000)","39.4","41.8","40.6"
"대전광역시 동구 중앙동(3011051500)","49.3","52.5","50.7"
"대전광역시 동구 효동(3011053000)","35.4","37.6","36.5"
"대전광역시 동구 신인동(3011054500)","40.2","42.5","41.3"
"대전광역시 동구 판암1동(3011055100)","40.5","43.3","41.9"
"대전광역시 동구 판암2동(3011055200)","44","49.5","46.8"
"대전광역시 동구 용운동(3011056000)","38.1","40.4","39.3"
"대전광역시 동구 대동(3011058500)","39.4","41.8","40.6"
"대전광역시 동구 자양동(3011059000)","40","43","41.4"
"대전광역시 동구 가양1동(3011062000)","41","43","41.9"
"대전광역시 동구 가양2동(3011063000)","38.3","40.5","39.4"
"대전광역시 동구 용전동(3011064000)","38.3","40.3","39.3"
"대전광역시 동구 성남동(3011066500)","39.7","42","40.9"
"대전광역시 동구 홍도동(3011067000)","38.7","41.2","40"
"대전광역시 동구 삼성동(3011069500)","41.5","43.5","42.5"
"대전광역시 동구 대청동(3011072500)","46.9","51.2","49"
"대전광역시 동구 산내동(3011074000)","37.5","39.8","38.6"
"대전광역시 중구 (3014000000)","39.5","41.8","40.7"
"대전광역시 중구 은행선화동(3014053500)","40.6","41.4","41"
"대전광역시 중구 목동(3014055000)","34.7","36.3","35.5"
"대전광역시 중구 중촌동(3014056000)","38.8","42.3","40.6"
"대전광역시 중구 대흥동(3014057500)","39.2","41.4","40.3"
"대전광역시 중구 문창동(3014060500)","44.9","48.7","46.7"
"대전광역시 중구 석교동(3014062000)","42","44.7","43.3"
"대전광역시 중구 대사동(3014063000)","44.4","47.1","45.7"
"대전광역시 중구 부사동(3014064000)","43.5","46.1","44.8"
"대전광역시 중구 용두동(3014065500)","40.5","42.6","41.6"
"대전광역시 중구 오류동(3014067000)","40.6","43.4","42.1"
"대전광역시 중구 태평1동(3014068000)","36.4","38","37.2"
"대전광역시 중구 태평2동(3014069000)","37.8","40.3","39.1"
"대전광역시 중구 유천1동(3014070000)","42.7","45.5","44"
"대전광역시 중구 유천2동(3014071000)","41.4","44.1","42.7"
"대전광역시 중구 문화1동(3014072000)","37.4","39.3","38.3"
"대전광역시 중구 문화2동(3014073000)","39.2","42.9","41.1"
"대전광역시 중구 산성동(3014074000)","40","42.3","41.1"
"대전광역시 서구 (3017000000)","36.7","38.6","37.7"
"대전광역시 서구 복수동(3017051000)","35.6","36.8","36.2"
"대전광역시 서구 도마1동(3017052000)","41.5","44.4","42.9"
"대전광역시 서구 도마2동(3017053000)","40.7","43.3","42"
"대전광역시 서구 정림동(3017053500)","38.1","40.2","39.2"
"대전광역시 서구 변동(3017054000)","39.6","41.8","40.7"
"대전광역시 서구 용문동(3017055000)","39.2","41.4","40.3"
"대전광역시 서구 탄방동(3017055500)","36.1","38","37.1"
"대전광역시 서구 괴정동(3017056000)","36.2","37.7","37"
"대전광역시 서구 가장동(3017057000)","38.9","40.2","39.6"
"대전광역시 서구 내동(3017057500)","37","38.9","38"
"대전광역시 서구 갈마1동(3017058100)","37.3","39.3","38.3"
"대전광역시 서구 갈마2동(3017058200)","35.5","36.5","36"
"대전광역시 서구 월평1동(3017058600)","38.2","39.1","38.6"
"대전광역시 서구 월평2동(3017058700)","39.7","43.9","41.9"
"대전광역시 서구 월평3동(3017058800)","35.7","37.5","36.6"
"대전광역시 서구 가수원동(3017059000)","34","35.5","34.7"
"대전광역시 서구 관저1동(3017059600)","35.1","37.1","36.1"
"대전광역시 서구 관저2동(3017059700)","33.3","34.8","34.1"
"대전광역시 서구 기성동(3017060000)","48.5","54.8","51.5"
"대전광역시 서구 둔산1동(3017063000)","35.8","37.5","36.6"
"대전광역시 서구 둔산2동(3017064000)","34.1","35.4","34.8"
"대전광역시 서구 만년동(3017065000)","34.8","36.1","35.4"
"대전광역시 서구 둔산3동(3017066000)","37.6","40.8","39.3"
"대전광역시 유성구 (3020000000)","34.6","36.3","35.4"
"대전광역시 유성구 진잠동(3020052000)","36.5","38.5","37.5"
"대전광역시 유성구 온천1동(3020053000)","39","40.9","39.9"
"대전광역시 유성구 온천2동(3020054000)","36.6","38.7","37.6"
"대전광역시 유성구 노은1동(3020054600)","33.7","35.4","34.5"
"대전광역시 유성구 노은2동(3020054700)","33.4","34.8","34.1"
"대전광역시 유성구 신성동(3020055000)","32.9","34.2","33.5"
"대전광역시 유성구 전민동(3020057000)","34.3","35.9","35.1"
"대전광역시 유성구 구즉동(3020058000)","33.6","35.6","34.5"
"대전광역시 유성구 관평동(3020060000)","32.6","33.7","33.1"
"대전광역시 유성구 원신흥동(3020061000)","33.8","36","35"
"대전광역시 대덕구 (3023000000)","38","40","39"
"대전광역시 대덕구 오정동(3023051000)","41.1","42.8","41.9"
"대전광역시 대덕구 대화동(3023052000)","41.1","43.5","42.2"
"대전광역시 대덕구 회덕동(3023052500)","40.5","42.6","41.5"
"대전광역시 대덕구 비래동(3023053300)","38.2","40.3","39.3"
"대전광역시 대덕구 송촌동(3023054300)","34.6","35.7","35.2"
"대전광역시 대덕구 중리동(3023054600)","38.5","40.8","39.6"
"대전광역시 대덕구 신탄진동(3023055000)","40.3","42.8","41.5"
"대전광역시 대덕구 석봉동(3023056000)","35.6","37.2","36.4"
"대전광역시 대덕구 덕암동(3023057000)","37.3","39.3","38.3"
"대전광역시 대덕구 목상동(3023058000)","35.2","36.3","35.7"
"대전광역시 대덕구 법1동(3023060000)","38","42.4","40.3"
"대전광역시 대덕구 법2동(3023061000)","37.2","39.9","38.6"
"울산광역시  (3100000000)","37","38.8","37.9"
"울산광역시 중구 (3111000000)","38.2","40.4","39.3"
"울산광역시 중구 학성동(3111051000)","43","46.1","44.5"
"울산광역시 중구 반구1동(3111052000)","39.4","41.2","40.3"
"울산광역시 중구 반구2동(3111053000)","40.3","42.6","41.4"
"울산광역시 중구 복산1동(3111054000)","41.5","44.2","42.8"
"울산광역시 중구 복산2동(3111055000)","37.9","39.8","38.8"
"울산광역시 중구 중앙동(3111058500)","43.7","47.2","45.4"
"울산광역시 중구 우정동(3111059000)","39.2","41.7","40.4"
"울산광역시 중구 태화동(3111060000)","35.6","37.9","36.8"
"울산광역시 중구 다운동(3111061000)","38.1","40.5","39.3"
"울산광역시 중구 병영1동(3111062000)","37.4","39.8","38.6"
"울산광역시 중구 병영2동(3111063000)","36.7","38.4","37.5"
"울산광역시 중구 약사동(3111064000)","35.9","37.6","36.7"
"울산광역시 중구 성안동(3111065000)","34.3","35.9","35.1"
"울산광역시 남구 (3114000000)","37.1","38.8","38"
"울산광역시 남구 신정1동(3114051000)","41.6","44.6","43.1"
"울산광역시 남구 신정2동(3114052000)","36.6","38.1","37.3"
"울산광역시 남구 신정3동(3114053000)","38.7","40.4","39.5"
"울산광역시 남구 신정4동(3114054000)","36.9","38.5","37.7"
"울산광역시 남구 신정5동(3114055000)","39.7","41.4","40.5"
"울산광역시 남구 달동(3114056000)","37.4","39.8","38.6"
"울산광역시 남구 삼산동(3114057000)","35.7","36.6","36.1"
"울산광역시 남구 삼호동(3114058500)","37.1","39.5","38.3"
"울산광역시 남구 무거동(3114059500)","35.1","36.7","35.9"
"울산광역시 남구 옥동(3114060000)","35.8","38.1","36.9"
"울산광역시 남구 대현동(3114062500)","36.8","38.2","37.5"
"울산광역시 남구 수암동(3114063500)","35.9","37","36.5"
"울산광역시 남구 선암동(3114064000)","37.3","38.4","37.8"
"울산광역시 남구 야음장생포동(3114067000)","43.4","46.4","44.8"
"울산광역시 동구 (3117000000)","36.5","38","37.2"
"울산광역시 동구 방어동(3117051000)","36","37.6","36.7"
"울산광역시 동구 일산동(3117052000)","40.8","43.2","41.9"
"울산광역시 동구 화정동(3117053000)","38.2","40.2","39.2"
"울산광역시 동구 대송동(3117054000)","35.7","36.7","36.2"
"울산광역시 동구 전하1동(3117055000)","36.5","39.2","37.7"
"울산광역시 동구 전하2동(3117056000)","36.2","37.1","36.6"
"울산광역시 동구 남목1동(3117058000)","37.6","39.6","38.5"
"울산광역시 동구 남목2동(3117059000)","35.4","36.4","35.9"
"울산광역시 동구 남목3동(3117060000)","35.7","37.5","36.6"
"울산광역시 북구 (3120000000)","34.7","36","35.3"
"울산광역시 북구 농소1동(3120051000)","35.5","36.8","36.1"
"울산광역시 북구 농소2동(3120052000)","33.9","35.1","34.5"
"울산광역시 북구 농소3동(3120053000)","32.1","33.1","32.6"
"울산광역시 북구 강동동(3120054000)","41.2","45.5","43.2"
"울산광역시 북구 효문동(3120056000)","35.6","37","36.3"
"울산광역시 북구 송정동(3120057000)","34.7","36.2","35.4"
"울산광역시 북구 양정동(3120058000)","35.4","36.7","36"
"울산광역시 북구 염포동(3120059000)","37.1","38.6","37.8"
"울산광역시 울주군 (3171000000)","38","40.1","39"
"울산광역시 울주군 온산읍(3171025000)","37","38.7","37.8"
"울산광역시 울주군 언양읍(3171025300)","37.9","40.3","39.1"
"울산광역시 울주군 온양읍(3171025600)","36.6","38.3","37.4"
"울산광역시 울주군 범서읍(3171025900)","34","35.3","34.6"
"울산광역시 울주군 서생면(3171031000)","43.4","47.2","45.2"
"울산광역시 울주군 청량면(3171033000)","40.3","42.4","41.3"
"울산광역시 울주군 웅촌면(3171034000)","43.9","47.7","45.7"
"울산광역시 울주군 두동면(3171036000)","48.9","53.8","51.3"
"울산광역시 울주군 두서면(3171037000)","50.9","57.4","54.2"
"울산광역시 울주군 상북면(3171038000)","44.8","49.2","47"
"울산광역시 울주군 삼남면(3171039000)","40.8","43.3","42"
"울산광역시 울주군 삼동면(3171040000)","50.4","55.4","52.8"
"세종특별자치시  (3600000000)","37.6","39.5","38.5"
"세종특별자치시  (3611000000)","37.6","39.5","38.5"
"세종특별자치시  조치원읍(3611025000)","37.5","39.1","38.3"
"세종특별자치시  연기면(3611031000)","44.3","49.2","46.6"
"세종특별자치시  연동면(3611032000)","46.4","51.9","49.1"
"세종특별자치시  부강면(3611033000)","42.6","46.3","44.4"
"세종특별자치시  금남면(3611034000)","45.8","49.7","47.7"
