"행정구역","2014년12월_남자 평균연령","2014년12월_여자 평균연령","2014년12월_평균연령"
"경기도 화성시 반월동(4159055000)","33.1","33.6","33.4"
"경기도 화성시 기배동(4159056000)","33.7","34.8","34.2"
"경기도 화성시 화산동(4159057000)","36.6","38.2","37.4"
"경기도 화성시 동탄1동(4159058500)","30.7","31.1","30.9"
"경기도 화성시 동탄2동(4159058600)","31.5","32.6","32.1"
"경기도 화성시 동탄3동(4159058700)","29.8","30.8","30.3"
"경기도 광주시 (4161000000)","38.1","39.2","38.6"
"경기도 광주시 오포읍(4161025000)","37.2","38.3","37.8"
"경기도 광주시 초월읍(4161025300)","37.9","38.6","38.3"
"경기도 광주시 곤지암읍(4161025900)","40.3","41.2","40.7"
"경기도 광주시 도척면(4161033000)","42.6","44.7","43.6"
"경기도 광주시 퇴촌면(4161034000)","42.8","44.9","43.8"
"경기도 광주시 남종면(4161035000)","49.6","52.8","51.1"
"경기도 광주시 중부면(4161036000)","43.8","46.2","44.9"
"경기도 광주시 경안동(4161051000)","37.9","39.2","38.5"
"경기도 광주시 송정동(4161052000)","37.2","38.2","37.7"
"경기도 광주시 광남동(4161053000)","36.9","37.7","37.3"
"경기도 양주시 (4163000000)","38.6","39.9","39.2"
"경기도 양주시 백석읍(4163025000)","39.6","41.2","40.4"
"경기도 양주시 은현면(4163031000)","45.3","47.4","46.2"
"경기도 양주시 남면(4163032000)","44","47.2","45.4"
"경기도 양주시 광적면(4163033000)","42.4","44.2","43.2"
"경기도 양주시 장흥면(4163034000)","44.6","47.4","45.9"
"경기도 양주시 양주1동(4163051000)","45.5","47.2","46.3"
"경기도 양주시 양주2동(4163052000)","34.8","36.1","35.4"
"경기도 양주시 회천1동(4163053000)","39.9","41.5","40.7"
"경기도 양주시 회천2동(4163054000)","38.1","39.6","38.9"
"경기도 양주시 회천3동(4163055000)","35.6","37","36.3"
"경기도 양주시 회천4동(4163056000)","38","38.9","38.4"
"경기도 포천시 (4165000000)","41.1","43.1","42.1"
"경기도 포천시 소흘읍(4165025000)","37.7","38.9","38.3"
"경기도 포천시 군내면(4165031000)","44.7","48.2","46.3"
"경기도 포천시 내촌면(4165032000)","46.3","49.1","47.5"
"경기도 포천시 가산면(4165033000)","45.3","47.2","46.1"
"경기도 포천시 신북면(4165034000)","41.4","43","42.1"
"경기도 포천시 창수면(4165035000)","49.1","52","50.4"
"경기도 포천시 영중면(4165036000)","46.7","49","47.8"
"경기도 포천시 일동면(4165037000)","41.7","45.4","43.5"
"경기도 포천시 이동면(4165038000)","41.9","46.1","43.9"
"경기도 포천시 영북면(4165039000)","44.1","48","46"
"경기도 포천시 관인면(4165040000)","50.4","52.3","51.3"
"경기도 포천시 화현면(4165041000)","45.3","47.9","46.5"
"경기도 포천시 포천동(4165051000)","38.2","40.6","39.4"
"경기도 포천시 선단동(4165052000)","40.2","41.7","40.9"
"경기도 여주시 (4167000000)","41.4","43.8","42.6"
"경기도 여주시 가남읍(4167025000)","40.6","42.6","41.6"
"경기도 여주시 점동면(4167031000)","47.2","51.2","49.1"
"경기도 여주시 흥천면(4167032000)","48","51.5","49.7"
"경기도 여주시 금사면(4167033000)","49.1","51.7","50.4"
"경기도 여주시 능서면(4167034000)","45.7","49.6","47.6"
"경기도 여주시 대신면(4167035000)","47.6","51.7","49.6"
"경기도 여주시 북내면(4167036000)","46","49.4","47.7"
"경기도 여주시 강천면(4167037000)","48.4","51.9","50.1"
"경기도 여주시 산북면(4167038000)","48.4","49.9","49.2"
"경기도 여주시 여흥동(4167051000)","38.6","40.8","39.7"
"경기도 여주시 중앙동(4167052000)","36.6","38.6","37.6"
"경기도 여주시 오학동(4167053000)","36.5","38.3","37.4"
"경기도 연천군 (4180000000)","43.2","47.1","45"
"경기도 연천군 연천읍(4180025000)","44.9","50.5","47.6"
"경기도 연천군 전곡읍(4180025300)","38.5","41.4","39.9"
"경기도 연천군 군남면(4180031000)","48.3","52.9","50.5"
"경기도 연천군 청산면(4180032000)","45.2","50.8","47.9"
"경기도 연천군 백학면(4180033000)","48","51.4","49.6"
"경기도 연천군 미산면(4180034000)","50","54.5","52.2"
"경기도 연천군 왕징면(4180035000)","50.7","56.5","53.5"
"경기도 연천군 신서면(4180036000)","48.4","53","50.6"
"경기도 연천군 중면(4180037000)","37.5","50.1","42.1"
"경기도 연천군 장남면(4180038000)","49.4","54.6","52"
"경기도 가평군 (4182000000)","44.4","47.3","45.8"
"경기도 가평군 가평읍(4182025000)","42.7","45.3","43.9"
"경기도 가평군 설악면(4182031000)","45.8","47.9","46.8"
"경기도 가평군 청평면(4182032500)","44.1","46.9","45.5"
"경기도 가평군 상면(4182033000)","47","51.8","49.3"
"경기도 가평군 하면(4182034000)","43.7","46.4","45"
"경기도 가평군 북면(4182035000)","48.9","53.9","51.3"
"경기도 양평군 (4183000000)","43.8","46.7","45.3"
"경기도 양평군 양평읍(4183025000)","39","41.2","40.1"
"경기도 양평군 강상면(4183031000)","42","43.9","42.9"
"경기도 양평군 강하면(4183032000)","47.6","50.6","49.1"
"경기도 양평군 양서면(4183033000)","44.7","46.9","45.8"
"경기도 양평군 옥천면(4183034000)","43.8","47.1","45.4"
"경기도 양평군 서종면(4183035000)","45.2","47.8","46.5"
"경기도 양평군 단월면(4183036000)","48.8","53.4","51"
"경기도 양평군 청운면(4183037000)","50.9","54.9","52.9"
"경기도 양평군 양동면(4183038000)","50.8","55.1","53"
"경기도 양평군 지평면(4183039500)","48.7","53.1","50.9"
"경기도 양평군 용문면(4183040000)","44.1","47.1","45.6"
"경기도 양평군 개군면(4183041000)","46.7","50.2","48.4"
"강원도  (4200000000)","40.8","43.9","42.4"
"강원도 춘천시 (4211000000)","39.5","42.2","40.9"
"강원도 춘천시 신북읍(4211025000)","45.4","49","47.2"
"강원도 춘천시 동면(4211031000)","36.5","39","37.8"
"강원도 춘천시 동산면(4211032000)","50.6","55.3","52.8"
"강원도 춘천시 신동면(4211033000)","47.2","50.8","49"
"강원도 춘천시 남면(4211034000)","53.9","58","55.9"
"강원도 춘천시 서면(4211035000)","50.1","56.1","53.1"
"강원도 춘천시 사북면(4211036000)","50","54.1","52"
"강원도 춘천시 북산면(4211038000)","56.9","58","57.4"
"강원도 춘천시 동내면(4211039000)","37.9","40.4","39.2"
"강원도 춘천시 남산면(4211040000)","48.2","52.3","50.1"
"강원도 춘천시 교동(4211052000)","43","45.6","44.3"
"강원도 춘천시 조운동(4211053000)","45","48.4","46.7"
"강원도 춘천시 약사명동(4211054500)","44.8","49.3","47.1"
"강원도 춘천시 근화동(4211057000)","42.3","46.1","44.2"
"강원도 춘천시 소양동(4211058000)","39.8","43.5","41.7"
"강원도 춘천시 후평1동(4211060000)","41.6","44.1","42.8"
"강원도 춘천시 후평2동(4211061000)","38.4","41.2","39.9"
"강원도 춘천시 후평3동(4211061100)","39","42.4","40.8"
"강원도 춘천시 효자1동(4211062000)","41.2","43.9","42.6"
"강원도 춘천시 효자2동(4211063000)","42.5","46.9","44.6"
"강원도 춘천시 효자3동(4211064000)","43.1","44.5","43.8"
"강원도 춘천시 석사동(4211065000)","36.7","38.6","37.6"
"강원도 춘천시 퇴계동(4211066000)","36.7","39.1","37.9"
"강원도 춘천시 강남동(4211067500)","39.8","42.2","41"
"강원도 춘천시 신사우동(4211070500)","37.1","39.7","38.4"
"강원도 원주시 (4213000000)","38.4","40.8","39.6"
"강원도 원주시 문막읍(4213025000)","38.8","41","39.9"
"강원도 원주시 소초면(4213031000)","43.4","46.2","44.7"
"강원도 원주시 호저면(4213032000)","48.1","52.2","50.1"
"강원도 원주시 지정면(4213033000)","48","53.2","50.5"
"강원도 원주시 부론면(4213035000)","52.7","57.9","55.2"
"강원도 원주시 귀래면(4213036000)","52.5","55.1","53.8"
"강원도 원주시 흥업면(4213037000)","40.5","42.4","41.4"
"강원도 원주시 판부면(4213038000)","40.6","42.4","41.5"
"강원도 원주시 신림면(4213039000)","50.4","54.3","52.3"
"강원도 원주시 중앙동(4213051500)","48.6","52.7","50.6"
"강원도 원주시 원인동(4213052000)","41","44.5","42.8"
"강원도 원주시 개운동(4213053000)","39.5","42.1","40.9"
"강원도 원주시 명륜1동(4213054100)","40.6","42.7","41.7"
"강원도 원주시 명륜2동(4213054200)","38.2","41.1","39.7"
"강원도 원주시 단구동(4213055000)","35","37.1","36"
"강원도 원주시 일산동(4213056000)","40.8","43.7","42.3"
"강원도 원주시 학성동(4213057500)","43.1","46.9","45"
"강원도 원주시 단계동(4213059000)","38.3","40.8","39.6"
"강원도 원주시 우산동(4213060000)","38.2","40.3","39.2"
"강원도 원주시 태장1동(4213061000)","36.6","38.8","37.7"
"강원도 원주시 태장2동(4213062000)","37.6","39.7","38.6"
"강원도 원주시 봉산동(4213063500)","42","45.8","43.9"
"강원도 원주시 행구동(4213065000)","38.4","41.2","39.8"
"강원도 원주시 무실동(4213066000)","34.4","36.6","35.6"
"강원도 원주시 반곡관설동(4213067500)","34.3","35.3","34.8"
"강원도 강릉시 (4215000000)","40.9","44.2","42.6"
"강원도 강릉시 주문진읍(4215025000)","45.6","50.3","48"
"강원도 강릉시 성산면(4215031000)","47.4","53.2","50.2"
"강원도 강릉시 왕산면(4215032000)","52.9","57.1","54.8"
"강원도 강릉시 구정면(4215033000)","46.6","52.2","49.3"
"강원도 강릉시 강동면(4215034000)","47.8","54.3","50.9"
"강원도 강릉시 옥계면(4215035000)","47.2","53.6","50.4"
"강원도 강릉시 사천면(4215036000)","46.1","50.3","48.1"
"강원도 강릉시 연곡면(4215037000)","44.3","46.6","45.5"
"강원도 강릉시 홍제동(4215051000)","41.2","44.7","43"
"강원도 강릉시 중앙동(4215052000)","45.9","50.1","48"
"강원도 강릉시 옥천동(4215054000)","47.1","50.1","48.6"
"강원도 강릉시 교1동(4215055000)","37","39.3","38.2"
"강원도 강릉시 교2동(4215056000)","42.2","44.9","43.6"
"강원도 강릉시 포남1동(4215057100)","42.3","45.4","43.9"
"강원도 강릉시 포남2동(4215057200)","39.4","42.3","40.9"
"강원도 강릉시 초당동(4215058000)","39","42.1","40.6"
"강원도 강릉시 송정동(4215059000)","38.9","41.9","40.4"
"강원도 강릉시 내곡동(4215060000)","37.2","39.3","38.2"
"강원도 강릉시 강남동(4215061500)","41.6","45.2","43.4"
"강원도 강릉시 성덕동(4215064500)","35.7","38.7","37.2"
"강원도 강릉시 경포동(4215066500)","42.7","46.5","44.6"
"강원도 동해시 (4217000000)","40.1","43.2","41.6"
"강원도 동해시 천곡동(4217051000)","37.4","39.5","38.5"
"강원도 동해시 송정동(4217052000)","43","48.3","45.5"
"강원도 동해시 북삼동(4217053000)","35.5","37.7","36.5"
"강원도 동해시 부곡동(4217054000)","43.6","47.2","45.4"
"강원도 동해시 동호동(4217055000)","44.6","48.1","46.3"
"강원도 동해시 발한동(4217057000)","47","51.5","49.3"
"강원도 동해시 묵호동(4217059000)","48.4","53.3","50.9"
"강원도 동해시 북평동(4217060000)","41.3","45.1","43.2"
"강원도 동해시 망상동(4217063000)","48.6","54.4","51.4"
"강원도 동해시 삼화동(4217065000)","44.4","49.5","46.8"
"강원도 태백시 (4219000000)","42.3","45.1","43.7"
"강원도 태백시 황지동(4219051500)","42","45.1","43.6"
"강원도 태백시 황연동(4219052500)","45.1","48.1","46.6"
"강원도 태백시 삼수동(4219053500)","43","45.9","44.4"
"강원도 태백시 상장동(4219054000)","36.8","38.8","37.8"
"강원도 태백시 문곡소도동(4219058500)","46.7","48.5","47.6"
"강원도 태백시 장성동(4219059500)","46.2","49.5","47.8"
"강원도 태백시 구문소동(4219060500)","46.1","52.3","49"
"강원도 태백시 철암동(4219061500)","49.7","53.1","51.4"
"강원도 속초시 (4221000000)","40.3","43.3","41.9"
"강원도 속초시 영랑동(4221051000)","44","48.1","46"
"강원도 속초시 동명동(4221052000)","46.3","49.1","47.7"
"강원도 속초시 금호동(4221054000)","44","48.5","46.3"
"강원도 속초시 교동(4221056000)","40.6","43.6","42.1"
"강원도 속초시 노학동(4221057000)","38.9","41.5","40.2"
"강원도 속초시 조양동(4221058000)","36.3","38.9","37.6"
"강원도 속초시 청호동(4221059000)","47.3","52.2","49.7"
"강원도 속초시 대포동(4221060000)","47.3","51.8","49.5"
"강원도 삼척시 (4223000000)","42.1","46.2","44.1"
"강원도 삼척시 도계읍(4223025000)","40.8","43.3","42"
"강원도 삼척시 원덕읍(4223025300)","47.6","55.5","51.3"
"강원도 삼척시 원덕읍임원출장소(4223025400)","48.9","55.5","52.2"
"강원도 삼척시 근덕면(4223031000)","48.4","57.5","52.8"
"강원도 삼척시 하장면(4223032000)","50.4","53.7","51.9"
"강원도 삼척시 노곡면(4223033000)","54.6","63.4","58.7"
"강원도 삼척시 미로면(4223034000)","49","56.2","52.5"
"강원도 삼척시 가곡면(4223035000)","51.3","58.8","55"
"강원도 삼척시 신기면(4223036000)","52.6","58","55"
"강원도 삼척시 남양동(4223051000)","44.5","48.1","46.3"
"강원도 삼척시 교동(4223053000)","34.6","37.3","35.9"
"강원도 삼척시 정라동(4223054000)","38.5","41.5","39.9"
"강원도 삼척시 성내동(4223057000)","41.8","45.6","43.7"
"강원도 홍천군 (4272000000)","43.8","46.8","45.3"
"강원도 홍천군 홍천읍(4272025000)","39","41.6","40.3"
"강원도 홍천군 화촌면(4272031000)","49.5","54.9","52"
"강원도 홍천군 두촌면(4272032000)","52.8","56.3","54.5"
"강원도 홍천군 내촌면(4272033000)","51","55.7","53.3"
"강원도 홍천군 서석면(4272034000)","48.2","51.4","49.8"
"강원도 홍천군 동면(4272035000)","51.2","55","53"
"강원도 홍천군 남면(4272036000)","42.9","46.3","44.5"
"강원도 홍천군 서면(4272037000)","50.6","54.3","52.4"
"강원도 홍천군 북방면(4272038000)","48.9","52.8","50.7"
"강원도 홍천군 내면(4272039000)","49.2","50.7","49.9"
"강원도 횡성군 (4273000000)","45.8","49.2","47.4"
"강원도 횡성군 횡성읍(4273025000)","41","43.9","42.5"
"강원도 횡성군 우천면(4273031000)","49.2","53.1","51.1"
"강원도 횡성군 안흥면(4273032000)","45.8","49.3","47.5"
"강원도 횡성군 둔내면(4273033000)","47","50.5","48.7"
"강원도 횡성군 갑천면(4273034000)","53.1","57.1","55"
"강원도 횡성군 청일면(4273035000)","52.7","57.4","55.1"
"강원도 횡성군 공근면(4273036000)","51.6","55.6","53.5"
"강원도 횡성군 서원면(4273037000)","50.5","54.9","52.6"
"강원도 횡성군 강림면(4273038000)","51.1","55.5","53.2"
"강원도 영월군 (4275000000)","45.6","49.7","47.6"
"강원도 영월군 영월읍(4275025000)","41.3","45.1","43.2"
"강원도 영월군 상동읍(4275025300)","52.2","57.7","54.9"
"강원도 영월군 중동면(4275031000)","51","55.7","53.3"
"강원도 영월군 김삿갓면(4275032500)","50.5","55.6","53.1"
"강원도 영월군 북면(4275033000)","50.8","55.7","53.1"
"강원도 영월군 남면(4275034000)","50.4","56.5","53.3"
"강원도 영월군 한반도면(4275035500)","48.1","52.5","50.2"
"강원도 영월군 한반도면쌍용출장소(4275035900)","51","55.2","53"
"강원도 영월군 주천면(4275036000)","49.4","54.5","52"
"강원도 영월군 수주면(4275037000)","53.5","54.9","54.2"
"강원도 평창군 (4276000000)","45","48.3","46.6"
"강원도 평창군 평창읍(4276025000)","44","47","45.5"
"강원도 평창군 미탄면(4276031000)","47.9","53.5","50.5"
"강원도 평창군 방림면(4276032000)","49.8","54.1","52"
"강원도 평창군 방림면계촌출장소(4276032500)","50.4","53.7","52"
"강원도 평창군 대화면(4276033000)","46.4","49.9","48.2"
"강원도 평창군 봉평면(4276034000)","43.8","46.8","45.2"
"강원도 평창군 용평면(4276035000)","47.3","49.6","48.4"
"강원도 평창군 진부면(4276036000)","44.5","47.9","46.2"
"강원도 평창군 대관령면(4276038000)","43","46.4","44.6"
"강원도 정선군 (4277000000)","45.2","48.4","46.8"
"강원도 정선군 정선읍(4277025000)","41.9","45.1","43.5"
"강원도 정선군 고한읍(4277025300)","44.7","45.7","45.2"
"강원도 정선군 사북읍(4277025600)","41.9","44.3","43"
"강원도 정선군 신동읍(4277025900)","48.8","53","50.7"
"강원도 정선군 신동읍함백출장소(4277026000)","48.4","52.5","50.5"
"강원도 정선군 남면(4277032000)","45.4","48.7","46.9"
"강원도 정선군 북평면(4277034000)","48.1","52.1","50.1"
"강원도 정선군 임계면(4277035000)","50.5","54.8","52.6"
"강원도 정선군 화암면(4277036000)","48.8","54","51.3"
"강원도 정선군 여량면(4277037000)","50.3","54.8","52.5"
"강원도 철원군 (4278000000)","40.6","44.8","42.6"
"강원도 철원군 철원읍(4278025000)","41","45.4","43.2"
"강원도 철원군 김화읍(4278025300)","39.5","44.5","41.8"
"강원도 철원군 갈말읍(4278025600)","40.8","45","42.8"
"강원도 철원군 동송읍(4278025900)","40.7","43.7","42.2"
"강원도 철원군 서면(4278031000)","38","46.1","41.6"
"강원도 철원군 서면와수출장소(4278031500)","40.4","45.4","42.8"
"강원도 철원군 근남면(4278032000)","41.1","47","43.9"
"강원도 철원군 근북면(4278033000)","54.9","60.8","57.8"
"강원도 화천군 (4279000000)","38.7","44.2","41.1"
"강원도 화천군 화천읍(4279025000)","38.2","41.9","40"
"강원도 화천군 간동면(4279031000)","48.2","52.8","50.4"
"강원도 화천군 하남면(4279032000)","43.8","47.5","45.6"
"강원도 화천군 상서면(4279033000)","35.3","45.6","39"
"강원도 화천군 사내면(4279034000)","37","41.5","39"
"강원도 양구군 (4280000000)","39.1","43.6","41.2"
"강원도 양구군 양구읍(4280025000)","36.9","39.8","38.3"
"강원도 양구군 남면(4280031000)","44.2","52","47.8"
"강원도 양구군 동면(4280032000)","39.4","49.2","43.3"
"강원도 양구군 방산면(4280033000)","40.1","50.2","44.1"
"강원도 양구군 해안면(4280034000)","45.5","49.7","47.4"
"강원도 인제군 (4281000000)","40.7","44.1","42.3"
"강원도 인제군 인제읍(4281025000)","39.8","42.9","41.3"
"강원도 인제군 인제읍귀둔출장소(4281025100)","46.3","47.9","47.1"
"강원도 인제군 남면(4281031000)","41.8","45.2","43.4"
"강원도 인제군 북면(4281032000)","40.4","43.7","42"
"강원도 인제군 기린면(4281033000)","41.6","44.2","42.8"
"강원도 인제군 서화면(4281034000)","36.5","42.3","39"
"강원도 인제군 상남면(4281035000)","48","51.5","49.7"
"강원도 고성군 (4282000000)","42.9","49.4","45.9"
"강원도 고성군 간성읍(4282025000)","38.6","44","41"
"강원도 고성군 거진읍(4282025300)","46.4","52.7","49.5"
"강원도 고성군 현내면(4282031000)","49.3","55.1","52.2"
"강원도 고성군 죽왕면(4282032000)","44.1","51.9","47.8"
"강원도 고성군 토성면(4282033000)","41.5","47.9","44.4"
"강원도 양양군 (4283000000)","45.6","49.7","47.6"
"강원도 양양군 양양읍(4283025000)","41.8","44.9","43.3"
"강원도 양양군 서면(4283031000)","48.1","52.1","50.1"
"강원도 양양군 손양면(4283032000)","48.7","53.3","51"
"강원도 양양군 현북면(4283033000)","48.5","53.1","50.7"
"강원도 양양군 현남면(4283034000)","50.4","56","53.2"
"강원도 양양군 강현면(4283035000)","46.9","51.8","49.3"
"충청북도  (4300000000)","39.4","42.2","40.8"
"충청북도 청주시 (4311000000)","36.8","39.1","37.9"
"충청북도 청주시 상당구 (4311100000)","38.3","41","39.6"
"충청북도 청주시 상당구 낭성면(4311131000)","51.1","55.1","53.1"
"충청북도 청주시 상당구 미원면(4311132000)","50.1","56","53"
"충청북도 청주시 상당구 가덕면(4311133000)","48.7","53.9","51.2"
"충청북도 청주시 상당구 남일면(4311134000)","42.2","45.9","44"
"충청북도 청주시 상당구 문의면(4311135000)","47.8","52.7","50.2"
"충청북도 청주시 상당구 중앙동(4311152500)","42.8","46.4","44.6"
"충청북도 청주시 상당구 성안동(4311154500)","46.6","49.9","48.3"
"충청북도 청주시 상당구 탑대성동(4311162000)","41.2","44.6","42.9"
"충청북도 청주시 상당구 영운동(4311167000)","39.5","42.2","40.8"
"충청북도 청주시 상당구 금천동(4311168000)","35.7","37.9","36.8"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","35.5","37.7","36.6"
"충청북도 청주시 상당구 용암1동(4311172000)","34.9","37.2","36.1"
"충청북도 청주시 상당구 용암2동(4311173000)","35.3","37.3","36.3"
"충청북도 청주시 서원구 (4311200000)","36.7","39.2","38"
"충청북도 청주시 서원구 남이면(4311231000)","45.4","48.7","46.9"
"충청북도 청주시 서원구 현도면(4311232000)","50.3","56.1","53.2"
"충청북도 청주시 서원구 사직1동(4311251000)","42.3","44.8","43.5"
"충청북도 청주시 서원구 사직2동(4311252000)","36.8","38.9","37.9"
"충청북도 청주시 서원구 사창동(4311253000)","38.6","41","39.8"
"충청북도 청주시 서원구 모충동(4311254000)","40.7","43.6","42.1"
"충청북도 청주시 서원구 산남동(4311255000)","33","34.9","34"
"충청북도 청주시 서원구 분평동(4311256000)","33.4","35.8","34.6"
"충청북도 청주시 서원구 수곡1동(4311257000)","39.9","43.3","41.6"
"충청북도 청주시 서원구 수곡2동(4311258000)","39.2","43.1","41.2"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","33.7","36","34.9"
"충청북도 청주시 흥덕구 (4311300000)","36","37.8","36.9"
"충청북도 청주시 흥덕구 오송읍(4311325000)","36.1","37.8","37"
"충청북도 청주시 흥덕구 강내면(4311331000)","39.8","42","40.9"
"충청북도 청주시 흥덕구 옥산면(4311332000)","40.8","43.8","42.2"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","37.6","39.9","38.7"
"충청북도 청주시 흥덕구 복대1동(4311374100)","32.8","33.9","33.3"
"충청북도 청주시 흥덕구 복대2동(4311374200)","38.3","41.2","39.7"
"충청북도 청주시 흥덕구 가경동(4311374700)","34.6","36.5","35.6"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","38.7","40.5","39.5"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","34.7","35.9","35.3"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","37.7","39.8","38.7"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","42.9","46.8","44.8"
"충청북도 청주시 청원구 (4311400000)","36.4","38.8","37.6"
"충청북도 청주시 청원구 내수읍(4311425000)","37.8","41","39.4"
"충청북도 청주시 청원구 오창읍(4311425300)","33","34.3","33.6"
"충청북도 청주시 청원구 북이면(4311431000)","48.9","54.5","51.5"
"충청북도 청주시 청원구 우암동(4311451000)","42.4","45.7","44"
"충청북도 청주시 청원구 내덕1동(4311452000)","41.7","45.1","43.4"
"충청북도 청주시 청원구 내덕2동(4311453000)","40.6","44.2","42.4"
"충청북도 청주시 청원구 율량.사천동(4311454000)","34.8","37","35.9"
"충청북도 청주시 청원구 오근장동(4311455000)","34.5","36.4","35.5"
"충청북도 충주시 (4313000000)","40.6","43.6","42.1"
"충청북도 충주시 주덕읍(4313025000)","46.7","51.2","48.9"
"충청북도 충주시 살미면(4313031000)","50.3","55.2","52.7"
"충청북도 충주시 수안보면(4313032500)","48","53.4","50.6"
"충청북도 충주시 대소원면(4313033500)","45.7","50","47.6"
"충청북도 충주시 신니면(4313035000)","50.9","55.3","53"
"충청북도 충주시 노은면(4313036000)","51.6","56.7","54.2"
"충청북도 충주시 앙성면(4313037000)","50.5","54.9","52.7"
"충청북도 충주시 중앙탑면(4313038500)","48.8","53.1","50.9"
"충청북도 충주시 금가면(4313039000)","39.7","42.8","41.2"
"충청북도 충주시 동량면(4313040000)","49.3","53.5","51.4"
"충청북도 충주시 산척면(4313041000)","49.4","55.4","52.3"
"충청북도 충주시 엄정면(4313042000)","51.2","55.3","53.2"
"충청북도 충주시 소태면(4313043000)","51.3","56.1","53.6"
"충청북도 충주시 성내.충인동(4313051500)","44.3","48.7","46.5"
"충청북도 충주시 교현.안림동(4313053500)","39.3","42.5","40.9"
"충청북도 충주시 교현2동(4313054000)","41.7","44.9","43.3"
"충청북도 충주시 용산동(4313055000)","35.7","38.4","37.1"
"충청북도 충주시 지현동(4313056000)","42.2","44.8","43.5"
"충청북도 충주시 문화동(4313057100)","43.1","46.2","44.6"
"충청북도 충주시 호암.직동(4313058000)","36.3","39.5","37.9"
"충청북도 충주시 달천동(4313060500)","45.3","49.4","47.2"
"충청북도 충주시 봉방동(4313061000)","40","42.1","41.1"
"충청북도 충주시 칠금.금릉동(4313062500)","35.8","37.4","36.6"
"충청북도 충주시 연수동(4313063000)","36.6","39.3","38"
"충청북도 충주시 목행.용탄동(4313064000)","36.5","38.5","37.5"
"충청북도 제천시 (4315000000)","41.5","44.3","42.9"
"충청북도 제천시 봉양읍(4315025000)","47.7","50.8","49.2"
"충청북도 제천시 금성면(4315031000)","49.8","55.2","52.3"
"충청북도 제천시 청풍면(4315032000)","53.2","57.4","55.2"
"충청북도 제천시 수산면(4315033000)","54.3","58.5","56.4"
"충청북도 제천시 덕산면(4315034000)","51.3","56.4","53.8"
"충청북도 제천시 한수면(4315035000)","47.7","54.1","50.8"
"충청북도 제천시 백운면(4315036000)","51.7","56.4","54"
"충청북도 제천시 송학면(4315038000)","48.8","53.4","51"
"충청북도 제천시 교동(4315051000)","36.6","38.3","37.4"
"충청북도 제천시 의암동(4315051700)","37.7","39.9","38.8"
"충청북도 제천시 인성동(4315052700)","43.8","46.9","45.3"
"충청북도 제천시 남현동(4315053700)","43.5","46.9","45.2"
"충청북도 제천시 영서동(4315054700)","43.7","46.5","45.1"
"충청북도 제천시 용두동(4315056000)","37.2","40.2","38.7"
"충청북도 제천시 신백동(4315057700)","37.5","40.1","38.8"
"충청북도 제천시 청전동(4315059000)","41.7","44.5","43.1"
"충청북도 제천시 화산동(4315060500)","42.2","45","43.6"
"충청북도 보은군 (4372000000)","47.5","52.4","49.9"
"충청북도 보은군 보은읍(4372025000)","42.4","46.4","44.4"
"충청북도 보은군 속리산면(4372031500)","50.1","54.7","52.3"
"충청북도 보은군 장안면(4372032500)","51.4","56.7","54.1"
"충청북도 보은군 마로면(4372033000)","52.7","57.8","55.3"
"충청북도 보은군 탄부면(4372034000)","54","60","57.1"
"충청북도 보은군 삼승면(4372035000)","49.2","55.3","52.3"
"충청북도 보은군 수한면(4372036000)","51","57.6","54.3"
"충청북도 보은군 회남면(4372037000)","53.7","58.5","56.1"
"충청북도 보은군 회인면(4372038500)","51.8","58.7","55.3"
"충청북도 보은군 내북면(4372039000)","51.6","57.5","54.5"
"충청북도 보은군 산외면(4372040000)","53.1","56.2","54.6"
"충청북도 옥천군 (4373000000)","45","49","47"
"충청북도 옥천군 옥천읍(4373025000)","39.8","42.7","41.2"
"충청북도 옥천군 동이면(4373031000)","51","55.7","53.2"
"충청북도 옥천군 안남면(4373032000)","52.9","59.9","56.5"
"충청북도 옥천군 안내면(4373033000)","53.1","58.7","55.9"
"충청북도 옥천군 청성면(4373034000)","55.2","61.6","58.4"
"충청북도 옥천군 청산면(4373035000)","52.7","57.6","55.3"
"충청북도 옥천군 이원면(4373036000)","50.2","56","53.1"
"충청북도 옥천군 군서면(4373037000)","51.8","57.2","54.5"
"충청북도 옥천군 군북면(4373038000)","50.1","54","52"
"충청북도 영동군 (4374000000)","45.5","50","47.8"
"충청북도 영동군 영동읍(4374025000)","39.5","43","41.3"
"충청북도 영동군 용산면(4374031000)","49.3","53.3","51.3"
"충청북도 영동군 황간면(4374032000)","47.8","52.5","50.2"
"충청북도 영동군 추풍령면(4374033500)","49.9","55.5","52.7"
"충청북도 영동군 매곡면(4374034000)","50.7","58.1","54.4"
"충청북도 영동군 상촌면(4374035000)","53.1","58.7","56"
"충청북도 영동군 양강면(4374036000)","48.6","54.1","51.3"
"충청북도 영동군 용화면(4374037000)","52.1","56.9","54.5"
"충청북도 영동군 학산면(4374038000)","52.5","58.5","55.6"
"충청북도 영동군 양산면(4374039000)","50.8","56.2","53.5"
