"행정구역","2011년12월_남자 평균연령","2011년12월_여자 평균연령","2011년12월_평균연령"
"강원도 양구군 방산면(4280033000)","38.8","46.1","42"
"강원도 양구군 해안면(4280034000)","43.3","46.9","44.9"
"강원도 인제군 (4281000000)","39.2","42.9","40.9"
"강원도 인제군 인제읍(4281025000)","38.6","41.5","40"
"강원도 인제군 인제읍귀둔출장소(4281025100)","43.5","45.9","44.6"
"강원도 인제군 남면(4281031000)","40.8","44.9","42.8"
"강원도 인제군 북면(4281032000)","39.5","42.9","41.1"
"강원도 인제군 기린면(4281033000)","39.8","42.8","41.2"
"강원도 인제군 서화면(4281034000)","34.1","40.6","36.9"
"강원도 인제군 상남면(4281035000)","45.4","49.4","47.3"
"강원도 고성군 (4282000000)","42.1","47.7","44.8"
"강원도 고성군 간성읍(4282025000)","37.6","42.6","39.9"
"강원도 고성군 거진읍(4282025300)","45.1","50.4","47.7"
"강원도 고성군 현내면(4282031000)","46.9","52.2","49.6"
"강원도 고성군 죽왕면(4282032000)","43.4","49.8","46.5"
"강원도 고성군 토성면(4282033000)","41.2","46.7","43.8"
"강원도 양양군 (4283000000)","43.5","47.5","45.4"
"강원도 양양군 양양읍(4283025000)","39.8","43","41.3"
"강원도 양양군 서면(4283031000)","46.8","50.4","48.6"
"강원도 양양군 손양면(4283032000)","46.6","50.7","48.6"
"강원도 양양군 현북면(4283033000)","44.8","50.4","47.5"
"강원도 양양군 현남면(4283034000)","47.6","52.7","50.2"
"강원도 양양군 강현면(4283035000)","45.2","49.6","47.3"
"충청북도  (4300000000)","38","40.8","39.4"
"충청북도 청주시 (4311000000)","34.8","37.1","36"
"충청북도 청주시 상당구 (4311100000)","35.8","38.3","37.1"
"충청북도 청주시 상당구 중앙동(4311152500)","42.3","45.8","44"
"충청북도 청주시 상당구 성안동(4311154500)","44.4","47.7","46"
"충청북도 청주시 상당구 우암동(4311158000)","40.6","43.4","42"
"충청북도 청주시 상당구 내덕제1동(4311159000)","39.7","42.7","41.1"
"충청북도 청주시 상당구 내덕제2동(4311160000)","38.5","41.6","40"
"충청북도 청주시 상당구 율량.사천동(4311161000)","33.4","35.5","34.5"
"충청북도 청주시 상당구 탑대성동(4311162000)","39.3","43.1","41.2"
"충청북도 청주시 상당구 영운동(4311167000)","37.5","39.9","38.7"
"충청북도 청주시 상당구 금천동(4311168000)","34.3","36.5","35.4"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","34.1","36.4","35.3"
"충청북도 청주시 상당구 용암1동(4311172000)","33.5","36","34.8"
"충청북도 청주시 상당구 용암2동(4311173000)","33.5","35.4","34.5"
"충청북도 청주시 상당구 오근장동(4311179000)","42.5","47.5","44.9"
"충청북도 청주시 흥덕구 (4311300000)","34.3","36.4","35.3"
"충청북도 청주시 흥덕구 사직제1동(4311363000)","40.4","42.6","41.5"
"충청북도 청주시 흥덕구 사직제2동(4311364000)","35.1","37.1","36.1"
"충청북도 청주시 흥덕구 사창동(4311365000)","37.3","39.6","38.4"
"충청북도 청주시 흥덕구 모충동(4311366000)","38.6","41.1","39.9"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","35.4","37.7","36.5"
"충청북도 청주시 흥덕구 산남동(4311372200)","31.5","33.5","32.5"
"충청북도 청주시 흥덕구 분평동(4311372300)","31.4","34","32.7"
"충청북도 청주시 흥덕구 수곡1동(4311372700)","38.2","41.1","39.7"
"충청북도 청주시 흥덕구 수곡2동(4311372800)","36.4","40.4","38.4"
"충청북도 청주시 흥덕구 복대1동(4311374100)","31.4","32.5","32"
"충청북도 청주시 흥덕구 복대2동(4311374200)","36.6","39.5","38"
"충청북도 청주시 흥덕구 가경동(4311374700)","32.7","34.5","33.7"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","36.9","38.9","37.9"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","33.4","34.8","34.1"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","36","38.4","37.2"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","43.3","44.6","44"
"충청북도 청주시 흥덕구 성화.개신.죽림동(4311378000)","32.6","34.9","33.8"
"충청북도 충주시 (4313000000)","38.9","42","40.5"
"충청북도 충주시 주덕읍(4313025000)","44.5","49.1","46.8"
"충청북도 충주시 살미면(4313031000)","48.6","53.4","50.9"
"충청북도 충주시 수안보면(4313032500)","45.8","51","48.3"
"충청북도 충주시 이류면(4313033000)","45","49.1","46.9"
"충청북도 충주시 신니면(4313035000)","47.8","52.4","50"
"충청북도 충주시 노은면(4313036000)","49.3","54.9","52.1"
"충청북도 충주시 앙성면(4313037000)","47.8","52.1","49.9"
"충청북도 충주시 가금면(4313038000)","46.8","51.3","49"
"충청북도 충주시 금가면(4313039000)","38","42.1","39.9"
"충청북도 충주시 동량면(4313040000)","47.1","50.9","49"
"충청북도 충주시 산척면(4313041000)","47.2","53","50"
"충청북도 충주시 엄정면(4313042000)","49","52.9","50.9"
"충청북도 충주시 소태면(4313043000)","49.3","53.7","51.4"
"충청북도 충주시 성내.충인동(4313051500)","43.4","47.4","45.4"
"충청북도 충주시 교현.안림동(4313053500)","37.7","40.6","39.1"
"충청북도 충주시 교현2동(4313054000)","39.4","42.8","41.1"
"충청북도 충주시 용산동(4313055000)","34.3","37.3","35.8"
"충청북도 충주시 지현동(4313056000)","41.6","45.1","43.3"
"충청북도 충주시 문화동(4313057100)","40.8","43.9","42.4"
"충청북도 충주시 호암.직동(4313058000)","35.1","37.8","36.4"
"충청북도 충주시 달천동(4313060500)","42.6","45.7","44.1"
"충청북도 충주시 봉방동(4313061000)","40.4","43.3","41.8"
"충청북도 충주시 칠금.금릉동(4313062500)","33.6","35.3","34.4"
"충청북도 충주시 연수동(4313063000)","34.9","37.7","36.3"
"충청북도 충주시 목행.용탄동(4313064000)","35","37.3","36.1"
"충청북도 제천시 (4315000000)","39.8","42.6","41.2"
"충청북도 제천시 봉양읍(4315025000)","45.2","48.7","46.9"
"충청북도 제천시 금성면(4315031000)","48.3","52.2","50.2"
"충청북도 제천시 청풍면(4315032000)","50.9","56.1","53.4"
"충청북도 제천시 수산면(4315033000)","53.1","56.7","54.8"
"충청북도 제천시 덕산면(4315034000)","48.9","55.1","51.9"
"충청북도 제천시 한수면(4315035000)","47.7","52.4","50"
"충청북도 제천시 백운면(4315036000)","49.9","54.5","52.2"
"충청북도 제천시 송학면(4315038000)","46.4","50.9","48.5"
"충청북도 제천시 교동(4315051000)","34.6","36.4","35.5"
"충청북도 제천시 의암동(4315051700)","35.8","37.8","36.8"
"충청북도 제천시 인성동(4315052700)","42.3","45.2","43.8"
"충청북도 제천시 남현동(4315053700)","41.9","45.2","43.6"
"충청북도 제천시 영서동(4315054700)","42.2","44","43.1"
"충청북도 제천시 용두동(4315056000)","35.8","39.5","37.6"
"충청북도 제천시 신백동(4315057700)","35.8","38.3","37.1"
"충청북도 제천시 청전동(4315059000)","39.9","42.5","41.2"
"충청북도 제천시 화산동(4315060500)","40.9","43.9","42.4"
"충청북도 청원군 (4371000000)","38","40.8","39.3"
"충청북도 청원군 내수읍(4371025000)","36.1","39.3","37.7"
"충청북도 청원군 오창읍(4371025300)","32.3","33.9","33.1"
"충청북도 청원군 낭성면(4371031000)","48.5","52.7","50.5"
"충청북도 청원군 미원면(4371032000)","47.9","53.9","50.8"
"충청북도 청원군 가덕면(4371033000)","46","50.9","48.3"
"충청북도 청원군 남일면(4371034000)","40.5","44.2","42.3"
"충청북도 청원군 남이면(4371035000)","42.7","45.9","44.2"
"충청북도 청원군 문의면(4371036000)","45.3","49.5","47.3"
"충청북도 청원군 현도면(4371037000)","47.9","54.2","51"
"충청북도 청원군 부용면(4371038000)","41","45","42.9"
"충청북도 청원군 강내면(4371039000)","38.1","40.2","39.1"
"충청북도 청원군 강외면(4371040000)","35.6","37.7","36.7"
"충청북도 청원군 옥산면(4371041000)","38.9","41.5","40.1"
"충청북도 청원군 북이면(4371043000)","46.5","51.3","48.8"
"충청북도 보은군 (4372000000)","45.9","50.7","48.3"
"충청북도 보은군 보은읍(4372025000)","40.7","44.4","42.6"
"충청북도 보은군 속리산면(4372031500)","48","52.7","50.3"
"충청북도 보은군 장안면(4372032500)","49.1","54.5","51.8"
"충청북도 보은군 마로면(4372033000)","50","55.8","53"
"충청북도 보은군 탄부면(4372034000)","52","58","55.1"
"충청북도 보은군 삼승면(4372035000)","48.3","54.3","51.3"
"충청북도 보은군 수한면(4372036000)","50.1","57","53.5"
"충청북도 보은군 회남면(4372037000)","53.7","57.3","55.5"
"충청북도 보은군 회인면(4372038500)","50.8","58.4","54.6"
"충청북도 보은군 내북면(4372039000)","49.6","56","52.8"
"충청북도 보은군 산외면(4372040000)","51.2","54","52.6"
"충청북도 옥천군 (4373000000)","43","47","45"
"충청북도 옥천군 옥천읍(4373025000)","38","40.9","39.4"
"충청북도 옥천군 동이면(4373031000)","48.6","53.6","51"
"충청북도 옥천군 안남면(4373032000)","50.1","57","53.6"
"충청북도 옥천군 안내면(4373033000)","50.3","56.7","53.5"
"충청북도 옥천군 청성면(4373034000)","53.5","59.7","56.6"
"충청북도 옥천군 청산면(4373035000)","50","55.3","52.8"
"충청북도 옥천군 이원면(4373036000)","48.1","53.4","50.8"
"충청북도 옥천군 군서면(4373037000)","48.9","54.3","51.5"
"충청북도 옥천군 군북면(4373038000)","47.8","51.6","49.7"
"충청북도 영동군 (4374000000)","44","48.7","46.4"
"충청북도 영동군 영동읍(4374025000)","38.5","42.2","40.4"
"충청북도 영동군 용산면(4374031000)","46.7","50.9","48.8"
"충청북도 영동군 황간면(4374032000)","45.9","50.7","48.3"
"충청북도 영동군 추풍령면(4374033500)","47.1","52.8","50"
"충청북도 영동군 매곡면(4374034000)","49","56.5","52.8"
"충청북도 영동군 상촌면(4374035000)","50.8","57.7","54.3"
"충청북도 영동군 양강면(4374036000)","46.1","51.8","48.9"
"충청북도 영동군 용화면(4374037000)","50.2","55.5","52.9"
"충청북도 영동군 학산면(4374038000)","50.9","55.7","53.3"
"충청북도 영동군 양산면(4374039000)","49.8","55","52.4"
"충청북도 영동군 심천면(4374040000)","48.8","53.9","51.4"
"충청북도 증평군 (4374500000)","37.4","40.2","38.8"
"충청북도 증평군 증평읍(4374525000)","36.7","39.4","38"
"충청북도 증평군 도안면(4374531000)","47.1","51.5","49.3"
"충청북도 진천군 (4375000000)","39","42.1","40.5"
"충청북도 진천군 진천읍(4375025000)","36.4","38.9","37.6"
"충청북도 진천군 덕산면(4375031000)","42.7","46.3","44.3"
"충청북도 진천군 초평면(4375032000)","45.7","50.6","48.1"
"충청북도 진천군 문백면(4375033000)","45.1","50","47.5"
"충청북도 진천군 백곡면(4375034000)","48.4","54.7","51.5"
"충청북도 진천군 이월면(4375035000)","41.1","44.9","42.9"
"충청북도 진천군 광혜원면(4375037000)","35.7","37.9","36.7"
"충청북도 괴산군 (4376000000)","47.1","51.3","49.2"
"충청북도 괴산군 괴산읍(4376025000)","41.4","43.4","42.4"
"충청북도 괴산군 감물면(4376031000)","49.1","54.9","52"
"충청북도 괴산군 장연면(4376032000)","49.7","55.7","52.6"
"충청북도 괴산군 연풍면(4376033000)","49","54","51.5"
"충청북도 괴산군 칠성면(4376034000)","48.4","52.4","50.4"
"충청북도 괴산군 문광면(4376035000)","49","55.2","52.1"
"충청북도 괴산군 청천면(4376036000)","49.8","54.1","51.9"
"충청북도 괴산군 청안면(4376037000)","48.6","54.4","51.4"
"충청북도 괴산군 사리면(4376039000)","47.8","52.6","50.1"
"충청북도 괴산군 소수면(4376040000)","48.2","54.7","51.3"
"충청북도 괴산군 불정면(4376041000)","49.2","54","51.6"
"충청북도 음성군 (4377000000)","40.1","42.8","41.4"
"충청북도 음성군 음성읍(4377025000)","40.3","43","41.6"
"충청북도 음성군 금왕읍(4377025300)","36.6","39.1","37.8"
"충청북도 음성군 소이면(4377031000)","47.4","54.1","50.6"
"충청북도 음성군 원남면(4377032000)","49.2","54.6","51.8"
"충청북도 음성군 맹동면(4377033000)","47.9","50","48.8"
"충청북도 음성군 대소면(4377034000)","35.7","37.1","36.4"
"충청북도 음성군 삼성면(4377035000)","41.7","45.3","43.3"
"충청북도 음성군 생극면(4377036000)","45.2","48.7","46.9"
"충청북도 음성군 감곡면(4377037000)","41","44","42.5"
"충청북도 단양군 (4380000000)","44.1","48.1","46.1"
"충청북도 단양군 단양읍(4380025000)","40.1","42.9","41.5"
"충청북도 단양군 매포읍(4380025300)","41.2","44.9","43"
"충청북도 단양군 대강면(4380031000)","49.8","55.1","52.4"
"충청북도 단양군 가곡면(4380032000)","48","52.6","50.2"
"충청북도 단양군 영춘면(4380033000)","48","52.9","50.5"
"충청북도 단양군 어상천면(4380034000)","49.7","55.6","52.6"
"충청북도 단양군 적성면(4380035000)","51.3","56.4","53.8"
"충청북도 단양군 단성면(4380036000)","48.5","53.9","51.2"
"충청남도  (4400000000)","38.6","41.5","40"
"충청남도 천안시 (4413000000)","34.7","36.3","35.5"
"충청남도 천안시 동남구 (4413100000)","36.1","38","37"
"충청남도 천안시 동남구 목천읍(4413125000)","34.5","36.3","35.3"
"충청남도 천안시 동남구 풍세면(4413131000)","44","48","45.9"
"충청남도 천안시 동남구 광덕면(4413132000)","46","50.4","48.1"
"충청남도 천안시 동남구 북면(4413133000)","42","46.2","44"
"충청남도 천안시 동남구 성남면(4413134000)","45.9","49","47.4"
"충청남도 천안시 동남구 수신면(4413135000)","46.6","51.2","48.8"
"충청남도 천안시 동남구 병천면(4413136000)","41.1","45.3","43.2"
"충청남도 천안시 동남구 동면(4413137000)","49.9","54.5","52.2"
"충청남도 천안시 동남구 중앙동(4413151000)","44.1","47.3","45.6"
"충청남도 천안시 동남구 문성동(4413152000)","42.6","45.9","44.1"
"충청남도 천안시 동남구 원성1동(4413153000)","39.1","42","40.5"
"충청남도 천안시 동남구 원성2동(4413154000)","39.3","41.7","40.5"
"충청남도 천안시 동남구 봉명동(4413155000)","35.9","37.8","36.8"
"충청남도 천안시 동남구 일봉동(4413156000)","34.4","35.8","35.1"
"충청남도 천안시 동남구 신방동(4413157000)","30.8","32.4","31.6"
"충청남도 천안시 동남구 청룡동(4413158000)","33.4","34.9","34.2"
"충청남도 천안시 동남구 신안동(4413159000)","35.9","37.1","36.5"
"충청남도 천안시 서북구 (4413300000)","33.5","35","34.2"
"충청남도 천안시 서북구 성환읍(4413325000)","38.6","41.1","39.8"
"충청남도 천안시 서북구 성거읍(4413325300)","34.3","35.7","35"
"충청남도 천안시 서북구 직산읍(4413325600)","34.9","36.9","35.8"
"충청남도 천안시 서북구 입장면(4413331000)","39.9","43.5","41.6"
"충청남도 천안시 서북구 성정1동(4413351000)","37.6","38.8","38.2"
"충청남도 천안시 서북구 성정2동(4413352000)","34.9","36.2","35.5"
"충청남도 천안시 서북구 쌍용1동(4413353000)","35.2","36.8","36"
"충청남도 천안시 서북구 쌍용2동(4413354000)","30.8","32.2","31.5"
"충청남도 천안시 서북구 쌍용3동(4413355000)","32.4","34.6","33.5"
"충청남도 천안시 서북구 백석동(4413356000)","30.3","31.5","30.9"
"충청남도 천안시 서북구 부성동(4413357000)","31.7","32.3","32"
"충청남도 공주시 (4415000000)","41.1","44.5","42.8"
"충청남도 공주시 유구읍(4415025000)","44.4","48.9","46.6"
"충청남도 공주시 이인면(4415031000)","46.6","52.1","49.3"
"충청남도 공주시 탄천면(4415032000)","49.1","54.6","51.8"
"충청남도 공주시 계룡면(4415033000)","47.3","52.2","49.7"
"충청남도 공주시 반포면(4415034000)","44.8","47.9","46.3"
"충청남도 공주시 장기면(4415035000)","44.8","48.1","46.4"
"충청남도 공주시 의당면(4415036000)","40.3","43.8","42"
"충청남도 공주시 정안면(4415037000)","46.9","52.2","49.5"
"충청남도 공주시 우성면(4415038000)","45.5","50","47.7"
"충청남도 공주시 사곡면(4415039000)","48.5","53","50.7"
"충청남도 공주시 신풍면(4415040000)","49.2","52.4","50.9"
"충청남도 공주시 중학동(4415051000)","41.3","44.6","42.9"
"충청남도 공주시 웅진동(4415054000)","39.2","42.6","40.9"
"충청남도 공주시 금학동(4415055000)","38.2","40.8","39.5"
"충청남도 공주시 옥룡동(4415056000)","39.5","42.8","41.2"
"충청남도 공주시 신관동(4415057000)","33.9","36.2","35"
"충청남도 보령시 (4418000000)","41.1","45","43"
"충청남도 보령시 웅천읍(4418025000)","46.1","52.1","49"
"충청남도 보령시 주포면(4418031000)","44.8","52.3","48.2"
"충청남도 보령시 오천면(4418032000)","47.4","51.9","49.6"
"충청남도 보령시 오천면어항출장소(4418032500)","42.2","47.1","44.4"
"충청남도 보령시 오천면원산도출장소(4418032700)","47.9","54.4","51"
"충청남도 보령시 천북면(4418033000)","46.7","51.7","49.2"
"충청남도 보령시 청소면(4418034000)","49.3","55.2","52.3"
"충청남도 보령시 청라면(4418035000)","47.4","52.7","50"
"충청남도 보령시 남포면(4418036000)","47","53.1","50.1"
"충청남도 보령시 주산면(4418038000)","49.8","57.1","53.6"
"충청남도 보령시 미산면(4418039000)","49.2","55.1","52.1"
"충청남도 보령시 성주면(4418040000)","43.5","48.3","45.8"
"충청남도 보령시 주교면(4418041000)","43.7","48.4","45.9"
"충청남도 보령시 대천1동(4418051500)","36.1","38.3","37.2"
"충청남도 보령시 대천2동(4418052500)","38.7","41.2","39.9"
"충청남도 보령시 대천3동(4418053500)","36.1","39","37.5"
"충청남도 보령시 대천4동(4418054500)","34.9","37.7","36.3"
"충청남도 보령시 대천5동(4418056500)","43.5","46.8","45.1"
"충청남도 아산시 (4420000000)","35.4","37.1","36.2"
"충청남도 아산시 염치읍(4420025000)","40.9","43.9","42.3"
"충청남도 아산시 배방읍(4420025300)","31.6","32.3","31.9"
"충청남도 아산시 송악면(4420031000)","46","50.8","48.3"
"충청남도 아산시 탕정면(4420033000)","32.2","30.4","31.3"
"충청남도 아산시 음봉면(4420035000)","35.8","37.8","36.7"
"충청남도 아산시 둔포면(4420036000)","41.9","45.4","43.6"
"충청남도 아산시 영인면(4420037000)","45.3","50.3","47.7"
"충청남도 아산시 인주면(4420038000)","40.2","44.4","42.1"
"충청남도 아산시 선장면(4420039000)","48.8","54.4","51.5"
"충청남도 아산시 도고면(4420040000)","46.6","50.8","48.6"
"충청남도 아산시 신창면(4420041000)","35.6","37.5","36.5"
"충청남도 아산시 온양1동(4420057000)","40.9","42.8","41.9"
"충청남도 아산시 온양2동(4420058000)","38.4","40.8","39.6"
"충청남도 아산시 온양3동(4420059000)","33.7","35.6","34.7"
"충청남도 아산시 온양4동(4420060000)","33.6","35.6","34.6"
"충청남도 아산시 온양5동(4420061000)","34.2","36.5","35.4"
"충청남도 아산시 온양6동(4420062000)","33.2","35.4","34.3"
"충청남도 서산시 (4421000000)","38","41","39.4"
"충청남도 서산시 대산읍(4421025000)","37.7","39.9","38.7"
"충청남도 서산시 인지면(4421031000)","38.4","42","40.1"
"충청남도 서산시 부석면(4421032000)","48.7","53.5","51.1"
"충청남도 서산시 팔봉면(4421033000)","50.2","54.5","52.3"
"충청남도 서산시 지곡면(4421034000)","37.5","41.5","39.4"
"충청남도 서산시 성연면(4421036000)","47","52.5","49.6"
"충청남도 서산시 음암면(4421037000)","38.8","41.9","40.3"
"충청남도 서산시 운산면(4421038000)","47.4","52","49.6"
"충청남도 서산시 해미면(4421039000)","43.9","48.1","45.9"
"충청남도 서산시 고북면(4421040000)","40.3","45.1","42.6"
"충청남도 서산시 부춘동(4421051000)","34.2","36.4","35.3"
"충청남도 서산시 동문1동(4421052500)","34.7","38","36.3"
"충청남도 서산시 동문2동(4421053500)","37.2","39.7","38.4"
"충청남도 서산시 수석동(4421054000)","35.6","37.5","36.6"
"충청남도 서산시 석남동(4421055000)","33.8","36","34.9"
"충청남도 논산시 (4423000000)","41.6","45.1","43.3"
"충청남도 논산시 강경읍(4423025000)","42.3","45.9","44.1"
"충청남도 논산시 연무읍(4423025300)","41.5","45.8","43.6"
"충청남도 논산시 성동면(4423031000)","47.6","52.2","49.9"
"충청남도 논산시 광석면(4423032000)","46.5","51.1","48.7"
"충청남도 논산시 노성면(4423033000)","45","50.2","47.6"
"충청남도 논산시 상월면(4423034000)","48.1","52.7","50.4"
"충청남도 논산시 부적면(4423035000)","46.4","51.2","48.8"
"충청남도 논산시 연산면(4423036000)","46.5","51.3","48.8"
"충청남도 논산시 벌곡면(4423038000)","49.1","53.8","51.4"
"충청남도 논산시 양촌면(4423039000)","48.2","52.6","50.4"
"충청남도 논산시 가야곡면(4423040000)","48.2","53","50.6"
"충청남도 논산시 은진면(4423041000)","40.9","43.4","42.2"
"충청남도 논산시 채운면(4423042000)","46.8","50.9","48.9"
"충청남도 논산시 취암동(4423051000)","35.8","38.4","37.1"
"충청남도 논산시 부창동(4423052000)","36.3","38.9","37.6"
"충청남도 계룡시 (4425000000)","33.4","35.9","34.7"
"충청남도 계룡시 두마면(4425031000)","35.3","38","36.7"
"충청남도 계룡시 엄사면(4425031500)","34.7","37.5","36.1"
"충청남도 계룡시 신도안면(4425033000)","28","29.3","28.7"
"충청남도 계룡시 금암동(4425051000)","34.2","36.9","35.5"
"충청남도 금산군 (4471000000)","43.5","47.8","45.6"
"충청남도 금산군 금산읍(4471025000)","38.6","42.1","40.3"
"충청남도 금산군 금성면(4471031000)","47.1","52.3","49.6"
"충청남도 금산군 제원면(4471032000)","48.4","55","51.6"
"충청남도 금산군 부리면(4471033000)","50.8","56.8","53.9"
"충청남도 금산군 군북면(4471034000)","47.6","53.8","50.7"
"충청남도 금산군 남일면(4471035000)","48.1","53.3","50.7"
"충청남도 금산군 남이면(4471036000)","48.4","54.3","51.3"
"충청남도 금산군 진산면(4471037000)","48.5","53.3","50.9"
"충청남도 금산군 복수면(4471038000)","46.8","50.9","48.7"
"충청남도 금산군 추부면(4471039000)","43.2","46.7","44.9"
"충청남도 연기군 (4473000000)","39.8","42.7","41.2"
"충청남도 연기군 조치원읍(4473025000)","36.3","38.1","37.2"
"충청남도 연기군 동면(4473031000)","44.7","50.8","47.7"
"충청남도 연기군 서면(4473032000)","45.2","50.2","47.6"
"충청남도 연기군 서면봉암출장소(4473032500)","40.5","44.8","42.6"
"충청남도 연기군 남면(4473033000)","44.1","49.2","46.6"
"충청남도 연기군 남면첫마을출장소(4473033500)","31.9","33","32.4"
"충청남도 연기군 금남면(4473034000)","43.6","47.3","45.4"
"충청남도 연기군 전의면(4473035000)","42.7","47.1","44.9"
"충청남도 연기군 전동면(4473036000)","47.4","51.8","49.4"
"충청남도 연기군 소정면(4473037000)","41.6","44.8","43.1"
"충청남도 부여군 (4476000000)","44.6","49.4","47"
"충청남도 부여군 부여읍(4476025000)","39.9","43.8","41.8"
"충청남도 부여군 규암면(4476031000)","40.6","44.8","42.7"
"충청남도 부여군 은산면(4476032000)","47.6","52.3","50"
"충청남도 부여군 외산면(4476033000)","48","54.1","51.1"
"충청남도 부여군 내산면(4476034000)","49.8","54.9","52.4"
"충청남도 부여군 구룡면(4476035000)","48.8","54.4","51.7"
"충청남도 부여군 홍산면(4476036000)","47.3","51.8","49.6"
"충청남도 부여군 옥산면(4476037000)","52.5","58.5","55.6"
"충청남도 부여군 남면(4476038000)","51.5","57.5","54.7"
"충청남도 부여군 충화면(4476039000)","52.2","59.2","55.6"
"충청남도 부여군 양화면(4476040000)","53","59.3","56.2"
"충청남도 부여군 임천면(4476041000)","49.6","55.4","52.6"
"충청남도 부여군 장암면(4476042000)","49.2","55","52.1"
"충청남도 부여군 세도면(4476043000)","48.3","52.5","50.3"
"충청남도 부여군 석성면(4476044000)","43.8","49","46.3"
"충청남도 부여군 초촌면(4476045000)","47.9","53.5","50.7"
"충청남도 서천군 (4477000000)","45.4","50.2","47.8"
"충청남도 서천군 장항읍(4477025000)","41.9","45.6","43.8"
"충청남도 서천군 서천읍(4477025300)","39.7","43","41.4"
"충청남도 서천군 마서면(4477031000)","48.2","53.7","51"
"충청남도 서천군 화양면(4477032000)","52.6","58.5","55.7"
"충청남도 서천군 기산면(4477033000)","52.8","57.6","55.3"
"충청남도 서천군 한산면(4477034000)","50.3","56.2","53.3"
"충청남도 서천군 마산면(4477035000)","51.2","56.6","54.1"
"충청남도 서천군 시초면(4477036000)","53.2","61","57.2"
"충청남도 서천군 문산면(4477037000)","53.9","58.4","56.3"
"충청남도 서천군 판교면(4477038000)","51.7","57.4","54.7"
"충청남도 서천군 종천면(4477039000)","49.6","57","53.5"
"충청남도 서천군 비인면(4477040000)","47.6","54.1","50.9"
"충청남도 서천군 서면(4477041000)","44.9","50.4","47.6"
"충청남도 청양군 (4479000000)","46.1","51","48.6"
"충청남도 청양군 청양읍(4479025000)","40.1","43.8","41.9"
"충청남도 청양군 운곡면(4479031000)","49.4","56.3","52.9"
"충청남도 청양군 대치면(4479032000)","49.3","54.8","52"
"충청남도 청양군 정산면(4479033000)","45.1","49.9","47.5"
"충청남도 청양군 목면(4479034000)","48.5","53.2","50.8"
"충청남도 청양군 청남면(4479035000)","50.2","54.8","52.6"
"충청남도 청양군 장평면(4479036000)","49.6","55.1","52.3"
"충청남도 청양군 남양면(4479037000)","50.9","56.4","53.7"
"충청남도 청양군 화성면(4479038000)","50.3","55.6","52.9"
"충청남도 청양군 비봉면(4479039000)","49.2","55.2","52.2"
"충청남도 홍성군 (4480000000)","42.1","45.7","43.9"
"충청남도 홍성군 홍성읍(4480025000)","36.3","38.8","37.5"
"충청남도 홍성군 광천읍(4480025300)","46.1","50.8","48.4"
"충청남도 홍성군 홍북면(4480031000)","46.2","50.5","48.3"
"충청남도 홍성군 금마면(4480032000)","49.1","55","52"
"충청남도 홍성군 홍동면(4480033000)","47.3","51.8","49.5"
"충청남도 홍성군 장곡면(4480034000)","51","56.3","53.7"
"충청남도 홍성군 은하면(4480035000)","50.2","56.6","53.4"
"충청남도 홍성군 결성면(4480036000)","50.3","55.5","52.9"
"충청남도 홍성군 서부면(4480037000)","49.1","52.7","51"
"충청남도 홍성군 갈산면(4480038000)","49.3","54.7","52"
"충청남도 홍성군 구항면(4480039000)","45.9","50","47.9"
"충청남도 예산군 (4481000000)","43.4","47.3","45.3"
"충청남도 예산군 예산읍(4481025000)","38.7","41.5","40.1"
"충청남도 예산군 삽교읍(4481025300)","46.4","51.1","48.7"
"충청남도 예산군 대술면(4481031000)","49.2","54.1","51.6"
"충청남도 예산군 신양면(4481032000)","48.5","53.8","51.2"
"충청남도 예산군 광시면(4481033000)","50.1","55","52.6"
"충청남도 예산군 대흥면(4481034000)","50.1","55.3","52.7"
"충청남도 예산군 응봉면(4481035000)","46.2","51.5","48.8"
"충청남도 예산군 덕산면(4481036000)","43.7","47.7","45.7"
"충청남도 예산군 봉산면(4481037000)","48.1","52.3","50.2"
"충청남도 예산군 고덕면(4481038000)","47.7","52.7","50.2"
"충청남도 예산군 신암면(4481039000)","47.6","52.6","50"
"충청남도 예산군 오가면(4481040000)","45.8","50.6","48.1"
"충청남도 태안군 (4482500000)","43.8","47.9","45.8"
"충청남도 태안군 태안읍(4482525000)","38.9","42.2","40.5"
"충청남도 태안군 안면읍(4482525300)","45.7","49.9","47.8"
"충청남도 태안군 고남면(4482531000)","48.6","53.3","51"
"충청남도 태안군 남면(4482532000)","48.1","52.5","50.3"
"충청남도 태안군 근흥면(4482533000)","47.6","52.9","50.2"
"충청남도 태안군 소원면(4482534000)","48.9","54","51.5"
"충청남도 태안군 원북면(4482535000)","45.8","51.2","48.4"
"충청남도 태안군 이원면(4482536000)","50.6","56.1","53.3"
"충청남도 당진군 (4483000000)","38.9","41.9","40.4"
"충청남도 당진군 당진읍(4483025000)","33.9","35.8","34.8"
"충청남도 당진군 합덕읍(4483025300)","44.1","48.7","46.3"
"충청남도 당진군 송악읍(4483025600)","37.5","39.4","38.3"
