"행정구역","2019년12월_총인구수","2019년12월_세대수","2019년12월_세대당 인구","2019년12월_남자 인구수","2019년12월_여자 인구수","2019년12월_남여 비율"
"서울특별시 강북구 삼각산동(1130557500)","32,767","11,751","          2.79","15,767","17,000","          0.93"
"서울특별시 강북구 번1동(1130559500)","19,204","10,227","          1.88","9,568","9,636","          0.99"
"서울특별시 강북구 번2동(1130560300)","16,967","7,634","          2.22","8,263","8,704","          0.95"
"서울특별시 강북구 번3동(1130560800)","18,165","7,581","          2.40","8,587","9,578","          0.90"
"서울특별시 강북구 수유1동(1130561500)","21,568","10,360","          2.08","10,686","10,882","          0.98"
"서울특별시 강북구 수유2동(1130562500)","21,798","9,607","          2.27","10,478","11,320","          0.93"
"서울특별시 강북구 수유3동(1130563500)","23,684","12,676","          1.87","11,821","11,863","          1.00"
"서울특별시 강북구 우이동(1130564500)","21,247","9,489","          2.24","10,330","10,917","          0.95"
"서울특별시 강북구 인수동(1130566000)","32,230","14,544","          2.22","15,638","16,592","          0.94"
"서울특별시 도봉구 (1132000000)","333,362","138,508","          2.41","163,051","170,311","          0.96"
"서울특별시 도봉구 창제1동(1132051100)","26,101","10,922","          2.39","12,518","13,583","          0.92"
"서울특별시 도봉구 창제2동(1132051200)","30,217","12,359","          2.44","14,814","15,403","          0.96"
"서울특별시 도봉구 창제3동(1132051300)","14,678","6,661","          2.20","7,355","7,323","          1.00"
"서울특별시 도봉구 창제4동(1132051400)","27,774","10,592","          2.62","13,393","14,381","          0.93"
"서울특별시 도봉구 창제5동(1132051500)","25,684","10,111","          2.54","12,370","13,314","          0.93"
"서울특별시 도봉구 도봉제1동(1132052100)","22,141","10,285","          2.15","11,216","10,925","          1.03"
"서울특별시 도봉구 도봉제2동(1132052200)","28,564","12,179","          2.35","14,040","14,524","          0.97"
"서울특별시 도봉구 쌍문제1동(1132066000)","22,112","9,322","          2.37","10,706","11,406","          0.94"
"서울특별시 도봉구 쌍문제2동(1132067000)","19,825","8,635","          2.30","9,598","10,227","          0.94"
"서울특별시 도봉구 쌍문제3동(1132068000)","17,086","7,842","          2.18","8,262","8,824","          0.94"
"서울특별시 도봉구 쌍문제4동(1132068100)","19,766","7,170","          2.76","9,424","10,342","          0.91"
"서울특별시 도봉구 방학제1동(1132069000)","29,761","12,784","          2.33","14,766","14,995","          0.98"
"서울특별시 도봉구 방학제2동(1132070000)","20,950","9,562","          2.19","10,599","10,351","          1.02"
"서울특별시 도봉구 방학제3동(1132071000)","28,703","10,084","          2.85","13,990","14,713","          0.95"
"서울특별시 노원구 (1135000000)","532,905","216,966","          2.46","257,923","274,982","          0.94"
"서울특별시 노원구 월계1동(1135056000)","23,200","10,476","          2.21","11,943","11,257","          1.06"
"서울특별시 노원구 월계2동(1135057000)","27,140","11,715","          2.32","13,093","14,047","          0.93"
"서울특별시 노원구 월계3동(1135058000)","31,396","12,955","          2.42","15,077","16,319","          0.92"
"서울특별시 노원구 공릉1동(1135059500)","38,323","18,087","          2.12","18,785","19,538","          0.96"
"서울특별시 노원구 공릉2동(1135060000)","40,443","16,299","          2.48","19,750","20,693","          0.95"
"서울특별시 노원구 하계1동(1135061100)","28,687","12,215","          2.35","13,856","14,831","          0.93"
"서울특별시 노원구 하계2동(1135061200)","23,258","8,267","          2.81","11,129","12,129","          0.92"
"서울특별시 노원구 중계본동(1135061900)","25,804","8,890","          2.90","12,651","13,153","          0.96"
"서울특별시 노원구 중계1동(1135062100)","27,979","9,107","          3.07","13,698","14,281","          0.96"
"서울특별시 노원구 중계4동(1135062400)","21,259","8,463","          2.51","10,289","10,970","          0.94"
"서울특별시 노원구 중계2.3동(1135062500)","36,609","15,388","          2.38","17,009","19,600","          0.87"
"서울특별시 노원구 상계1동(1135063000)","39,955","15,566","          2.57","19,442","20,513","          0.95"
"서울특별시 노원구 상계2동(1135064000)","21,044","8,779","          2.40","10,398","10,646","          0.98"
"서울특별시 노원구 상계3.4동(1135066500)","25,697","11,540","          2.23","12,801","12,896","          0.99"
"서울특별시 노원구 상계5동(1135067000)","25,335","10,922","          2.32","12,348","12,987","          0.95"
"서울특별시 노원구 상계6.7동(1135069500)","34,492","13,988","          2.47","16,058","18,434","          0.87"
"서울특별시 노원구 상계8동(1135070000)","23,904","9,260","          2.58","11,527","12,377","          0.93"
"서울특별시 노원구 상계9동(1135071000)","21,825","8,444","          2.58","10,436","11,389","          0.92"
"서울특별시 노원구 상계10동(1135072000)","16,555","6,605","          2.51","7,633","8,922","          0.86"
"서울특별시 은평구 (1138000000)","480,032","207,681","          2.31","231,528","248,504","          0.93"
"서울특별시 은평구 녹번동(1138051000)","37,959","17,107","          2.22","18,213","19,746","          0.92"
"서울특별시 은평구 불광제1동(1138052000)","40,610","17,896","          2.27","19,298","21,312","          0.91"
"서울특별시 은평구 불광제2동(1138053000)","29,249","13,844","          2.11","14,253","14,996","          0.95"
"서울특별시 은평구 갈현제1동(1138055100)","24,288","11,203","          2.17","11,860","12,428","          0.95"
"서울특별시 은평구 갈현제2동(1138055200)","29,771","12,623","          2.36","14,208","15,563","          0.91"
"서울특별시 은평구 구산동(1138056000)","33,570","13,202","          2.54","16,725","16,845","          0.99"
"서울특별시 은평구 대조동(1138057000)","27,522","13,818","          1.99","12,952","14,570","          0.89"
"서울특별시 은평구 응암제1동(1138058000)","25,338","11,428","          2.22","12,136","13,202","          0.92"
"서울특별시 은평구 응암제2동(1138059000)","25,241","9,981","          2.53","12,348","12,893","          0.96"
"서울특별시 은평구 응암제3동(1138060000)","25,700","12,597","          2.04","12,600","13,100","          0.96"
"서울특별시 은평구 역촌동(1138062500)","48,071","20,740","          2.32","22,857","25,214","          0.91"
"서울특별시 은평구 신사제1동(1138063100)","28,320","11,743","          2.41","13,720","14,600","          0.94"
"서울특별시 은평구 신사제2동(1138063200)","21,727","9,207","          2.36","10,885","10,842","          1.00"
"서울특별시 은평구 증산동(1138064000)","16,027","6,907","          2.32","7,884","8,143","          0.97"
"서울특별시 은평구 수색동(1138065000)","8,878","3,832","          2.32","4,440","4,438","          1.00"
"서울특별시 은평구 진관동(1138069000)","57,761","21,553","          2.68","27,149","30,612","          0.89"
"서울특별시 서대문구 (1141000000)","309,397","140,157","          2.21","148,663","160,734","          0.92"
"서울특별시 서대문구 천연동(1141052000)","18,393","8,188","          2.25","8,765","9,628","          0.91"
"서울특별시 서대문구 북아현동(1141055500)","17,094","7,499","          2.28","8,166","8,928","          0.91"
"서울특별시 서대문구 충현동(1141056500)","17,649","8,822","          2.00","8,578","9,071","          0.95"
"서울특별시 서대문구 신촌동(1141058500)","18,703","12,380","          1.51","8,433","10,270","          0.82"
"서울특별시 서대문구 연희동(1141061500)","38,054","19,381","          1.96","18,408","19,646","          0.94"
"서울특별시 서대문구 홍제제1동(1141062000)","24,701","10,327","          2.39","11,629","13,072","          0.89"
"서울특별시 서대문구 홍제제3동(1141064000)","16,245","7,115","          2.28","7,913","8,332","          0.95"
"서울특별시 서대문구 홍제제2동(1141065500)","14,444","5,830","          2.48","6,869","7,575","          0.91"
"서울특별시 서대문구 홍은제1동(1141066000)","22,556","9,335","          2.42","10,950","11,606","          0.94"
"서울특별시 서대문구 홍은제2동(1141068500)","27,571","12,177","          2.26","13,428","14,143","          0.95"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,602","6,086","          2.73","8,029","8,573","          0.94"
"서울특별시 서대문구 남가좌제2동(1141070000)","24,939","11,246","          2.22","12,024","12,915","          0.93"
"서울특별시 서대문구 북가좌제1동(1141071000)","19,010","7,015","          2.71","9,216","9,794","          0.94"
"서울특별시 서대문구 북가좌제2동(1141072000)","33,436","14,756","          2.27","16,255","17,181","          0.95"
"서울특별시 마포구 (1144000000)","374,035","175,023","          2.14","176,891","197,144","          0.90"
"서울특별시 마포구 아현동(1144055500)","24,856","10,191","          2.44","11,674","13,182","          0.89"
"서울특별시 마포구 공덕동(1144056500)","39,776","19,030","          2.09","18,894","20,882","          0.90"
"서울특별시 마포구 도화동(1144058500)","22,311","9,584","          2.33","10,642","11,669","          0.91"
"서울특별시 마포구 용강동(1144059000)","21,920","9,160","          2.39","10,370","11,550","          0.90"
"서울특별시 마포구 대흥동(1144060000)","11,548","7,133","          1.62","5,603","5,945","          0.94"
"서울특별시 마포구 염리동(1144061000)","12,495","5,724","          2.18","6,046","6,449","          0.94"
"서울특별시 마포구 신수동(1144063000)","23,353","10,126","          2.31","11,417","11,936","          0.96"
"서울특별시 마포구 서강동(1144065500)","25,165","11,663","          2.16","11,985","13,180","          0.91"
"서울특별시 마포구 서교동(1144066000)","24,152","14,078","          1.72","11,152","13,000","          0.86"
"서울특별시 마포구 합정동(1144068000)","18,721","9,599","          1.95","8,712","10,009","          0.87"
"서울특별시 마포구 망원제1동(1144069000)","21,477","10,647","          2.02","10,123","11,354","          0.89"
"서울특별시 마포구 망원제2동(1144070000)","19,182","8,383","          2.29","9,120","10,062","          0.91"
"서울특별시 마포구 연남동(1144071000)","15,849","8,672","          1.83","7,433","8,416","          0.88"
"서울특별시 마포구 성산제1동(1144072000)","19,769","9,347","          2.12","9,328","10,441","          0.89"
"서울특별시 마포구 성산제2동(1144073000)","41,236","18,904","          2.18","19,012","22,224","          0.86"
"서울특별시 마포구 상암동(1144074000)","32,225","12,782","          2.52","15,380","16,845","          0.91"
"서울특별시 양천구 (1147000000)","458,165","177,256","          2.58","225,186","232,979","          0.97"
"서울특별시 양천구 목1동(1147051000)","31,940","10,487","          3.05","15,348","16,592","          0.93"
"서울특별시 양천구 목2동(1147052000)","31,191","13,134","          2.37","15,218","15,973","          0.95"
"서울특별시 양천구 목3동(1147053000)","22,904","9,975","          2.30","11,033","11,871","          0.93"
"서울특별시 양천구 목4동(1147054000)","26,669","10,127","          2.63","13,095","13,574","          0.96"
"서울특별시 양천구 목5동(1147055000)","42,885","13,555","          3.16","21,184","21,701","          0.98"
"서울특별시 양천구 신월1동(1147056000)","21,430","10,115","          2.12","11,009","10,421","          1.06"
"서울특별시 양천구 신월2동(1147057000)","21,931","8,542","          2.57","10,742","11,189","          0.96"
"서울특별시 양천구 신월3동(1147058000)","16,475","8,113","          2.03","8,691","7,784","          1.12"
"서울특별시 양천구 신월4동(1147059000)","18,932","6,898","          2.74","9,307","9,625","          0.97"
"서울특별시 양천구 신월5동(1147060000)","15,408","6,420","          2.40","7,663","7,745","          0.99"
"서울특별시 양천구 신월6동(1147061000)","6,573","2,497","          2.63","3,277","3,296","          0.99"
"서울특별시 양천구 신월7동(1147061100)","21,460","9,253","          2.32","10,557","10,903","          0.97"
"서울특별시 양천구 신정1동(1147062000)","21,412","7,256","          2.95","10,479","10,933","          0.96"
"서울특별시 양천구 신정2동(1147063000)","20,500","7,158","          2.86","10,022","10,478","          0.96"
"서울특별시 양천구 신정3동(1147064000)","47,718","17,921","          2.66","23,284","24,434","          0.95"
"서울특별시 양천구 신정4동(1147065000)","34,763","16,004","          2.17","17,064","17,699","          0.96"
"서울특별시 양천구 신정6동(1147067000)","25,279","8,162","          3.10","12,323","12,956","          0.95"
"서울특별시 양천구 신정7동(1147068000)","30,695","11,639","          2.64","14,890","15,805","          0.94"
"서울특별시 강서구 (1150000000)","591,796","262,708","          2.25","286,563","305,233","          0.94"
"서울특별시 강서구 염창동(1150051000)","42,455","15,720","          2.70","20,718","21,737","          0.95"
"서울특별시 강서구 등촌제1동(1150052000)","23,496","12,155","          1.93","11,134","12,362","          0.90"
"서울특별시 강서구 등촌제2동(1150053000)","21,736","8,704","          2.50","10,731","11,005","          0.98"
"서울특별시 강서구 등촌제3동(1150053500)","32,310","14,768","          2.19","15,358","16,952","          0.91"
"서울특별시 강서구 화곡제1동(1150054000)","53,420","26,415","          2.02","26,091","27,329","          0.95"
"서울특별시 강서구 화곡제2동(1150055000)","19,163","8,214","          2.33","9,312","9,851","          0.95"
"서울특별시 강서구 화곡제3동(1150056000)","22,536","9,456","          2.38","10,814","11,722","          0.92"
"서울특별시 강서구 화곡제4동(1150057000)","21,674","9,643","          2.25","10,642","11,032","          0.96"
"서울특별시 강서구 화곡본동(1150059000)","35,485","16,515","          2.15","17,339","18,146","          0.96"
"서울특별시 강서구 화곡제6동(1150059100)","24,900","11,690","          2.13","12,270","12,630","          0.97"
"서울특별시 강서구 화곡제8동(1150059300)","25,996","11,684","          2.22","12,527","13,469","          0.93"
"서울특별시 강서구 가양제1동(1150060300)","33,806","19,130","          1.77","15,790","18,016","          0.88"
"서울특별시 강서구 가양제2동(1150060400)","15,052","8,076","          1.86","7,148","7,904","          0.90"
"서울특별시 강서구 가양제3동(1150060500)","16,086","7,921","          2.03","7,560","8,526","          0.89"
"서울특별시 강서구 발산제1동(1150061100)","38,348","13,554","          2.83","18,271","20,077","          0.91"
"서울특별시 강서구 우장산동(1150061500)","44,578","16,084","          2.77","21,381","23,197","          0.92"
"서울특별시 강서구 공항동(1150062000)","27,372","12,722","          2.15","13,855","13,517","          1.03"
"서울특별시 강서구 방화제1동(1150063000)","45,356","17,431","          2.60","22,154","23,202","          0.95"
"서울특별시 강서구 방화제2동(1150064000)","23,716","11,566","          2.05","11,716","12,000","          0.98"
"서울특별시 강서구 방화제3동(1150064100)","24,311","11,260","          2.16","11,752","12,559","          0.94"
"서울특별시 구로구 (1153000000)","406,664","176,568","          2.30","200,987","205,677","          0.98"
"서울특별시 구로구 신도림동(1153051000)","36,849","13,396","          2.75","18,009","18,840","          0.96"
"서울특별시 구로구 구로제1동(1153052000)","21,621","8,256","          2.62","10,643","10,978","          0.97"
