"행정구역","2019년12월_전체세대","2019년12월_1인세대","2019년12월_2인세대","2019년12월_3인세대","2019년12월_4인세대","2019년12월_5인세대","2019년12월_6인세대","2019년12월_7인세대","2019년12월_8인세대","2019년12월_9인세대","2019년12월_10인세대"
"서울특별시 서초구 (1165000000)","173,199","58,281","34,529","33,997","34,943","8,508","2,069","566","202","52","52"
"서울특별시 강남구 (1168000000)","232,981","92,008","43,728","41,405","42,892","9,840","2,182","632","176","76","42"
"서울특별시 송파구 (1171000000)","278,711","95,719","58,596","55,022","53,880","11,923","2,698","610","185","47","31"
"서울특별시 강동구 (1174000000)","183,390","64,739","40,394","35,757","32,607","7,706","1,586","428","123","28","22"
"부산광역시  (2600000000)","1,497,908","555,793","365,110","277,089","227,855","56,067","12,116","2,732","720","230","196"
"부산광역시 중구 (2611000000)","23,160","12,837","5,169","2,814","1,681","467","138","44","4","3","3"
"부산광역시 서구 (2614000000)","52,786","24,442","12,546","7,979","5,705","1,602","384","85","24","4","15"
"부산광역시 동구 (2617000000)","44,657","21,403","10,954","6,476","4,269","1,169","299","55","19","6","7"
"부산광역시 영도구 (2620000000)","54,859","22,459","14,665","9,145","6,360","1,675","417","96","24","10","8"
"부산광역시 부산진구 (2623000000)","166,865","70,508","39,590","27,977","21,747","5,499","1,209","251","54","25","5"
"부산광역시 동래구 (2626000000)","112,136","36,051","27,498","22,347","20,029","4,914","974","229","57","17","20"
"부산광역시 남구 (2629000000)","117,397","40,871","29,082","22,453","18,888","4,686","1,066","247","70","21","13"
"부산광역시 북구 (2632000000)","120,273","37,859","29,940","24,542","21,618","5,087","980","173","53","12","9"
"부산광역시 해운대구 (2635000000)","168,650","54,794","40,717","34,392","29,922","6,807","1,509","350","105","31","23"
"부산광역시 사하구 (2638000000)","138,790","48,953","34,661","26,744","21,809","5,191","1,101","230","65","20","16"
"부산광역시 금정구 (2641000000)","107,024","41,618","26,137","19,180","15,100","3,819","861","210","55","18","26"
"부산광역시 강서구 (2644000000)","53,731","18,730","11,545","10,306","9,976","2,497","499","127","34","8","9"
"부산광역시 연제구 (2647000000)","90,266","31,774","22,321","17,474","14,275","3,465","723","160","45","17","12"
"부산광역시 수영구 (2650000000)","81,452","33,145","20,545","14,185","10,122","2,628","608","155","38","16","10"
"부산광역시 사상구 (2653000000)","96,726","36,374","23,526","18,229","14,257","3,430","681","182","30","10","7"
"부산광역시 기장군 (2671000000)","69,136","23,975","16,214","12,846","12,097","3,131","667","138","43","12","13"
"대구광역시  (2700000000)","1,031,251","358,352","242,380","198,725","178,192","42,481","8,634","1,848","421","100","118"
"대구광역시 중구 (2711000000)","38,418","18,835","8,171","5,645","4,316","1,091","286","54","14","2","4"
"대구광역시 동구 (2714000000)","152,545","57,023","37,953","27,818","22,429","5,704","1,215","292","72","15","24"
"대구광역시 서구 (2717000000)","82,733","34,657","20,901","14,084","9,870","2,540","539","113","23","4","2"
"대구광역시 남구 (2720000000)","74,588","35,774","17,924","10,959","7,285","2,035","440","122","28","7","14"
"대구광역시 북구 (2723000000)","180,115","59,071","41,312","35,753","34,143","7,911","1,512","308","73","17","15"
"대구광역시 수성구 (2726000000)","167,040","47,631","37,957","35,132","35,346","8,695","1,767","381","81","23","27"
"대구광역시 달서구 (2729000000)","231,978","73,162","53,860","47,522","45,052","9,942","1,913","399","96","18","14"
"대구광역시 달성군 (2771000000)","103,834","32,199","24,302","21,812","19,751","4,563","962","179","34","14","18"
"인천광역시  (2800000000)","1,238,641","430,821","277,501","240,508","220,683","54,431","11,154","2,524","647","216","156"
"인천광역시 중구 (2811000000)","65,002","31,109","12,998","9,507","8,431","2,267","509","133","25","15","8"
"인천광역시 동구 (2814000000)","28,739","11,022","7,080","5,168","4,076","1,064","242","64","19","2","2"
"인천광역시 미추홀구 (2817700000)","184,872","74,129","43,375","32,903","25,826","6,752","1,501","277","74","17","18"
"인천광역시 연수구 (2818500000)","140,700","40,558","27,940","30,728","32,157","7,376","1,487","313","88","29","24"
"인천광역시 남동구 (2820000000)","221,455","75,002","50,624","43,053","40,149","9,980","2,008","474","111","31","23"
"인천광역시 부평구 (2823700000)","211,851","70,080","49,036","42,856","38,251","9,168","1,836","442","115","42","25"
"인천광역시 계양구 (2824500000)","123,283","39,146","27,835","25,600","23,811","5,527","1,020","246","60","23","15"
"인천광역시 서구 (2826000000)","217,887","68,968","46,117","44,983","44,280","10,876","2,043","452","106","42","20"
"인천광역시 강화군 (2871000000)","33,163","13,959","9,929","4,560","2,964","1,157","422","100","40","15","17"
"인천광역시 옹진군 (2872000000)","11,689","6,848","2,567","1,150","738","264","86","23","9","0","4"
"광주광역시  (2900000000)","616,485","224,995","137,075","111,136","104,158","31,371","6,023","1,214","335","89","89"
"광주광역시 동구 (2911000000)","47,885","22,294","11,236","7,074","5,020","1,698","416","98","22","10","17"
"광주광역시 서구 (2914000000)","128,783","48,193","28,176","23,097","21,534","6,252","1,188","252","58","17","16"
"광주광역시 남구 (2915500000)","92,233","32,206","22,582","17,051","14,626","4,530","932","218","54","17","17"
"광주광역시 북구 (2917000000)","187,015","69,771","42,813","33,820","29,541","8,826","1,749","331","122","26","16"
"광주광역시 광산구 (2920000000)","160,569","52,531","32,268","30,094","33,437","10,065","1,738","315","79","19","23"
"대전광역시  (3000000000)","635,343","239,247","141,524","113,543","105,142","28,212","5,831","1,282","371","90","101"
"대전광역시 동구 (3011000000)","104,064","43,478","24,703","16,802","13,752","4,156","883","207","55","15","13"
"대전광역시 중구 (3014000000)","106,379","41,294","25,527","18,276","15,326","4,478","1,125","249","66","18","20"
"대전광역시 서구 (3017000000)","203,754","74,155","44,414","37,699","35,857","9,263","1,772","410","128","26","30"
"대전광역시 유성구 (3020000000)","145,305","52,840","28,794","26,979","28,040","6,943","1,330","258","83","23","15"
"대전광역시 대덕구 (3023000000)","75,841","27,480","18,086","13,787","12,167","3,372","721","158","39","8","23"
"울산광역시  (3100000000)","468,659","150,941","105,926","94,537","91,778","20,593","3,775","791","204","61","53"
"울산광역시 중구 (3111000000)","93,062","30,633","22,103","18,678","16,798","3,885","763","152","37","5","8"
"울산광역시 남구 (3114000000)","135,311","46,412","29,639","27,119","25,620","5,270","952","203","68","18","10"
"울산광역시 동구 (3117000000)","65,183","20,933","15,150","12,798","12,582","2,941","613","129","21","10","6"
"울산광역시 북구 (3120000000)","81,144","20,034","17,332","18,626","19,890","4,387","695","120","35","16","9"
"울산광역시 울주군 (3171000000)","93,959","32,929","21,702","17,316","16,888","4,110","752","187","43","12","20"
"세종특별자치시  (3600000000)","135,408","43,719","27,900","26,255","28,015","7,604","1,425","354","86","30","20"
"세종특별자치시  (3611000000)","135,408","43,719","27,900","26,255","28,015","7,604","1,425","354","86","30","20"
"경기도  (4100000000)","5,468,920","1,886,202","1,181,615","1,043,308","1,033,313","254,066","52,728","12,513","3,438","1,023","714"
"경기도 수원시 (4111000000)","498,836","183,195","97,331","92,351","98,235","22,246","4,145","973","235","72","53"
"경기도 성남시 (4113000000)","400,460","147,532","84,808","74,778","72,014","16,584","3,503","855","276","78","32"
"경기도 의정부시 (4115000000)","190,760","66,663","43,887","36,894","32,948","8,128","1,705","393","96","31","15"
"경기도 안양시 (4117000000)","222,589","65,570","48,819","46,898","47,632","10,746","2,157","540","157","48","22"
"경기도 부천시 (4119000000)","340,160","111,218","76,366","69,318","64,076","15,052","3,091","744","197","67","31"
"경기도 광명시 (4121000000)","126,001","38,262","28,250","25,800","26,123","6,018","1,188","248","78","21","13"
"경기도 평택시 (4122000000)","226,020","91,247","47,852","37,964","36,435","9,806","2,074","444","133","40","25"
"경기도 동두천시 (4125000000)","42,999","17,646","10,400","7,034","5,506","1,810","452","102","32","4","13"
"경기도 안산시 (4127000000)","277,331","104,666","57,001","50,366","49,649","12,496","2,395","541","153","35","29"
"경기도 고양시 (4128000000)","434,028","142,220","93,702","87,952","85,440","19,558","3,877","923","233","69","54"
"경기도 과천시 (4129000000)","21,467","5,627","4,293","4,573","5,215","1,337","311","77","22","3","9"
"경기도 구리시 (4131000000)","79,870","25,234","17,126","16,409","16,352","3,751","747","165","58","16","12"
"경기도 남양주시 (4136000000)","276,656","82,406","63,029","56,138","56,228","14,609","3,235","744","180","58","29"
"경기도 오산시 (4137000000)","95,209","35,802","18,997","16,501","18,124","4,611","896","198","57","16","7"
"경기도 시흥시 (4139000000)","194,750","68,553","38,863","37,010","38,441","9,556","1,779","382","105","42","19"
"경기도 군포시 (4141000000)","110,005","33,715","24,348","22,636","22,788","5,199","1,006","224","59","17","13"
"경기도 의왕시 (4143000000)","62,387","17,333","14,224","13,316","13,388","3,246","652","160","49","13","6"
"경기도 하남시 (4145000000)","115,792","41,873","25,507","21,822","20,452","4,938","931","182","58","18","11"
"경기도 용인시 (4146000000)","406,880","115,216","87,298","85,519","91,144","21,269","4,763","1,175","310","119","67"
"경기도 파주시 (4148000000)","191,668","69,979","41,925","34,337","33,663","9,125","2,038","423","122","34","22"
"경기도 이천시 (4150000000)","92,643","35,670","20,244","15,670","15,076","4,481","1,079","280","92","32","19"
"경기도 안성시 (4155000000)","81,599","32,904","19,179","13,068","11,670","3,495","913","242","69","25","34"
"경기도 김포시 (4157000000)","174,613","54,481","38,533","35,261","35,283","8,616","1,816","439","128","32","24"
"경기도 화성시 (4159000000)","327,797","111,431","63,356","61,736","70,425","16,751","3,092","719","195","45","47"
"경기도 광주시 (4161000000)","156,884","54,324","36,871","30,420","26,141","7,100","1,498","384","94","28","24"
"경기도 양주시 (4163000000)","93,026","32,456","21,945","16,917","15,720","4,629","967","289","67","17","19"
"경기도 포천시 (4165000000)","69,976","30,888","16,743","10,488","8,235","2,682","695","180","45","7","13"
"경기도 여주시 (4167000000)","50,334","20,437","12,870","7,734","6,239","2,166","620","189","57","8","14"
"경기도 연천군 (4180000000)","21,630","10,349","5,291","2,760","2,063","836","235","59","25","6","6"
"경기도 가평군 (4182000000)","30,768","14,829","7,627","4,045","2,833","1,036","283","77","18","5","15"
"경기도 양평군 (4183000000)","55,782","24,476","14,930","7,593","5,775","2,189","585","162","38","17","17"
"강원도  (4200000000)","719,524","304,301","179,762","112,489","88,114","26,299","6,366","1,598","391","101","103"
"강원도 춘천시 (4211000000)","123,006","46,433","29,609","21,660","18,240","5,383","1,262","321","68","15","15"
"강원도 원주시 (4213000000)","154,583","59,960","36,490","26,958","23,229","6,228","1,307","295","70","22","24"
"강원도 강릉시 (4215000000)","99,086","40,625","25,558","15,970","12,367","3,459","842","182","60","14","9"
"강원도 동해시 (4217000000)","41,141","16,202","10,594","6,920","5,379","1,569","372","76","21","3","5"
"강원도 태백시 (4219000000)","21,798","10,135","5,573","3,016","2,178","638","192","51","11","3","1"
"강원도 속초시 (4221000000)","38,689","16,385","9,835","6,231","4,628","1,258","256","73","18","5","0"
"강원도 삼척시 (4223000000)","34,082","16,466","8,376","4,666","3,284","1,000","207","61","15","3","4"
"강원도 홍천군 (4272000000)","33,142","14,299","9,158","4,671","3,351","1,193","339","99","15","7","10"
"강원도 횡성군 (4273000000)","22,832","10,143","6,604","3,075","1,921","764","219","77","16","8","5"
"강원도 영월군 (4275000000)","21,044","10,839","5,555","2,440","1,492","508","153","37","12","6","2"
"강원도 평창군 (4276000000)","21,379","10,122","5,773","2,782","1,796","664","178","38","22","1","3"
"강원도 정선군 (4277000000)","19,974","10,371","5,088","2,368","1,423","522","148","40","10","1","3"
"강원도 철원군 (4278000000)","21,216","9,349","5,106","3,071","2,446","867","270","81","16","3","7"
"강원도 화천군 (4279000000)","12,603","6,427","2,787","1,529","1,247","447","123","32","5","1","5"
"강원도 양구군 (4280000000)","10,840","5,081","2,478","1,490","1,208","419","115","30","12","3","4"
"강원도 인제군 (4281000000)","15,583","7,449","3,661","2,036","1,660","577","149","41","6","1","3"
"강원도 고성군 (4282000000)","14,445","7,436","3,583","1,779","1,111","387","113","28","6","1","1"
"강원도 양양군 (4283000000)","14,081","6,579","3,934","1,827","1,154","416","121","36","8","4","2"
"충청북도  (4300000000)","722,123","292,456","174,904","115,506","100,387","30,090","6,602","1,559","376","113","130"
"충청북도 청주시 (4311000000)","360,496","136,200","78,981","63,294","60,723","17,025","3,304","713","173","43","40"
"충청북도 충주시 (4313000000)","95,648","37,732","24,749","15,784","12,568","3,665","842","216","56","14","22"
"충청북도 제천시 (4315000000)","63,417","26,349","17,191","9,609","7,341","2,227","535","125","23","9","8"
"충청북도 보은군 (4372000000)","16,684","7,591","5,099","2,005","1,227","511","179","48","13","4","7"
"충청북도 옥천군 (4373000000)","24,004","9,903","7,105","3,362","2,338","923","273","73","14","5","8"
"충청북도 영동군 (4374000000)","24,509","11,488","6,806","2,971","2,008","864","276","69","15","7","5"
"충청북도 증평군 (4374500000)","17,283","7,366","4,173","2,540","2,244","749","158","40","8","3","2"
"충청북도 진천군 (4375000000)","37,213","15,753","8,782","5,719","4,893","1,600","353","73","24","10","6"
"충청북도 괴산군 (4376000000)","21,256","10,776","6,219","2,293","1,186","529","156","65","18","7","7"
"충청북도 음성군 (4377000000)","46,402","22,105","11,462","6,086","4,680","1,535","387","93","26","8","20"
"충청북도 단양군 (4380000000)","15,211","7,193","4,337","1,843","1,179","462","139","44","6","3","5"
"충청남도  (4400000000)","959,255","391,284","230,962","150,933","133,498","40,096","9,206","2,276","630","198","172"
"충청남도 천안시 (4413000000)","281,333","110,370","56,545","49,304","49,394","12,474","2,480","536","145","57","28"
"충청남도 공주시 (4415000000)","50,519","21,948","13,518","7,310","5,072","1,889","559","148","36","15","24"
"충청남도 보령시 (4418000000)","48,324","20,814","13,223","6,885","5,018","1,746","460","123","36","12","7"
"충청남도 아산시 (4420000000)","135,159","52,836","28,076","22,692","23,183","6,606","1,344","278","99","23","22"
"충청남도 서산시 (4421000000)","76,748","28,604","19,733","12,786","11,329","3,378","686","166","42","15","9"
"충청남도 논산시 (4423000000)","57,196","25,229","15,377","8,068","5,698","2,079","532","147","37","7","22"
"충청남도 계룡시 (4425000000)","15,967","4,187","3,551","3,098","3,675","1,159","219","58","13","3","4"
"충청남도 당진시 (4427000000)","76,162","32,005","17,955","11,493","10,413","3,235","783","192","60","17","9"
"충청남도 금산군 (4471000000)","25,521","11,387","7,293","3,325","2,215","933","266","67","14","9","12"
"충청남도 부여군 (4476000000)","33,341","14,948","9,980","4,238","2,570","1,095","348","115","32","10","5"
"충청남도 서천군 (4477000000)","26,410","11,743","8,076","3,352","2,003","875","246","69","27","6","13"
"충청남도 청양군 (4479000000)","16,296","7,792","4,692","1,927","1,091","512","188","62","22","7","3"
"충청남도 홍성군 (4480000000)","45,920","18,252","12,397","7,065","5,698","1,895","445","133","24","7","4"
"충청남도 예산군 (4481000000)","38,290","16,232","11,335","5,355","3,520","1,299","391","119","25","5","9"
"충청남도 태안군 (4482500000)","32,069","14,937","9,211","4,035","2,619","921","259","63","18","5","1"
"전라북도  (4500000000)","816,191","327,085","202,592","128,958","108,208","37,195","8,901","2,211","621","175","245"
"전라북도 전주시 (4511000000)","273,753","96,754","62,162","50,028","46,365","14,535","3,015","642","171","44","37"
"전라북도 군산시 (4513000000)","118,264","45,003","28,868","19,995","17,309","5,412","1,204","337","79","16","41"
"전라북도 익산시 (4514000000)","126,876","49,593","30,977","20,711","17,764","5,893","1,424","348","91","26","49"
"전라북도 정읍시 (4518000000)","53,582","23,857","14,385","7,371","5,206","2,084","519","104","32","8","16"
"전라북도 남원시 (4519000000)","38,427","16,601","10,366","5,313","3,869","1,617","459","132","43","8","19"
"전라북도 김제시 (4521000000)","41,850","19,586","11,200","5,405","3,605","1,470","398","128","33","8","17"
"전라북도 완주군 (4571000000)","41,800","17,193","10,713","6,066","5,065","1,989","554","143","42","14","21"
"전라북도 진안군 (4572000000)","13,131","6,461","3,609","1,447","897","456","164","56","24","8","9"
"전라북도 무주군 (4573000000)","12,421","5,900","3,545","1,430","962","431","106","29","8","6","4"
"전라북도 장수군 (4574000000)","11,308","5,327","3,213","1,332","794","429","157","31","18","3","4"
"전라북도 임실군 (4575000000)","14,788","7,241","4,055","1,684","1,047","468","195","49","30","9","10"
"전라북도 순창군 (4577000000)","13,816","6,173","4,011","1,659","1,130","550","188","72","14","15","4"
"전라북도 고창군 (4579000000)","28,735","14,051","8,043","3,202","2,140","924","267","77","17","7","7"
"전라북도 부안군 (4580000000)","27,440","13,345","7,445","3,315","2,055","937","251","63","19","3","7"
"전라남도  (4600000000)","872,628","376,808","219,030","125,654","101,355","36,912","9,194","2,426","737","237","275"
"전라남도 목포시 (4611000000)","102,481","41,371","23,695","16,862","14,343","4,911","970","244","55","15","15"
"전라남도 여수시 (4613000000)","123,677","46,677","31,173","20,192","17,743","6,027","1,400","316","89","31","29"
"전라남도 순천시 (4615000000)","116,946","40,570","27,849","21,082","19,690","6,158","1,200","276","85","16","20"
"전라남도 나주시 (4617000000)","56,090","26,526","13,278","7,727","5,886","2,044","468","89","39","16","17"
"전라남도 광양시 (4623000000)","65,725","24,430","14,484","11,222","10,877","3,407","810","275","116","52","52"
"전라남도 담양군 (4671000000)","23,521","11,478","6,086","2,857","1,866","834","275","89","19","6","11"
"전라남도 곡성군 (4672000000)","15,289","7,842","4,064","1,641","1,044","468","166","46","12","4","2"
"전라남도 구례군 (4673000000)","13,243","6,323","3,584","1,596","956","496","188","54","26","8","12"
"전라남도 고흥군 (4677000000)","34,791","17,097","10,557","3,699","2,123","922","282","86","17","7","1"
"전라남도 보성군 (4678000000)","22,276","11,544","6,088","2,330","1,333","664","225","61","16","9","6"
"전라남도 화순군 (4679000000)","30,103","13,739","7,380","4,158","3,131","1,255","316","79","26","7","12"
"전라남도 장흥군 (4680000000)","20,143","10,069","5,460","2,197","1,484","683","166","61","10","7","6"
"전라남도 강진군 (4681000000)","18,351","9,024","5,127","2,044","1,331","578","175","53","11","4","4"
"전라남도 해남군 (4682000000)","34,824","16,145","9,695","4,290","2,845","1,267","406","119","30","11","16"
"전라남도 영암군 (4683000000)","27,362","13,416","6,735","3,295","2,455","1,053","293","86","20","3","6"
"전라남도 무안군 (4684000000)","36,722","15,451","8,911","5,322","4,784","1,713","398","93","32","12","6"
"전라남도 함평군 (4686000000)","17,837","9,535","4,637","1,867","1,020","516","185","46","20","5","6"
"전라남도 영광군 (4687000000)","26,687","12,644","6,991","3,316","2,260","1,017","307","94","30","7","21"
"전라남도 장성군 (4688000000)","22,850","11,060","5,722","2,880","1,922","877","289","69","15","6","10"
"전라남도 완도군 (4689000000)","25,872","12,345","7,272","3,023","1,945","922","262","71","27","1","4"
"전라남도 진도군 (4690000000)","16,102","8,089","4,355","1,790","1,120","523","157","43","20","4","1"
"전라남도 신안군 (4691000000)","21,736","11,433","5,887","2,264","1,197","577","256","76","22","6","18"
"경상북도  (4700000000)","1,227,548","501,690","312,223","196,377","159,107","44,337","10,325","2,402","636","204","247"
"경상북도 포항시 (4711000000)","220,328","78,399","55,997","40,873","34,546","8,329","1,666","367","99","28","24"
"경상북도 경주시 (4713000000)","118,542","48,807","30,250","19,098","14,999","4,079","969","260","53","15","12"
"경상북도 김천시 (4715000000)","65,273","27,122","16,554","10,224","8,087","2,437","649","131","34","12","23"
"경상북도 안동시 (4717000000)","74,827","31,331","19,766","11,365","8,529","2,854","724","186","37","13","22"
"경상북도 구미시 (4719000000)","176,015","63,802","35,581","33,538","33,726","7,615","1,385","253","77","23","15"
"경상북도 영주시 (4721000000)","49,063","19,927","13,818","7,236","5,585","1,877","471","103","29","10","7"
"경상북도 영천시 (4723000000)","51,439","24,093","13,671","6,998","4,606","1,510","410","94","33","10","14"
"경상북도 상주시 (4725000000)","48,796","21,437","13,752","6,702","4,457","1,679","522","164","38","21","24"
"경상북도 문경시 (4728000000)","35,587","16,019","9,948","4,698","3,203","1,236","329","103","27","10","14"
"경상북도 경산시 (4729000000)","115,537","43,724","27,746","20,603","17,483","4,682","1,000","211","53","15","20"
"경상북도 군위군 (4772000000)","12,938","6,424","3,900","1,478","724","285","89","26","7","0","5"
"경상북도 의성군 (4773000000)","28,212","13,594","8,920","3,156","1,573","671","221","49","19","5","4"
"경상북도 청송군 (4775000000)","13,862","6,938","4,186","1,490","836","286","88","28","5","1","4"
"경상북도 영양군 (4776000000)","8,942","4,298","2,735","979","573","252","80","12","5","3","5"
"경상북도 영덕군 (4777000000)","20,085","10,101","5,708","2,288","1,293","512","135","29","11","3","5"
"경상북도 청도군 (4782000000)","22,473","10,878","6,544","2,700","1,541","578","174","42","6","3","7"
"경상북도 고령군 (4783000000)","16,227","7,469","4,593","2,117","1,386","456","153","36","8","3","6"
"경상북도 성주군 (4784000000)","22,915","11,272","6,259","2,792","1,607","656","233","63","23","6","4"
"경상북도 칠곡군 (4785000000)","52,659","21,654","11,725","8,752","7,947","2,029","421","84","27","3","17"
"경상북도 예천군 (4790000000)","26,453","11,079","7,819","3,658","2,610","943","249","61","22","7","5"
"경상북도 봉화군 (4792000000)","16,705","7,912","5,025","1,941","1,128","491","137","46","9","11","5"
"경상북도 울진군 (4793000000)","25,244","12,232","6,573","3,167","2,302","733","174","44","12","2","5"
"경상북도 울릉군 (4794000000)","5,426","3,178","1,153","524","366","147","46","10","2","0","0"
"경상남도  (4800000000)","1,450,822","530,845","348,485","257,938","234,473","62,030","12,909","2,942","702","233","265"
"경상남도 창원시 (4812000000)","431,382","142,218","99,774","85,382","80,277","19,057","3,626","755","184","54","55"
"경상남도 진주시 (4817000000)","149,078","54,327","35,277","26,835","23,901","6,905","1,458","282","55","18","20"
"경상남도 통영시 (4822000000)","59,423","23,342","15,416","9,645","7,900","2,409","537","124","25","13","12"
"경상남도 사천시 (4824000000)","52,503","22,534","12,932","8,019","6,489","1,979","407","104","25","5","9"
"경상남도 김해시 (4825000000)","217,228","68,561","47,275","43,610","44,265","10,817","2,088","428","123","32","29"
"경상남도 밀양시 (4827000000)","51,541","22,983","14,182","6,944","5,116","1,713","419","124","29","12","19"
"경상남도 거제시 (4831000000)","101,969","35,089","21,837","18,925","19,841","5,053","933","210","51","18","12"
"경상남도 양산시 (4833000000)","145,297","47,929","34,366","28,604","26,400","6,405","1,232","259","59","20","23"
"경상남도 의령군 (4872000000)","14,577","7,505","4,030","1,578","927","386","100","33","8","4","6"
"경상남도 함안군 (4873000000)","30,910","13,232","7,889","4,523","3,739","1,172","257","71","19","3","5"
"경상남도 창녕군 (4874000000)","31,504","14,474","9,257","3,859","2,591","933","274","73","22","12","9"
"경상남도 고성군 (4882000000)","25,882","11,961","7,060","3,328","2,275","889","270","71","13","4","11"
"경상남도 남해군 (4884000000)","22,612","10,631","6,822","2,682","1,590","604","196","58","11","8","10"
"경상남도 하동군 (4885000000)","23,738","11,400","6,600","2,891","1,703","754","257","85","23","7","18"
"경상남도 산청군 (4886000000)","19,040","9,762","5,298","2,019","1,234","497","154","49","13","6","8"
"경상남도 함양군 (4887000000)","20,427","10,002","5,517","2,421","1,541","655","203","67","13","5","3"
"경상남도 거창군 (4888000000)","29,538","12,682","8,011","4,064","3,176","1,201","297","83","13","7","4"
"경상남도 합천군 (4889000000)","24,173","12,213","6,942","2,609","1,508","601","201","66","16","5","12"
"제주특별자치도  (5000000000)","293,155","119,149","63,753","47,051","41,140","16,376","4,148","1,106","285","93","54"
"제주특별자치도 제주시 (5011000000)","209,439","82,465","44,288","34,676","31,610","12,323","3,022","762","201","57","35"
"제주특별자치도 서귀포시 (5013000000)","83,716","36,684","19,465","12,375","9,530","4,053","1,126","344","84","36","19"
