"행정구역","2013년12월_전체세대","2013년12월_1인세대","2013년12월_2인세대","2013년12월_3인세대","2013년12월_4인세대","2013년12월_5인세대","2013년12월_6인세대","2013년12월_7인세대","2013년12월_8인세대","2013년12월_9인세대","2013년12월_10인세대"
"대구광역시 남구 (2720000000)","75,038","31,195","16,574","13,061","10,260","2,945","764","179","33","10","17"
"대구광역시 북구 (2723000000)","165,041","44,698","32,182","34,602","40,434","10,374","2,157","450","100","23","21"
"대구광역시 수성구 (2726000000)","164,518","39,007","32,390","35,316","42,726","11,703","2,598","565","148","38","27"
"대구광역시 달서구 (2729000000)","222,326","55,385","43,374","48,519","57,499","13,783","2,933","640","137","38","18"
"대구광역시 달성군 (2771000000)","67,918","18,274","13,707","13,996","16,214","4,356","1,038","251","54","14","14"
"인천광역시  (2800000000)","1,118,988","346,424","218,817","223,940","249,869","62,721","13,206","2,923","729","216","143"
"인천광역시 중구 (2811000000)","47,949","20,375","9,497","7,805","7,381","2,188","524","121","38","11","9"
"인천광역시 동구 (2814000000)","30,966","10,633","6,717","6,098","5,503","1,561","344","86","15","3","6"
"인천광역시 남구 (2817000000)","171,342","61,137","36,112","32,619","30,953","8,002","1,920","462","92","29","16"
"인천광역시 연수구 (2818500000)","107,906","28,105","18,081","22,715","29,773","7,394","1,407","305","85","30","11"
"인천광역시 남동구 (2820000000)","194,917","57,774","38,396","40,000","44,996","10,937","2,195","456","123","28","12"
"인천광역시 부평구 (2823700000)","214,173","63,908","42,140","43,916","48,871","11,994","2,584","547","144","39","30"
"인천광역시 계양구 (2824500000)","128,889","36,268","23,944","27,031","32,295","7,592","1,347","301","76","22","13"
"인천광역시 서구 (2826000000)","182,028","50,613","33,207","38,118","45,785","11,368","2,273","489","119","36","20"
"인천광역시 강화군 (2871000000)","29,713","11,364","8,391","4,481","3,446","1,350","494","133","23","12","19"
"인천광역시 옹진군 (2872000000)","11,105","6,247","2,332","1,157","866","335","118","23","14","6","7"
"광주광역시  (2900000000)","563,599","174,991","109,610","107,192","119,256","40,895","8,943","1,972","465","149","126"
"광주광역시 동구 (2911000000)","46,428","20,505","9,555","7,265","5,839","2,317","678","186","39","19","25"
"광주광역시 서구 (2914000000)","119,155","35,965","22,696","22,845","26,302","8,811","1,993","392","104","24","23"
"광주광역시 남구 (2915500000)","83,402","25,157","18,012","16,608","15,987","5,867","1,322","313","78","30","28"
"광주광역시 북구 (2917000000)","173,165","54,674","34,914","33,327","35,017","11,857","2,563","603","143","35","32"
"광주광역시 광산구 (2920000000)","141,449","38,690","24,433","27,147","36,111","12,043","2,387","478","101","41","18"
"대전광역시  (3000000000)","584,877","177,615","113,471","114,070","130,009","38,317","8,602","2,040","513","130","110"
"대전광역시 동구 (3011000000)","102,263","35,568","21,782","18,802","18,448","5,705","1,482","355","79","23","19"
"대전광역시 중구 (3014000000)","103,705","32,612","21,884","20,177","20,261","6,599","1,637","401","97","20","17"
"대전광역시 서구 (3017000000)","186,185","53,101","35,266","37,557","44,017","12,690","2,696","639","146","36","37"
"대전광역시 유성구 (3020000000)","115,304","33,691","18,964","22,166","30,030","8,245","1,651","390","115","32","20"
"대전광역시 대덕구 (3023000000)","77,420","22,643","15,575","15,368","17,253","5,078","1,136","255","76","19","17"
"울산광역시  (3100000000)","431,595","121,242","80,722","87,769","108,794","26,316","5,118","1,186","299","89","60"
"울산광역시 중구 (3111000000)","89,595","26,058","17,839","18,348","20,761","5,217","1,058","228","61","16","9"
"울산광역시 남구 (3114000000)","130,945","37,319","23,795","26,946","33,564","7,538","1,320","329","88","32","14"
"울산광역시 동구 (3117000000)","67,059","19,227","12,542","13,768","16,296","4,106","859","198","41","12","10"
"울산광역시 북구 (3120000000)","63,554","13,625","10,631","13,623","19,964","4,686","817","151","41","8","8"
"울산광역시 울주군 (3171000000)","80,442","25,013","15,915","15,084","18,209","4,769","1,064","280","68","21","19"
"세종특별자치시  (3600000000)","50,045","18,732","10,061","8,101","8,619","3,252","921","254","65","24","16"
"세종특별자치시  (3611000000)","50,045","18,732","10,061","8,101","8,619","3,252","921","254","65","24","16"
"경기도  (4100000000)","4,712,324","1,473,221","884,754","906,461","1,086,939","280,309","61,071","14,127","3,575","1,093","774"
"경기도 수원시 (4111000000)","439,996","140,854","74,861","82,579","108,352","26,615","5,146","1,141","306","81","61"
"경기도 성남시 (4113000000)","387,053","126,038","74,176","75,329","85,566","20,498","4,255","837","249","70","35"
"경기도 의정부시 (4115000000)","167,990","52,072","33,688","33,576","36,357","9,479","2,164","507","99","31","17"
"경기도 안양시 (4117000000)","224,441","60,769","41,231","46,865","58,826","13,247","2,671","620","144","36","32"
"경기도 부천시 (4119000000)","328,230","97,063","61,519","67,030","77,934","19,424","4,023","889","235","74","39"
"경기도 광명시 (4121000000)","130,401","33,975","25,782","27,882","32,739","7,901","1,615","362","101","27","17"
"경기도 평택시 (4122000000)","177,174","62,330","33,938","30,880","35,907","10,687","2,539","667","148","48","30"
"경기도 동두천시 (4125000000)","41,327","15,737","8,883","7,158","6,618","2,145","584","142","36","14","10"
"경기도 안산시 (4127000000)","283,650","99,469","47,908","51,667","64,664","16,190","2,936","628","125","37","26"
"경기도 고양시 (4128000000)","374,396","110,250","68,732","74,611","93,140","21,948","4,455","912","241","61","46"
"경기도 과천시 (4129000000)","25,233","6,489","4,371","5,140","7,003","1,738","365","89","26","11","1"
"경기도 구리시 (4131000000)","72,581","22,368","13,033","14,346","17,486","4,191","915","172","46","17","7"
"경기도 남양주시 (4136000000)","230,273","63,460","45,542","47,034","54,728","14,945","3,511","805","167","54","27"
"경기도 오산시 (4137000000)","79,951","26,573","13,899","14,742","18,672","4,766","976","242","59","15","7"
"경기도 시흥시 (4139000000)","156,764","55,608","25,319","27,717","36,526","9,206","1,829","390","114","35","20"
"경기도 군포시 (4141000000)","104,735","27,113","19,620","21,995","28,156","6,282","1,196","264","70","24","15"
"경기도 의왕시 (4143000000)","58,475","15,213","10,978","12,457","15,200","3,680","725","166","42","8","6"
"경기도 하남시 (4145000000)","57,532","18,868","11,453","11,055","11,919","3,267","723","193","44","6","4"
"경기도 용인시 (4146000000)","340,748","87,394","63,607","70,663","90,624","22,055","4,799","1,164","271","106","65"
"경기도 파주시 (4148000000)","163,648","59,173","31,382","28,895","32,145","9,234","2,160","478","108","42","31"
"경기도 이천시 (4150000000)","79,956","26,350","15,638","14,421","16,421","5,167","1,407","377","107","39","29"
"경기도 안성시 (4155000000)","73,938","26,495","15,428","12,545","13,376","4,367","1,240","321","87","40","39"
"경기도 김포시 (4157000000)","119,228","35,480","23,888","23,349","26,926","7,342","1,689","390","110","27","27"
"경기도 화성시 (4159000000)","198,368","60,370","34,680","36,544","49,261","13,443","3,028","722","208","61","51"
"경기도 광주시 (4161000000)","112,358","36,160","22,554","21,781","22,989","6,657","1,613","421","123","33","27"
"경기도 양주시 (4163000000)","77,283","24,336","15,883","14,615","15,871","4,951","1,230","279","69","27","22"
"경기도 포천시 (4165000000)","66,830","26,532","13,929","10,719","10,606","3,556","1,053","316","72","21","26"
"경기도 여주시 (4167000000)","45,431","16,762","10,358","7,398","7,057","2,643","869","232","71","22","19"
"경기도 연천군 (4180000000)","20,528","8,711","4,806","2,976","2,517","1,074","325","86","23","5","5"
"경기도 가평군 (4182000000)","27,417","11,954","6,407","3,916","3,333","1,258","388","110","29","6","16"
"경기도 양평군 (4183000000)","46,389","19,255","11,261","6,576","6,020","2,353","642","205","45","15","17"
"강원도  (4200000000)","664,913","257,742","149,247","110,070","102,207","33,585","8,941","2,303","545","149","124"
"강원도 춘천시 (4211000000)","111,313","37,966","24,142","20,258","20,303","6,534","1,597","399","71","24","19"
"강원도 원주시 (4213000000)","132,207","45,820","27,629","24,284","25,020","7,193","1,712","408","91","24","26"
"강원도 강릉시 (4215000000)","92,412","34,070","21,140","16,395","14,769","4,542","1,132","273","66","16","9"
"강원도 동해시 (4217000000)","40,093","14,489","9,139","7,078","6,661","2,090","477","118","28","6","7"
"강원도 태백시 (4219000000)","22,204","9,371","5,218","3,419","2,817","972","289","89","23","2","4"
"강원도 속초시 (4221000000)","36,946","14,856","8,269","6,243","5,521","1,584","364","82","22","3","2"
"강원도 삼척시 (4223000000)","35,362","17,094","7,531","4,812","4,024","1,362","394","96","36","8","5"
"강원도 홍천군 (4272000000)","30,885","12,154","7,637","4,677","4,055","1,650","509","152","30","16","5"
"강원도 횡성군 (4273000000)","19,960","7,975","5,291","2,900","2,379","967","310","99","20","10","9"
"강원도 영월군 (4275000000)","19,111","8,549","4,839","2,614","1,953","811","247","73","17","3","5"
"강원도 평창군 (4276000000)","20,030","8,611","4,928","2,824","2,303","938","303","81","23","10","9"
"강원도 정선군 (4277000000)","19,330","8,989","4,694","2,645","1,871","761","270","76","18","3","3"
"강원도 철원군 (4278000000)","19,835","7,455","4,628","3,093","2,912","1,218","364","123","34","4","4"
"강원도 화천군 (4279000000)","11,734","5,602","2,426","1,491","1,371","572","193","58","12","3","6"
"강원도 양구군 (4280000000)","10,507","4,743","2,149","1,431","1,390","546","185","41","12","5","5"
"강원도 인제군 (4281000000)","14,474","6,193","3,091","2,091","2,044","747","229","54","20","4","1"
"강원도 고성군 (4282000000)","15,377","7,949","3,268","1,884","1,457","575","183","44","11","4","2"
"강원도 양양군 (4283000000)","13,133","5,856","3,228","1,931","1,357","523","183","37","11","4","3"
"충청북도  (4300000000)","644,062","227,681","140,494","110,860","115,116","37,436","9,283","2,293","581","162","156"
"충청북도 청주시 (4311000000)","259,455","82,128","48,865","48,964","57,862","16,961","3,615","822","170","47","21"
"충청북도 충주시 (4313000000)","84,902","28,999","19,489","14,948","14,841","4,892","1,268","326","87","30","22"
"충청북도 제천시 (4315000000)","58,662","21,495","14,252","9,922","9,072","2,965","723","168","39","13","13"
"충청북도 청원군 (4371000000)","64,846","24,186","13,881","10,950","11,042","3,512","941","236","63","14","21"
"충청북도 보은군 (4372000000)","15,710","6,473","4,388","2,194","1,483","770","281","76","31","6","8"
"충청북도 옥천군 (4373000000)","22,494","8,266","6,030","3,480","2,932","1,248","375","111","35","7","10"
"충청북도 영동군 (4374000000)","22,554","9,032","6,015","3,143","2,589","1,189","430","110","30","7","9"
"충청북도 증평군 (4374500000)","14,398","5,285","3,195","2,385","2,325","920","220","53","12","1","2"
"충청북도 진천군 (4375000000)","27,750","10,882","6,119","4,456","4,165","1,552","418","112","27","11","8"
"충청북도 괴산군 (4376000000)","18,716","8,533","5,170","2,419","1,568","665","252","72","27","5","5"
"충청북도 음성군 (4377000000)","40,307","16,508","9,264","5,953","5,679","2,101","553","167","43","16","23"
"충청북도 단양군 (4380000000)","14,268","5,894","3,826","2,046","1,558","661","207","40","17","5","14"
"충청남도  (4400000000)","857,699","320,003","188,372","140,206","143,556","48,101","12,597","3,496","885","261","222"
"충청남도 천안시 (4413000000)","238,677","87,472","41,388","41,682","50,437","13,896","2,856","679","174","59","34"
"충청남도 공주시 (4415000000)","49,273","18,797","11,553","7,890","6,927","2,846","894","252","66","22","26"
"충청남도 보령시 (4418000000)","45,455","17,127","11,666","7,229","6,127","2,330","684","213","47","22","10"
"충청남도 아산시 (4420000000)","117,362","43,548","22,080","20,065","22,532","6,937","1,605","420","121","33","21"
"충청남도 서산시 (4421000000)","66,956","22,457","15,300","11,507","12,294","3,998","1,046","277","43","20","14"
"충청남도 논산시 (4423000000)","55,270","22,253","13,465","8,309","7,115","2,908","888","230","64","15","23"
"충청남도 계룡시 (4425000000)","13,954","3,231","2,378","2,635","4,031","1,292","283","72","19","7","6"
"충청남도 당진시 (4427000000)","68,490","26,754","15,142","10,951","10,524","3,663","1,088","268","64","19","17"
"충청남도 금산군 (4471000000)","24,737","9,912","6,589","3,558","2,865","1,222","402","124","49","7","9"
"충청남도 부여군 (4476000000)","32,288","12,603","9,086","4,587","3,429","1,743","557","205","56","14","8"
"충청남도 서천군 (4477000000)","26,663","10,626","7,672","3,772","2,801","1,206","400","132","30","11","13"
"충청남도 청양군 (4479000000)","14,588","5,802","4,225","2,027","1,429","695","282","99","21","4","4"
"충청남도 홍성군 (4480000000)","38,320","14,063","9,886","5,985","5,312","2,207","583","201","61","10","12"
"충청남도 예산군 (4481000000)","36,924","13,658","10,057","5,758","4,634","1,901","626","216","46","10","18"
"충청남도 태안군 (4482500000)","28,742","11,700","7,885","4,251","3,099","1,257","403","108","24","8","7"
"전라북도  (4500000000)","766,699","271,848","173,721","128,532","125,337","48,768","13,305","3,563","975","334","316"
"전라북도 전주시 (4511000000)","247,718","75,766","49,724","46,559","51,530","18,412","4,394","990","226","65","52"
"전라북도 군산시 (4513000000)","112,103","38,073","24,588","20,117","19,904","6,931","1,797","473","134","39","47"
"전라북도 익산시 (4514000000)","122,164","41,067","26,802","21,480","21,906","8,121","2,006","546","131","59","46"
"전라북도 정읍시 (4518000000)","51,841","20,545","12,866","7,803","6,459","2,995","857","217","64","13","22"
"전라북도 남원시 (4519000000)","36,946","14,086","9,306","5,520","4,833","2,157","740","216","52","16","20"
"전라북도 김제시 (4521000000)","41,523","17,539","10,563","5,906","4,403","2,092","700","213","62","19","26"
"전라북도 완주군 (4571000000)","36,241","13,507","8,393","5,769","5,250","2,307","694","218","65","17","21"
"전라북도 진안군 (4572000000)","12,553","5,586","3,282","1,644","1,110","583","235","71","26","12","4"
"전라북도 무주군 (4573000000)","11,570","4,791","3,218","1,474","1,187","587","221","59","22","3","8"
"전라북도 장수군 (4574000000)","10,572","4,423","2,900","1,356","1,022","556","212","65","21","11","6"
"전라북도 임실군 (4575000000)","13,947","6,116","3,782","1,774","1,288","622","225","86","39","7","8"
"전라북도 순창군 (4577000000)","13,576","5,622","3,705","1,788","1,250","738","299","103","35","23","13"
"전라북도 고창군 (4579000000)","28,412","12,641","7,524","3,583","2,592","1,348","479","154","44","22","25"
"전라북도 부안군 (4580000000)","27,533","12,086","7,068","3,759","2,603","1,319","446","152","54","28","18"
"전라남도  (4600000000)","815,769","316,651","191,119","124,131","116,235","48,252","13,611","3,952","1,161","362","295"
"전라남도 목포시 (4611000000)","99,334","36,272","20,795","17,202","16,877","6,256","1,468","335","83","24","22"
"전라남도 여수시 (4613000000)","114,364","36,554","25,482","20,416","21,017","8,078","2,049","572","131","41","24"
"전라남도 순천시 (4615000000)","104,507","31,986","21,101","18,823","21,997","8,058","1,895","463","116","38","30"
"전라남도 나주시 (4617000000)","41,094","18,727","9,877","5,508","4,174","1,924","614","171","54","21","24"
"전라남도 광양시 (4623000000)","57,707","18,221","10,913","10,408","12,549","4,323","921","253","87","19","13"
"전라남도 담양군 (4671000000)","21,516","9,350","5,223","3,002","2,198","1,101","433","140","43","15","11"
"전라남도 곡성군 (4672000000)","14,705","6,813","3,703","1,752","1,331","722","264","78","28","9","5"
"전라남도 구례군 (4673000000)","12,230","5,072","3,315","1,638","1,180","662","221","90","34","9","9"
"전라남도 고흥군 (4677000000)","34,699","15,525","10,185","4,230","2,711","1,378","465","151","30","17","7"
"전라남도 보성군 (4678000000)","22,296","10,211","5,993","2,720","1,760","1,029","363","148","46","18","8"
"전라남도 화순군 (4679000000)","29,517","11,947","6,822","4,453","3,821","1,704","538","153","60","10","9"
"전라남도 장흥군 (4680000000)","20,447","9,378","5,370","2,440","1,743","961","350","113","47","21","24"
"전라남도 강진군 (4681000000)","18,756","8,385","4,917","2,322","1,711","909","312","125","45","14","16"
"전라남도 해남군 (4682000000)","35,438","15,113","9,326","4,689","3,596","1,832","592","187","65","23","15"
"전라남도 영암군 (4683000000)","27,191","12,054","6,455","3,594","3,105","1,403","411","113","40","10","6"
"전라남도 무안군 (4684000000)","33,549","12,946","7,841","5,123","4,750","2,053","603","164","48","12","9"
"전라남도 함평군 (4686000000)","17,604","8,534","4,564","1,976","1,368","733","292","82","39","6","10"
"전라남도 영광군 (4687000000)","26,309","11,291","6,735","3,570","2,742","1,301","449","153","29","17","22"
"전라남도 장성군 (4688000000)","21,191","9,144","5,312","2,851","2,305","1,079","333","104","41","9","13"
"전라남도 완도군 (4689000000)","25,240","10,852","7,116","3,107","2,400","1,222","366","136","33","5","3"
"전라남도 진도군 (4690000000)","15,803","7,202","4,264","1,850","1,335","725","300","91","25","7","4"
"전라남도 신안군 (4691000000)","22,272","11,074","5,810","2,457","1,565","799","372","130","37","17","11"
"경상북도  (4700000000)","1,139,387","418,436","260,397","193,505","189,193","57,770","14,710","3,758","1,025","293","300"
"경상북도 포항시 (4711000000)","204,857","62,356","44,928","41,255","42,589","10,680","2,315","527","146","29","32"
"경상북도 경주시 (4713000000)","111,053","41,036","24,831","18,764","18,674","5,729","1,521","348","99","33","18"
"경상북도 김천시 (4715000000)","56,681","20,940","13,277","9,139","8,719","3,275","949","260","79","17","26"
"경상북도 안동시 (4717000000)","70,674","25,471","17,235","11,841","10,787","3,886","1,040","284","70","26","34"
"경상북도 구미시 (4719000000)","165,018","57,343","26,797","30,352","38,552","9,649","1,754","394","119","36","22"
"경상북도 영주시 (4721000000)","48,324","18,006","12,077","7,743","6,868","2,611","732","211","51","14","11"
"경상북도 영천시 (4723000000)","45,605","18,855","11,367","6,951","5,597","2,001","601","149","52","7","25"
"경상북도 상주시 (4725000000)","45,413","17,402","12,221","6,894","5,477","2,323","779","229","55","19","14"
"경상북도 문경시 (4728000000)","33,674","13,260","8,818","5,051","4,187","1,681","489","143","24","9","12"
"경상북도 경산시 (4729000000)","100,272","33,391","21,518","19,246","19,027","5,340","1,314","304","92","25","15"
"경상북도 군위군 (4772000000)","11,896","5,256","3,513","1,593","941","396","131","45","9","3","9"
"경상북도 의성군 (4773000000)","27,316","11,730","8,370","3,579","2,206","964","347","82","20","9","9"
"경상북도 청송군 (4775000000)","13,023","5,664","3,946","1,685","1,107","426","133","40","14","4","4"
"경상북도 영양군 (4776000000)","8,825","3,817","2,626","1,076","799","353","111","30","2","4","7"
"경상북도 영덕군 (4777000000)","20,076","9,312","5,558","2,574","1,682","657","198","60","21","8","6"
"경상북도 청도군 (4782000000)","20,830","9,083","5,664","2,882","1,981","841","281","73","12","7","6"
"경상북도 고령군 (4783000000)","16,059","6,642","4,242","2,298","1,885","670","228","62","21","4","7"
"경상북도 성주군 (4784000000)","20,686","8,748","5,371","3,005","2,099","943","339","126","37","11","7"
"경상북도 칠곡군 (4785000000)","52,053","21,375","9,584","8,633","9,018","2,638","608","137","32","13","15"
"경상북도 예천군 (4790000000)","21,385","8,807","6,421","2,811","2,011","894","302","95","30","7","7"
"경상북도 봉화군 (4792000000)","16,011","6,700","4,677","2,147","1,528","634","217","81","20","2","5"
"경상북도 울진군 (4793000000)","24,256","10,364","6,243","3,347","2,971","990","253","61","18","4","5"
"경상북도 울릉군 (4794000000)","5,400","2,878","1,113","639","488","189","68","17","2","2","4"
"경상남도  (4800000000)","1,320,887","430,894","278,568","241,777","267,026","78,141","18,234","4,374","1,168","333","372"
"경상남도 창원시 (4812000000)","409,981","119,626","78,847","81,751","97,646","25,464","5,091","1,113","296","78","69"
"경상남도 진주시 (4817000000)","131,740","41,617","27,815","24,845","26,056","8,676","2,115","438","114","29","35"
"경상남도 통영시 (4822000000)","58,147","20,491","13,314","10,535","9,627","3,106","808","194","41","17","14"
"경상남도 사천시 (4824000000)","49,647","18,439","11,407","8,461","7,820","2,610","686","158","39","13","14"
"경상남도 김해시 (4825000000)","190,133","50,891","34,908","38,346","49,094","13,211","2,748","646","179","70","40"
"경상남도 밀양시 (4827000000)","47,872","18,839","12,056","7,507","6,246","2,332","651","170","44","11","16"
"경상남도 거제시 (4831000000)","93,572","30,594","16,957","17,171","21,158","5,875","1,347","333","90","22","25"
"경상남도 양산시 (4833000000)","106,677","31,050","21,942","21,295","24,247","6,321","1,370","332","71","16","33"
"경상남도 의령군 (4872000000)","14,436","6,855","3,806","1,752","1,183","562","175","63","25","3","12"
"경상남도 함안군 (4873000000)","29,454","11,584","6,917","4,523","4,366","1,480","438","95","30","8","13"
"경상남도 창녕군 (4874000000)","29,635","12,557","8,025","4,121","3,120","1,270","400","93","28","9","12"
"경상남도 고성군 (4882000000)","25,718","10,886","6,461","3,721","2,941","1,186","361","107","35","7","13"
"경상남도 남해군 (4884000000)","22,325","9,398","6,502","3,002","2,054","917","325","91","21","5","10"
"경상남도 하동군 (4885000000)","23,032","9,800","6,148","3,066","2,327","1,074","409","141","39","11","17"
"경상남도 산청군 (4886000000)","17,673","8,304","4,609","2,206","1,528","688","221","82","19","9","7"
"경상남도 함양군 (4887000000)","19,095","8,378","5,054","2,498","1,861","873","302","74","32","13","10"
"경상남도 거창군 (4888000000)","27,510","10,567","7,051","4,064","3,681","1,536","447","126","23","6","9"
"경상남도 합천군 (4889000000)","24,240","11,018","6,749","2,913","2,071","960","340","118","42","6","23"
"제주특별자치도  (5000000000)","238,465","87,815","45,958","39,539","40,584","17,814","4,808","1,392","349","120","86"
"제주특별자치도 제주시 (5011000000)","173,370","62,152","32,248","29,479","31,449","13,339","3,408","934","235","74","52"
"제주특별자치도 서귀포시 (5013000000)","65,095","25,663","13,710","10,060","9,135","4,475","1,400","458","114","46","34"
