"행정구역","2014년12월_전체세대","2014년12월_1인세대","2014년12월_2인세대","2014년12월_3인세대","2014년12월_4인세대","2014년12월_5인세대","2014년12월_6인세대","2014년12월_7인세대","2014년12월_8인세대","2014년12월_9인세대","2014년12월_10인세대"
"서울특별시 영등포구 (1156000000)","168,100","69,450","32,375","28,963","28,580","6,649","1,560","378","82","34","29"
"서울특별시 동작구 (1159000000)","172,389","64,814","34,690","31,510","31,446","7,649","1,697","401","121","38","23"
"서울특별시 관악구 (1162000000)","248,180","121,776","46,132","36,316","33,236","8,191","1,871","482","105","46","25"
"서울특별시 서초구 (1165000000)","173,469","53,965","32,319","34,658","39,970","9,558","2,163","585","152","64","35"
"서울특별시 강남구 (1168000000)","237,375","87,790","42,690","42,627","49,585","11,361","2,448","593","172","70","39"
"서울특별시 송파구 (1171000000)","257,207","79,365","48,046","52,291","60,161","13,728","2,781","601","162","40","32"
"서울특별시 강동구 (1174000000)","185,905","57,981","35,880","38,002","41,455","9,847","2,133","426","114","43","24"
"부산광역시  (2600000000)","1,421,648","459,063","317,071","281,875","272,066","70,198","16,182","3,694","987","281","231"
"부산광역시 중구 (2611000000)","23,493","11,635","5,105","3,439","2,376","670","197","49","13","3","6"
"부산광역시 서구 (2614000000)","53,417","22,465","12,164","8,782","7,192","2,050","571","129","40","9","15"
"부산광역시 동구 (2617000000)","43,728","18,558","10,241","7,184","5,563","1,632","413","96","24","10","7"
"부산광역시 영도구 (2620000000)","56,580","20,092","13,923","10,660","8,635","2,435","615","167","35","10","8"
"부산광역시 부산진구 (2623000000)","165,056","60,546","37,127","30,367","27,662","7,205","1,654","358","98","23","16"
"부산광역시 동래구 (2626000000)","107,023","31,424","23,140","21,921","22,874","5,869","1,344","324","84","22","21"
"부산광역시 남구 (2629000000)","114,412","35,166","26,104","23,312","22,134","5,856","1,379","323","94","24","20"
"부산광역시 북구 (2632000000)","115,869","30,895","25,039","24,553","27,020","6,635","1,346","262","84","25","10"
"부산광역시 해운대구 (2635000000)","162,347","45,606","34,694","34,578","36,119","8,791","1,949","435","116","36","23"
"부산광역시 사하구 (2638000000)","134,877","40,020","29,871","28,140","27,997","6,915","1,474","349","70","26","15"
"부산광역시 금정구 (2641000000)","100,616","32,628","22,260","19,918","19,177","5,019","1,196","287","77","19","35"
"부산광역시 강서구 (2644000000)","33,165","12,100","7,072","5,899","5,801","1,675","452","113","35","12","6"
"부산광역시 연제구 (2647000000)","83,188","25,854","18,749","16,883","16,358","4,091","975","182","65","18","13"
"부산광역시 수영구 (2650000000)","74,356","24,975","17,760","14,815","12,388","3,330","822","203","42","15","6"
"부산광역시 사상구 (2653000000)","96,915","30,511","20,846","19,699","19,622","4,829","1,066","256","57","17","12"
"부산광역시 기장군 (2671000000)","56,606","16,588","12,976","11,725","11,148","3,196","729","161","53","12","18"
"대구광역시  (2700000000)","970,618","291,889","204,457","197,664","207,863","53,428","11,825","2,564","626","165","137"
"대구광역시 중구 (2711000000)","37,220","17,036","7,944","5,802","4,692","1,299","348","68","17","7","7"
"대구광역시 동구 (2714000000)","141,918","46,115","32,904","28,167","25,662","6,947","1,624","372","82","21","24"
"대구광역시 서구 (2717000000)","90,413","33,244","20,218","17,302","14,692","3,815","880","191","52","13","6"
"대구광역시 남구 (2720000000)","75,028","31,802","16,886","12,818","9,838","2,735","714","168","39","10","18"
"대구광역시 북구 (2723000000)","167,760","46,919","33,608","35,166","39,540","9,913","2,062","410","97","26","19"
"대구광역시 수성구 (2726000000)","165,197","40,282","33,366","35,640","41,643","11,105","2,423","558","120","34","26"
"대구광역시 달서구 (2729000000)","224,083","57,381","45,290","48,749","55,772","13,358","2,740","580","156","36","21"
"대구광역시 달성군 (2771000000)","68,999","19,110","14,241","14,020","16,024","4,256","1,034","217","63","18","16"
"인천광역시  (2800000000)","1,136,280","354,412","227,426","228,052","247,327","61,959","13,101","2,913","739","190","161"
"인천광역시 중구 (2811000000)","49,874","21,243","9,878","8,075","7,694","2,271","536","125","30","12","10"
"인천광역시 동구 (2814000000)","30,776","10,582","6,946","6,034","5,282","1,492","339","77","14","6","4"
"인천광역시 남구 (2817000000)","171,507","61,773","36,833","32,646","29,957","7,843","1,876","435","108","18","18"
"인천광역시 연수구 (2818500000)","112,015","28,870","19,441","23,879","30,511","7,436","1,440","300","97","25","16"
"인천광역시 남동구 (2820000000)","199,768","60,041","40,515","40,845","44,627","10,852","2,242","474","125","28","19"
"인천광역시 부평구 (2823700000)","216,336","65,329","43,758","44,439","47,947","11,609","2,525","523","142","33","31"
"인천광역시 계양구 (2824500000)","128,138","36,209","24,393","27,194","31,288","7,365","1,281","300","76","18","14"
"인천광역시 서구 (2826000000)","186,599","52,514","34,670","39,212","45,835","11,407","2,273","516","115","35","22"
"인천광역시 강화군 (2871000000)","30,184","11,700","8,586","4,563","3,303","1,368","477","134","25","6","22"
"인천광역시 옹진군 (2872000000)","11,083","6,151","2,406","1,165","883","316","112","29","7","9","5"
"광주광역시  (2900000000)","573,043","182,295","114,210","108,283","117,628","39,534","8,452","1,904","478","138","121"
"광주광역시 동구 (2911000000)","46,153","20,826","9,620","6,991","5,644","2,179","636","183","39","15","20"
"광주광역시 서구 (2914000000)","119,658","37,684","23,235","22,776","25,273","8,312","1,822","399","110","27","20"
"광주광역시 남구 (2915500000)","85,996","26,536","19,009","16,975","16,071","5,669","1,299","300","89","25","23"
"광주광역시 북구 (2917000000)","176,440","56,677","36,726","33,736","34,699","11,413","2,425","557","131","42","34"
"광주광역시 광산구 (2920000000)","144,796","40,572","25,620","27,805","35,941","11,961","2,270","465","109","29","24"
"대전광역시  (3000000000)","592,508","183,840","117,901","115,324","127,557","37,090","8,169","1,919","463","144","101"
"대전광역시 동구 (3011000000)","101,512","35,907","22,152","18,561","17,616","5,484","1,352","336","66","21","17"
"대전광역시 중구 (3014000000)","103,669","33,361","22,410","20,008","19,520","6,247","1,598","397","84","30","14"
"대전광역시 서구 (3017000000)","187,921","55,116","36,500","37,682","43,180","12,107","2,541","576","145","37","37"
"대전광역시 유성구 (3020000000)","121,857","36,106","20,788","23,807","30,678","8,375","1,590","361","104","35","13"
"대전광역시 대덕구 (3023000000)","77,549","23,350","16,051","15,266","16,563","4,877","1,088","249","64","21","20"
"울산광역시  (3100000000)","442,250","127,914","85,402","89,633","107,207","25,690","4,886","1,103","282","81","52"
"울산광역시 중구 (3111000000)","92,545","27,525","18,933","18,997","20,690","5,114","1,009","204","55","12","6"
"울산광역시 남구 (3114000000)","132,974","39,343","25,028","27,216","32,522","7,159","1,288","304","77","27","10"
"울산광역시 동구 (3117000000)","67,951","20,451","13,201","13,730","15,630","3,920","779","179","45","8","8"
"울산광역시 북구 (3120000000)","65,589","14,479","11,615","14,102","19,766","4,607","818","150","33","10","9"
"울산광역시 울주군 (3171000000)","83,191","26,116","16,625","15,588","18,599","4,890","992","266","72","24","19"
"세종특별자치시  (3600000000)","62,807","22,463","12,385","10,632","11,706","4,149","1,090","275","70","20","17"
"세종특별자치시  (3611000000)","62,807","22,463","12,385","10,632","11,706","4,149","1,090","275","70","20","17"
"경기도  (4100000000)","4,786,718","1,502,566","917,677","925,240","1,084,281","276,936","60,343","14,174","3,665","1,059","777"
"경기도 수원시 (4111000000)","454,072","147,110","78,787","85,707","109,510","26,272","5,114","1,135","294","75","68"
"경기도 성남시 (4113000000)","388,340","127,830","76,018","75,501","83,778","19,874","4,138","837","258","78","28"
"경기도 의정부시 (4115000000)","169,671","53,234","34,843","33,857","35,817","9,190","2,109","463","114","30","14"
"경기도 안양시 (4117000000)","223,249","60,658","42,146","46,903","57,337","12,875","2,518","600","140","41","31"
"경기도 부천시 (4119000000)","327,462","97,372","62,838","67,637","75,696","18,778","3,894","919","222","65","41"
"경기도 광명시 (4121000000)","129,039","33,593","25,937","27,607","32,078","7,706","1,602","373","99","31","13"
"경기도 평택시 (4122000000)","181,801","64,763","35,234","31,697","36,167","10,577","2,510","614","155","50","34"
"경기도 동두천시 (4125000000)","41,603","15,929","9,080","7,180","6,524","2,113","569","153","34","9","12"
"경기도 안산시 (4127000000)","283,527","99,992","49,458","51,833","62,714","15,795","2,897","644","136","35","23"
"경기도 고양시 (4128000000)","382,046","112,464","71,790","76,942","93,232","21,839","4,475","951","233","74","46"
"경기도 과천시 (4129000000)","25,251","6,531","4,538","5,154","6,830","1,704","362","93","28","7","4"
"경기도 구리시 (4131000000)","71,639","21,927","13,217","14,300","16,978","4,040","909","205","42","14","7"
"경기도 남양주시 (4136000000)","238,111","65,589","48,205","48,860","55,736","15,179","3,444","823","201","40","34"
"경기도 오산시 (4137000000)","81,146","26,861","14,297","14,893","18,892","4,911","965","241","64","14","8"
"경기도 시흥시 (4139000000)","156,293","55,176","25,877","27,847","35,989","9,088","1,780","376","109","34","17"
"경기도 군포시 (4141000000)","106,280","27,731","20,391","22,592","27,814","6,172","1,217","265","66","22","10"
"경기도 의왕시 (4143000000)","58,413","15,347","11,180","12,496","14,901","3,590","673","178","34","9","5"
"경기도 하남시 (4145000000)","59,551","19,665","12,221","11,416","11,993","3,298","716","184","42","10","6"
"경기도 용인시 (4146000000)","348,064","88,740","65,692","72,775","92,104","22,152","5,003","1,150","274","106","68"
"경기도 파주시 (4148000000)","166,901","59,145","32,755","29,828","32,904","9,407","2,188","493","116","39","26"
"경기도 이천시 (4150000000)","80,433","26,790","15,988","14,503","16,131","5,121","1,352","376","113","32","27"
"경기도 안성시 (4155000000)","74,259","26,730","15,701","12,648","13,229","4,253","1,218","306","102","28","44"
"경기도 김포시 (4157000000)","129,379","37,410","26,292","26,153","29,256","7,886","1,786","418","119","36","23"
"경기도 화성시 (4159000000)","204,362","64,588","35,982","37,142","49,919","12,695","2,947","752","216","65","56"
"경기도 광주시 (4161000000)","117,808","37,847","24,252","23,037","23,680","6,791","1,615","394","131","30","31"
"경기도 양주시 (4163000000)","78,499","24,336","16,686","14,954","15,913","5,011","1,180","303","70","22","24"
"경기도 포천시 (4165000000)","67,275","26,916","14,497","10,727","10,240","3,483","1,007","292","75","20","18"
"경기도 여주시 (4167000000)","46,302","17,264","10,652","7,514","7,166","2,537","835","230","68","20","16"
"경기도 연천군 (4180000000)","20,722","8,944","4,928","2,968","2,433","1,043","275","93","28","4","6"
"경기도 가평군 (4182000000)","27,966","12,468","6,619","3,864","3,287","1,197","379","100","30","6","16"
"경기도 양평군 (4183000000)","47,254","19,616","11,576","6,705","6,033","2,359","666","213","52","13","21"
"강원도  (4200000000)","673,978","265,036","153,879","110,517","100,572","32,494","8,535","2,164","494","160","127"
"강원도 춘천시 (4211000000)","113,095","38,999","25,143","20,598","20,009","6,286","1,564","376","74","27","19"
"강원도 원주시 (4213000000)","134,487","47,051","28,768","24,580","24,848","7,098","1,614","388","87","28","25"
"강원도 강릉시 (4215000000)","93,007","34,742","21,782","16,257","14,350","4,402","1,122","271","56","16","9"
"강원도 동해시 (4217000000)","40,208","14,603","9,415","6,983","6,610","2,021","446","101","20","5","4"
"강원도 태백시 (4219000000)","22,352","9,587","5,403","3,346","2,753","912","253","70","18","3","7"
"강원도 속초시 (4221000000)","37,032","15,070","8,382","6,254","5,361","1,536","322","83","19","4","1"
"강원도 삼척시 (4223000000)","35,204","16,913","7,710","4,887","3,896","1,308","369","95","19","4","3"
"강원도 홍천군 (4272000000)","31,183","12,430","7,847","4,692","3,941","1,576","509","142","28","12","6"
"강원도 횡성군 (4273000000)","20,348","8,133","5,551","2,951","2,346","933","309","86","22","9","8"
"강원도 영월군 (4275000000)","19,597","9,049","5,006","2,545","1,927","765","219","65","10","4","7"
"강원도 평창군 (4276000000)","20,279","8,834","5,048","2,779","2,330","882","301","63","26","9","7"
"강원도 정선군 (4277000000)","19,347","9,191","4,663","2,611","1,825","710","261","67","15","2","2"
"강원도 철원군 (4278000000)","20,337","8,001","4,638","3,163","2,879","1,157","351","108","29","7","4"
"강원도 화천군 (4279000000)","13,474","7,230","2,482","1,501","1,380","597","185","63","16","9","11"
"강원도 양구군 (4280000000)","10,778","4,995","2,168","1,455","1,368","544","178","42","16","6","6"
"강원도 인제군 (4281000000)","14,613","6,304","3,180","2,100","2,018","733","200","57","16","3","2"
"강원도 고성군 (4282000000)","15,408","7,988","3,306","1,927","1,401","544","175","42","14","9","2"
"강원도 양양군 (4283000000)","13,229","5,916","3,387","1,888","1,330","490","157","45","9","3","4"
"충청북도  (4300000000)","656,321","237,222","145,728","112,189","112,936","36,189","9,020","2,205","533","142","157"
"충청북도 청주시 (4311000000)","330,551","111,181","65,212","60,757","67,690","19,953","4,428","993","231","57","49"
"충청북도 충주시 (4313000000)","86,591","30,388","20,310","15,047","14,530","4,634","1,263","308","71","22","18"
"충청북도 제천시 (4315000000)","59,233","22,174","14,529","9,882","8,823","2,883","712","159","40","15","16"
"충청북도 보은군 (4372000000)","15,864","6,580","4,533","2,167","1,468","740","261","82","20","4","9"
"충청북도 옥천군 (4373000000)","22,608","8,391","6,140","3,513","2,875","1,161","367","114","29","8","10"
"충청북도 영동군 (4374000000)","23,111","9,467","6,256","3,224","2,448","1,162","408","104","28","6","8"
"충청북도 증평군 (4374500000)","14,727","5,579","3,271","2,405","2,308","875","213","60","14","2","0"
"충청북도 진천군 (4375000000)","28,285","11,166","6,392","4,540","4,138","1,493","410","103","29","5","9"
"충청북도 괴산군 (4376000000)","19,151","8,861","5,378","2,453","1,459","643","247","79","17","8","6"
"충청북도 음성군 (4377000000)","41,749","17,308","9,798","6,178","5,698","2,015","529","154","37","10","22"
"충청북도 단양군 (4380000000)","14,451","6,127","3,909","2,023","1,499","630","182","49","17","5","10"
"충청남도  (4400000000)","871,459","328,117","194,636","141,675","142,854","47,259","12,153","3,381","886","256","242"
"충청남도 천안시 (4413000000)","243,364","90,035","43,123","42,296","50,090","13,931","2,889","706","200","56","38"
"충청남도 공주시 (4415000000)","48,794","18,854","11,772","7,726","6,626","2,645","816","248","65","14","28"
"충청남도 보령시 (4418000000)","45,831","17,592","11,963","7,117","5,978","2,263","657","188","43","19","11"
"충청남도 아산시 (4420000000)","120,475","44,492","23,087","20,609","23,230","6,974","1,525","375","120","33","30"
"충청남도 서산시 (4421000000)","68,248","23,072","15,887","11,760","12,227","3,956","977","272","65","17","15"
"충청남도 논산시 (4423000000)","55,451","22,521","13,774","8,379","6,829","2,791","845","207","59","13","33"
"충청남도 계룡시 (4425000000)","13,894","3,194","2,470","2,665","3,923","1,283","260","68","16","7","8"
"충청남도 당진시 (4427000000)","70,502","27,805","15,811","11,111","10,755","3,617","1,034","271","68","18","12"
"충청남도 금산군 (4471000000)","24,913","10,091","6,763","3,513","2,800","1,198","374","115","33","12","14"
"충청남도 부여군 (4476000000)","32,362","12,810","9,243","4,531","3,335","1,640","542","191","45","17","8"
"충청남도 서천군 (4477000000)","26,670","10,718","7,840","3,752","2,663","1,160","363","123","30","9","12"
"충청남도 청양군 (4479000000)","14,859","6,048","4,342","1,995","1,397","695","248","107","18","5","4"
"충청남도 홍성군 (4480000000)","39,530","14,593","10,266","6,218","5,458","2,119","601","201","51","15","8"
"충청남도 예산군 (4481000000)","37,369","14,244","10,158","5,765","4,470","1,816","637","203","51","10","15"
"충청남도 태안군 (4482500000)","29,197","12,048","8,137","4,238","3,073","1,171","385","106","22","11","6"
"전라북도  (4500000000)","774,562","278,152","178,281","129,262","124,010","47,372","12,684","3,324","877","294","306"
"전라북도 전주시 (4511000000)","251,702","78,196","51,699","47,265","51,163","17,997","4,120","941","198","70","53"
"전라북도 군산시 (4513000000)","113,098","39,028","25,012","20,107","19,801","6,770","1,761","433","99","38","49"
"전라북도 익산시 (4514000000)","122,345","41,548","27,445","21,379","21,462","7,800","1,975","497","147","42","50"
"전라북도 정읍시 (4518000000)","51,988","20,841","13,065","7,822","6,330","2,856","791","193","61","13","16"
"전라북도 남원시 (4519000000)","37,046","14,265","9,497","5,538","4,695","2,093","663","209","57","12","17"
"전라북도 김제시 (4521000000)","41,535","17,789","10,687","5,865","4,206","2,009","679","202","53","15","30"
"전라북도 완주군 (4571000000)","38,090","14,372","8,908","6,050","5,473","2,307","671","208","58","21","22"
"전라북도 진안군 (4572000000)","12,504","5,596","3,304","1,599","1,083","576","227","77","27","10","5"
"전라북도 무주군 (4573000000)","11,761","5,016","3,254","1,476","1,138","572","206","67","16","7","9"
"전라북도 장수군 (4574000000)","10,787","4,582","2,979","1,408","981","541","206","60","16","8","6"
"전라북도 임실군 (4575000000)","14,157","6,283","3,818","1,809","1,281","591","233","87","30","15","10"
"전라북도 순창군 (4577000000)","13,753","5,733","3,817","1,791","1,209","733","305","103","37","14","11"
"전라북도 고창군 (4579000000)","28,435","12,714","7,645","3,487","2,620","1,287","471","131","45","15","20"
"전라북도 부안군 (4580000000)","27,361","12,189","7,151","3,666","2,568","1,240","376","116","33","14","8"
"전라남도  (4600000000)","823,667","323,450","195,173","124,836","114,920","46,916","12,912","3,723","1,110","331","296"
"전라남도 목포시 (4611000000)","99,955","37,219","21,175","17,240","16,522","6,094","1,282","305","80","19","19"
"전라남도 여수시 (4613000000)","116,100","38,046","26,565","20,482","20,586","7,769","1,941","514","131","43","23"
"전라남도 순천시 (4615000000)","105,841","32,264","22,018","19,334","21,971","7,879","1,793","422","106","26","28"
"전라남도 나주시 (4617000000)","42,886","19,896","10,109","5,780","4,301","1,880","631","202","53","14","20"
"전라남도 광양시 (4623000000)","58,698","18,876","11,451","10,517","12,469","4,174","889","222","67","19","14"
"전라남도 담양군 (4671000000)","21,735","9,566","5,355","2,983","2,151","1,108","388","125","31","18","10"
"전라남도 곡성군 (4672000000)","14,782","6,920","3,781","1,750","1,299","680","233","80","27","3","9"
"전라남도 구례군 (4673000000)","12,424","5,298","3,326","1,629","1,159","635","246","87","31","6","7"
"전라남도 고흥군 (4677000000)","34,657","15,727","10,252","4,158","2,581","1,300","451","132","35","13","8"
"전라남도 보성군 (4678000000)","22,345","10,385","6,014","2,657","1,789","968","341","126","39","18","8"
"전라남도 화순군 (4679000000)","29,430","12,012","6,994","4,368","3,709","1,659","476","150","42","9","11"
"전라남도 장흥군 (4680000000)","20,603","9,635","5,284","2,421","1,723","967","368","106","50","23","26"
"전라남도 강진군 (4681000000)","18,753","8,510","4,827","2,316","1,700","896","302","116","60","12","14"
"전라남도 해남군 (4682000000)","35,344","15,259","9,278","4,614","3,513","1,812","571","196","59","26","16"
"전라남도 영암군 (4683000000)","27,353","12,286","6,506","3,571","3,071","1,354","395","110","44","9","7"
"전라남도 무안군 (4684000000)","34,562","13,215","8,144","5,426","4,901","2,048","587","170","46","14","11"
"전라남도 함평군 (4686000000)","17,489","8,535","4,607","1,901","1,334","686","286","91","32","6","11"
"전라남도 영광군 (4687000000)","26,040","11,172","6,794","3,458","2,667","1,307","427","148","31","13","23"
"전라남도 장성군 (4688000000)","21,292","9,231","5,397","2,849","2,239","1,061","343","111","39","7","15"
"전라남도 완도군 (4689000000)","25,321","11,048","7,150","3,075","2,378","1,162","353","107","39","6","3"
"전라남도 진도군 (4690000000)","15,865","7,312","4,292","1,854","1,325","687","282","74","21","13","5"
"전라남도 신안군 (4691000000)","22,192","11,038","5,854","2,453","1,532","790","327","129","47","14","8"
"경상북도  (4700000000)","1,153,559","429,509","268,953","194,743","185,074","55,947","14,298","3,456","968","307","304"
"경상북도 포항시 (4711000000)","207,515","64,220","46,947","41,756","41,234","10,435","2,243","481","140","33","26"
"경상북도 경주시 (4713000000)","111,848","41,998","25,566","18,778","18,126","5,486","1,432","328","86","32","16"
"경상북도 김천시 (4715000000)","57,275","21,360","13,626","9,209","8,599","3,206","923","216","82","23","31"
"경상북도 안동시 (4717000000)","71,881","26,518","17,665","12,092","10,475","3,702","1,030","283","58","31","27"
"경상북도 구미시 (4719000000)","166,686","58,102","28,035","30,864","38,095","9,299","1,777","358","105","26","25"
"경상북도 영주시 (4721000000)","48,093","17,958","12,468","7,589","6,686","2,458","695","168","49","14","8"
"경상북도 영천시 (4723000000)","46,355","19,508","11,842","6,894","5,391","1,920","586","130","48","13","23"
"경상북도 상주시 (4725000000)","45,845","17,827","12,525","6,874","5,388","2,221","718","209","47","20","16"
"경상북도 문경시 (4728000000)","34,159","13,637","9,015","5,146","4,097","1,603","464","138","32","12","15"
"경상북도 경산시 (4729000000)","103,935","35,938","22,383","19,462","18,975","5,412","1,338","289","91","23","24"
"경상북도 군위군 (4772000000)","12,038","5,391","3,584","1,576","917","376","138","33","10","2","11"
"경상북도 의성군 (4773000000)","27,352","11,901","8,581","3,460","2,063","917","323","80","12","8","7"
"경상북도 청송군 (4775000000)","13,220","5,887","4,038","1,646","1,041","413","132","40","13","4","6"
"경상북도 영양군 (4776000000)","8,817","3,813","2,659","1,077","777","339","114","27","5","2","4"
"경상북도 영덕군 (4777000000)","20,006","9,427","5,533","2,504","1,631","622","202","56","20","7","4"
"경상북도 청도군 (4782000000)","21,211","9,417","5,821","2,934","1,872","798","279","58","20","4","8"
"경상북도 고령군 (4783000000)","16,163","6,750","4,343","2,306","1,789","667","218","62","15","6","7"
"경상북도 성주군 (4784000000)","20,989","9,073","5,498","2,982","2,038","895","322","128","37","9","7"
"경상북도 칠곡군 (4785000000)","52,555","21,338","10,094","8,691","9,113","2,558","565","133","31","17","15"
"경상북도 예천군 (4790000000)","21,394","8,895","6,481","2,822","1,932","845","288","87","27","9","8"
"경상북도 봉화군 (4792000000)","16,268","6,934","4,750","2,174","1,466","637","204","68","23","5","7"
"경상북도 울진군 (4793000000)","24,590","10,713","6,387","3,276","2,904","969","249","63","17","6","6"
"경상북도 울릉군 (4794000000)","5,364","2,904","1,112","631","465","169","58","21","0","1","3"
"경상남도  (4800000000)","1,343,984","445,798","289,801","245,572","263,355","76,189","17,308","4,170","1,108","331","352"
"경상남도 창원시 (4812000000)","412,256","122,661","81,760","82,419","94,709","24,454","4,816","1,037","262","71","67"
"경상남도 진주시 (4817000000)","134,500","42,872","29,267","25,326","26,089","8,407","1,929","445","116","22","27"
"경상남도 통영시 (4822000000)","58,427","20,645","13,756","10,505","9,440","3,026","787","179","54","20","15"
"경상남도 사천시 (4824000000)","50,072","18,890","11,727","8,344","7,700","2,553","651","151","33","11","12"
"경상남도 김해시 (4825000000)","194,766","53,450","36,731","39,524","48,677","12,883","2,643","600","159","57","42"
"경상남도 밀양시 (4827000000)","48,321","19,288","12,461","7,487","5,989","2,272","592","158","43","13","18"
"경상남도 거제시 (4831000000)","97,392","32,881","17,901","17,547","21,282","5,947","1,366","330","96","22","20"
"경상남도 양산시 (4833000000)","113,213","33,666","24,065","22,535","24,780","6,384","1,344","317","76","18","28"
"경상남도 의령군 (4872000000)","14,538","7,029","3,809","1,751","1,168","524","165","54","21","8","9"
"경상남도 함안군 (4873000000)","30,289","12,106","7,100","4,708","4,336","1,511","391","94","25","12","6"
"경상남도 창녕군 (4874000000)","29,944","12,825","8,167","4,154","3,058","1,228","373","92","25","12","10"
"경상남도 고성군 (4882000000)","25,844","11,144","6,526","3,652","2,888","1,141","340","100","33","9","11"
"경상남도 남해군 (4884000000)","22,265","9,453","6,539","2,987","1,998","867","303","89","14","5","10"
"경상남도 하동군 (4885000000)","22,910","9,897","6,182","3,002","2,241","1,037","366","132","29","7","17"
"경상남도 산청군 (4886000000)","17,793","8,455","4,688","2,155","1,482","673","227","70","23","12","8"
"경상남도 함양군 (4887000000)","19,222","8,512","5,124","2,446","1,869","858","295","69","31","8","10"
"경상남도 거창군 (4888000000)","27,681","10,639","7,227","4,116","3,613","1,518","397","131","24","9","7"
"경상남도 합천군 (4889000000)","24,551","11,385","6,771","2,914","2,036","906","323","122","44","15","35"
"제주특별자치도  (5000000000)","246,516","91,740","48,651","40,636","41,045","17,854","4,712","1,346","344","100","88"
"제주특별자치도 제주시 (5011000000)","179,090","64,590","34,183","30,377","31,858","13,445","3,396","905","218","65","53"
"제주특별자치도 서귀포시 (5013000000)","67,426","27,150","14,468","10,259","9,187","4,409","1,316","441","126","35","35"
